order_item_id,order_id,product_id,quantity,unit_price,discount,total_price
OI003906,ORD07872,PRD01725,6,5080,10,27432
OI003907,ORD06707,PRD00021,5,47601,5,226104
OI003908,ORD04400,PRD01760,8,42697,0,341576
OI003909,ORD00468,PRD00054,5,43430,null,217150
OI003910,ORD02864,PRD00525,8,32519,15,221129
OI003911,ORD07036,PRD01589,6,21764,5,124054
OI003912,ORD05710,PRD00317,6,11206,0,67236
OI003913,ORD09872,PRD00713,7,19131,null,133917
OI003914,ORD06194,PRD01845,9,45326,15,346743
OI003915,ORD07991,PRD00574,1,30070,10,27063
OI003916,ORD00688,PRD00056,8,22460,10,161712
OI003917,ORD04811,PRD01302,7,46418,5,308679
OI003918,ORD04923,PRD01314,8,38984,10,280684
OI003919,ORD03007,PRD01053,7,39945,null,279615
OI003920,ORD06168,PRD01155,8,22238,15,151218
OI003921,ORD08002,PRD00646,5,29037,0,145185
OI003922,ORD07531,PRD01327,10,15480,5,147060
OI003923,ORD02406,PRD01333,1,4265,15,3625
OI003924,ORD01497,PRD01852,2,29539,0,59078
OI003925,ORD08155,PRD00845,10,9011,5,85604
OI003926,ORD09191,PRD00536,8,39826,10,286747
OI003927,ORD04855,PRD00696,4,22346,0,89384
OI003928,ORD01697,PRD01016,7,49149,15,292436
OI003929,ORD00950,PRD00117,7,17175,15,102191
OI003930,ORD03735,PRD01898,9,20525,0,184725
OI003931,ORD06826,PRD00409,9,8546,0,76914
OI003932,ORD01766,PRD00469,7,43926,null,307482
OI003933,ORD05137,PRD00281,9,13833,5,118272
OI003934,ORD08094,PRD01283,5,39481,15,167794
OI003935,ORD03802,PRD00670,8,4548,5,34564
OI003936,ORD08837,PRD00326,4,41563,0,166252
OI003937,ORD00637,PRD01694,6,35795,0,214770
OI003938,ORD01963,PRD01449,10,30375,15,258187
OI003939,ORD00365,PRD01783,4,29825,15,101405
OI003940,ORD00495,PRD00703,5,31421,null,157105
OI003941,ORD03668,PRD01433,7,36048,null,252336
OI003942,ORD08393,PRD01843,8,17982,0,143856
OI003943,ORD06871,PRD01036,9,17771,null,159939
OI003944,ORD01192,PRD00893,4,41665,5,158327
OI003945,ORD05790,PRD01636,9,31391,15,240141
OI003946,ORD03248,PRD00699,3,10885,null,32655
OI003947,ORD09868,PRD01958,5,2185,5,10378
OI003948,ORD08905,PRD01129,8,42350,10,304920
OI003949,ORD07888,PRD00933,9,13459,null,121131
OI003950,ORD06033,PRD00445,2,41128,15,69917
OI003951,ORD04518,PRD00421,7,28671,0,200697
OI003952,ORD04108,PRD00816,2,12981,0,25962
OI003953,ORD07249,PRD00430,10,34930,15,296905
OI003954,ORD01785,PRD00823,1,38613,null,38613
OI003955,ORD00832,PRD00351,3,42906,5,122282
OI003956,ORD01571,PRD01029,1,47541,15,40409
OI003957,ORD07185,PRD01419,3,16928,15,43166
OI003958,ORD08948,PRD01350,3,36095,10,97456
OI003959,ORD06137,PRD00318,3,20305,0,60915
OI003960,ORD00728,PRD01524,9,46824,5,400345
OI003961,ORD01328,PRD01920,8,4278,null,34224
OI003962,ORD03360,PRD01341,3,11036,10,29797
OI003963,ORD03506,PRD00187,4,21979,10,79124
OI003964,ORD07056,PRD00022,3,8967,15,22865
OI003965,ORD00611,PRD00023,6,4619,15,23556
OI003966,ORD08905,PRD00138,3,49820,0,149460
OI003967,ORD05451,PRD01544,1,38635,null,38635
OI003968,ORD01406,PRD00437,6,22770,5,129789
OI003969,ORD05531,PRD00734,9,13214,null,118926
OI003970,ORD06594,PRD00336,7,30438,15,181106
OI003971,ORD07650,PRD00119,2,31247,15,53119
OI003972,ORD01627,PRD00433,7,24656,5,163962
OI003973,ORD08895,PRD00407,1,48513,15,41236
OI003974,ORD01015,PRD01731,7,38737,null,271159
OI003975,ORD03198,PRD00104,9,11096,15,84884
OI003976,ORD06691,PRD01083,3,37488,10,101217
OI003977,ORD04938,PRD01845,2,25156,null,50312
OI003978,ORD08837,PRD00191,2,46147,15,78449
OI003979,ORD09578,PRD01125,7,43492,5,289221
OI003980,ORD09852,PRD01951,4,11720,0,46880
OI003981,ORD08358,PRD01943,10,25315,null,253150
OI003982,ORD06227,PRD00654,7,17979,null,125853
OI003983,ORD03221,PRD01892,1,2123,10,1910
OI003984,ORD04664,PRD00540,10,18672,0,186720
OI003985,ORD00576,PRD01623,7,7223,10,45504
OI003986,ORD06888,PRD00451,4,28329,0,113316
OI003987,ORD00944,PRD01725,2,48391,0,96782
OI003988,ORD03848,PRD01543,2,29043,10,52277
OI003989,ORD05875,PRD00989,4,38774,10,139586
OI003990,ORD09814,PRD00968,6,14293,null,85758
OI003991,ORD09303,PRD01682,10,11281,15,95888
OI003992,ORD06250,PRD01315,1,49726,15,42267
OI003993,ORD01855,PRD01850,10,10433,0,104330
OI003994,ORD09180,PRD01376,8,5833,null,46664
OI003995,ORD03418,PRD00532,2,34727,15,59035
OI003996,ORD03965,PRD00751,9,25728,0,231552
OI003997,ORD02770,PRD01751,6,27199,10,146874
OI003998,ORD07833,PRD01337,3,30789,null,92367
OI003999,ORD05878,PRD00120,10,20768,0,207680
OI004000,ORD05892,PRD00302,5,38782,15,164823
OI004001,ORD00863,PRD00964,3,49470,0,148410
OI004002,ORD06467,PRD01251,1,19078,15,16216
OI004003,ORD07058,PRD00420,5,44904,0,224520
OI004004,ORD02991,PRD00407,1,23726,15,20167
OI004005,ORD09410,PRD00468,1,35218,null,35218
OI004006,ORD05842,PRD00298,1,46284,null,46284
OI004007,ORD09243,PRD01844,10,17853,0,178530
OI004008,ORD06598,PRD00357,5,12358,null,61790
OI004009,ORD03055,PRD00797,3,11175,15,28496
OI004010,ORD06630,PRD00222,7,39722,0,278054
OI004011,ORD03699,PRD00564,10,21073,15,179120
OI004012,ORD06392,PRD01176,2,6083,0,12166
OI004013,ORD05667,PRD00655,8,43415,10,312588
OI004014,ORD07211,PRD00215,1,28727,15,24417
OI004015,ORD08269,PRD00863,7,48280,10,304164
OI004016,ORD06602,PRD01381,2,26890,null,53780
OI004017,ORD06451,PRD01533,7,47486,15,282541
OI004018,ORD03258,PRD00291,1,10867,null,10867
OI004019,ORD01542,PRD01234,4,47262,null,189048
OI004020,ORD06470,PRD01174,5,3490,15,14832
OI004021,ORD05440,PRD00801,8,45711,15,310834
OI004022,ORD06235,PRD01704,8,8644,null,69152
OI004023,ORD05472,PRD00551,10,41419,0,414190
OI004024,ORD05504,PRD00520,7,37019,10,233219
OI004025,ORD00089,PRD01932,6,49090,10,265086
OI004026,ORD04711,PRD01235,2,39403,null,78806
OI004027,ORD07449,PRD00664,6,36854,10,199011
OI004028,ORD04215,PRD01869,3,49013,null,147039
OI004029,ORD07866,PRD01077,5,19609,5,93142
OI004030,ORD07070,PRD01337,4,24992,0,99968
OI004031,ORD05739,PRD00849,10,34485,10,310365
OI004032,ORD04976,PRD00619,1,7246,5,6883
OI004033,ORD01990,PRD01135,5,2358,0,11790
OI004034,ORD07924,PRD01092,5,1365,5,6483
OI004035,ORD09585,PRD01569,2,28004,10,50407
OI004036,ORD02266,PRD00104,3,16335,15,41654
OI004037,ORD01203,PRD01044,2,47243,15,80313
OI004038,ORD03424,PRD01237,1,39959,15,33965
OI004039,ORD05177,PRD01276,3,18014,0,54042
OI004040,ORD04503,PRD01476,7,41509,5,276034
OI004041,ORD08970,PRD00601,4,14465,0,57860
OI004042,ORD07023,PRD00928,7,20621,15,122694
OI004043,ORD09922,PRD01185,8,29907,0,239256
OI004044,ORD08555,PRD00017,4,43311,5,164581
OI004045,ORD05605,PRD01538,9,32825,0,295425
OI004046,ORD06570,PRD00707,9,12728,null,114552
OI004047,ORD07364,PRD00232,2,48837,0,97674
OI004048,ORD05374,PRD00104,7,43258,10,272525
OI004049,ORD05579,PRD00433,7,44421,null,310947
OI004050,ORD03115,PRD00347,6,7322,0,43932
OI004051,ORD00482,PRD00902,3,27877,5,79449
OI004052,ORD05097,PRD00496,2,22352,10,40233
OI004053,ORD05778,PRD00553,3,29998,null,89994
OI004054,ORD05868,PRD00531,1,13287,null,13287
OI004055,ORD02797,PRD01878,3,29219,null,87657
OI004056,ORD06144,PRD00845,8,40152,15,273033
OI004057,ORD09104,PRD01333,1,20823,0,20823
OI004058,ORD09336,PRD01502,6,25124,10,135669
OI004059,ORD04534,PRD00086,7,44387,10,279638
OI004060,ORD04767,PRD01232,8,35146,null,281168
OI004061,ORD07932,PRD01237,5,44572,5,211717
OI004062,ORD00407,PRD01524,6,11543,15,58869
OI004063,ORD03295,PRD00101,2,38533,5,73212
OI004064,ORD07222,PRD00319,8,8276,5,62897
OI004065,ORD06624,PRD00410,8,30440,10,219168
OI004066,ORD07387,PRD01900,1,39738,10,35764
OI004067,ORD06455,PRD01043,3,41203,0,123609
OI004068,ORD09944,PRD01788,3,12958,null,38874
OI004069,ORD01366,PRD00143,5,24924,0,124620
OI004070,ORD01934,PRD00213,10,22737,15,193264
OI004071,ORD05069,PRD00308,1,30280,0,30280
OI004072,ORD02619,PRD00959,9,40916,15,313007
OI004073,ORD02587,PRD01418,9,21027,5,179780
OI004074,ORD08688,PRD01522,2,44529,null,89058
OI004075,ORD02705,PRD00294,7,33632,10,211881
OI004076,ORD05534,PRD00025,10,41843,null,418430
OI004077,ORD01698,PRD00866,6,8688,10,46915
OI004078,ORD09462,PRD00079,4,21736,15,73902
OI004079,ORD01279,PRD01961,10,32758,15,278443
OI004080,ORD02361,PRD00408,5,43813,10,197158
OI004081,ORD09485,PRD00746,3,5618,15,14325
OI004082,ORD07068,PRD01766,4,18874,0,75496
OI004083,ORD06529,PRD01942,8,18091,0,144728
OI004084,ORD02808,PRD01917,7,38345,null,268415
OI004085,ORD04146,PRD01417,1,25934,10,23340
OI004086,ORD02097,PRD00137,5,28348,5,134653
OI004087,ORD09429,PRD01685,3,37940,0,113820
OI004088,ORD09574,PRD01199,3,11085,10,29929
OI004089,ORD05759,PRD00055,4,35727,15,121471
OI004090,ORD09138,PRD01419,7,44272,5,294408
OI004091,ORD09581,PRD00583,4,17847,5,67818
OI004092,ORD05916,PRD00371,1,8945,15,7603
OI004093,ORD09552,PRD00397,6,20666,15,105396
OI004094,ORD08571,PRD01963,4,36006,15,122420
OI004095,ORD00348,PRD00005,8,44759,0,358072
OI004096,ORD02472,PRD01373,4,49074,10,176666
OI004097,ORD00292,PRD00419,5,14067,10,63301
OI004098,ORD09326,PRD01899,4,35284,15,119965
OI004099,ORD08961,PRD01025,10,47092,0,470920
OI004100,ORD02246,PRD01730,8,40109,5,304828
OI004101,ORD07566,PRD00585,4,19355,null,77420
OI004102,ORD02040,PRD00933,1,4520,null,4520
OI004103,ORD09915,PRD00063,9,18938,null,170442
OI004104,ORD05851,PRD01601,9,29536,10,239241
OI004105,ORD04838,PRD00222,8,9611,10,69199
OI004106,ORD07560,PRD00132,10,7553,null,75530
OI004107,ORD07381,PRD00607,9,26423,15,202135
OI004108,ORD07654,PRD00876,8,2906,null,23248
OI004109,ORD00022,PRD01249,5,45806,null,229030
OI004110,ORD06397,PRD00367,6,7291,null,43746
OI004111,ORD09206,PRD01561,6,35381,5,201671
OI004112,ORD04605,PRD01209,5,39602,15,168308
OI004113,ORD07197,PRD01485,9,45992,15,351838
OI004114,ORD09916,PRD01813,3,34845,0,104535
OI004115,ORD08065,PRD00993,6,3987,5,22725
OI004116,ORD08187,PRD01725,10,42418,null,424180
OI004117,ORD01243,PRD01356,4,17468,10,62884
OI004118,ORD04248,PRD00259,8,18069,null,144552
OI004119,ORD03213,PRD00410,5,45712,10,205704
OI004120,ORD02906,PRD01885,6,28094,15,143279
OI004121,ORD07269,PRD00567,2,10689,15,18171
OI004122,ORD01147,PRD01880,5,13533,15,57515
OI004123,ORD05122,PRD00829,10,49905,0,499050
OI004124,ORD04260,PRD01484,8,30537,null,244296
OI004125,ORD00039,PRD01539,2,45544,0,91088
OI004126,ORD04234,PRD00924,7,33801,0,236607
OI004127,ORD05575,PRD00697,5,9957,15,42317
OI004128,ORD02144,PRD00128,9,30614,5,261749
OI004129,ORD06015,PRD00066,5,18459,5,87680
OI004130,ORD03702,PRD01559,2,34551,10,62191
OI004131,ORD08736,PRD00181,9,8992,15,68788
OI004132,ORD01353,PRD00794,1,21576,5,20497
OI004133,ORD00946,PRD01544,1,22898,10,20608
OI004134,ORD04605,PRD00570,9,3822,0,34398
OI004135,ORD00628,PRD01087,4,10562,5,40135
OI004136,ORD08416,PRD00676,2,29362,null,58724
OI004137,ORD06139,PRD01504,9,10891,null,98019
OI004138,ORD04062,PRD00565,10,28677,5,272431
OI004139,ORD01986,PRD01047,10,4528,10,40752
OI004140,ORD05994,PRD01070,5,10856,15,46138
OI004141,ORD02107,PRD01398,6,36205,10,195507
OI004142,ORD04701,PRD00306,6,3410,0,20460
OI004143,ORD00744,PRD00131,10,24173,5,229643
OI004144,ORD06777,PRD01331,4,15661,null,62644
OI004145,ORD06286,PRD00422,3,43672,10,117914
OI004146,ORD03278,PRD01281,3,22658,10,61176
OI004147,ORD08815,PRD01197,5,9553,10,42988
OI004148,ORD06772,PRD01750,4,6552,10,23587
OI004149,ORD06877,PRD00005,5,8871,0,44355
OI004150,ORD00503,PRD00402,8,27440,5,208544
OI004151,ORD08043,PRD01020,2,40538,5,77022
OI004152,ORD07243,PRD01279,7,8620,null,60340
OI004153,ORD05852,PRD00337,1,45998,null,45998
OI004154,ORD02879,PRD00919,8,49170,10,354024
OI004155,ORD02883,PRD01665,2,693,5,1316
OI004156,ORD09122,PRD01315,9,9291,0,83619
OI004157,ORD06021,PRD00393,1,26852,null,26852
OI004158,ORD01648,PRD01095,4,3209,10,11552
OI004159,ORD03123,PRD00679,3,42980,15,109599
OI004160,ORD09757,PRD01414,1,19634,5,18652
OI004161,ORD07301,PRD00348,2,48090,10,86562
OI004162,ORD04192,PRD00983,8,49250,15,334900
OI004163,ORD09142,PRD01739,4,37758,null,151032
OI004164,ORD00287,PRD00694,4,25218,10,90784
OI004165,ORD05191,PRD00604,3,40976,null,122928
OI004166,ORD04838,PRD01529,5,41591,10,187159
OI004167,ORD06674,PRD00288,2,25915,0,51830
OI004168,ORD08347,PRD00046,3,24259,10,65499
OI004169,ORD07585,PRD01013,1,28530,0,28530
OI004170,ORD02111,PRD00665,5,42960,5,204060
OI004171,ORD03975,PRD00552,1,40089,null,40089
OI004172,ORD04401,PRD01696,4,26036,15,88522
OI004173,ORD09508,PRD01373,10,48639,0,486390
OI004174,ORD04414,PRD00653,8,10009,5,76068
OI004175,ORD02396,PRD01197,7,29782,10,187626
OI004176,ORD02080,PRD01145,5,49165,5,233533
OI004177,ORD09582,PRD00479,6,8107,15,41345
OI004178,ORD02585,PRD01476,6,18309,10,98868
OI004179,ORD03005,PRD01465,10,44722,0,447220
OI004180,ORD00538,PRD00697,2,3233,10,5819
OI004181,ORD02856,PRD00599,6,22474,0,134844
OI004182,ORD01272,PRD00012,7,1167,15,6943
OI004183,ORD08530,PRD00383,1,33785,null,33785
OI004184,ORD07647,PRD00313,10,9350,10,84150
OI004185,ORD04808,PRD00808,6,33624,10,181569
OI004186,ORD00850,PRD01212,8,38005,null,304040
OI004187,ORD01343,PRD01649,8,34485,0,275880
OI004188,ORD03141,PRD00214,10,23375,15,198687
OI004189,ORD02235,PRD00603,2,15245,null,30490
OI004190,ORD09743,PRD00037,2,35331,0,70662
OI004191,ORD03580,PRD00634,6,21092,5,120224
OI004192,ORD00032,PRD01175,6,4163,5,23729
OI004193,ORD08899,PRD01144,7,36696,0,256872
OI004194,ORD08060,PRD01785,8,14814,0,118512
OI004195,ORD09646,PRD01017,4,21646,0,86584
OI004196,ORD00150,PRD00249,1,11257,0,11257
OI004197,ORD05453,PRD00685,3,28600,0,85800
OI004198,ORD02315,PRD00977,1,19436,10,17492
OI004199,ORD06613,PRD01658,4,49170,null,196680
OI004200,ORD05162,PRD00118,2,35792,null,71584
OI004201,ORD09793,PRD00126,5,38462,5,182694
OI004202,ORD06217,PRD01600,6,1879,15,9582
OI004203,ORD09949,PRD00743,7,22777,15,135523
OI004204,ORD09665,PRD01094,8,21650,10,155880
OI004205,ORD08915,PRD01212,6,48301,10,260825
OI004206,ORD05800,PRD00147,6,8964,15,45716
OI004207,ORD07930,PRD00158,6,26218,5,149442
OI004208,ORD08428,PRD01209,8,17407,15,118367
OI004209,ORD07251,PRD00310,5,2405,null,12025
OI004210,ORD09374,PRD00763,7,41080,10,258804
OI004211,ORD02291,PRD01351,8,30339,5,230576
OI004212,ORD06208,PRD01751,8,8178,5,62152
OI004213,ORD01241,PRD01036,8,20364,5,154766
OI004214,ORD08190,PRD00630,1,4021,0,4021
OI004215,ORD04830,PRD01688,8,26303,null,210424
OI004216,ORD08762,PRD00224,10,12458,5,118351
OI004217,ORD06745,PRD01958,5,22534,10,101403
OI004218,ORD01390,PRD00625,4,4596,null,18384
OI004219,ORD06064,PRD01453,3,39593,5,112840
OI004220,ORD03867,PRD00604,5,24421,15,103789
OI004221,ORD02015,PRD01817,4,13958,10,50248
OI004222,ORD05595,PRD00001,7,36950,5,245717
OI004223,ORD04141,PRD00621,10,27558,15,234243
OI004224,ORD06981,PRD00949,7,33614,0,235298
OI004225,ORD04862,PRD01656,2,42617,15,72448
OI004226,ORD09232,PRD00147,6,8386,null,50316
OI004227,ORD00976,PRD01034,7,29042,0,203294
OI004228,ORD00250,PRD00623,10,23004,5,218538
OI004229,ORD02115,PRD01830,9,36214,10,293333
OI004230,ORD06800,PRD01304,10,12788,0,127880
OI004231,ORD09512,PRD01986,8,37813,0,302504
OI004232,ORD05188,PRD00440,7,36616,10,230680
OI004233,ORD06552,PRD01188,10,19960,10,179640
OI004234,ORD09229,PRD01941,5,42755,5,203086
OI004235,ORD06194,PRD01776,2,1042,null,2084
OI004236,ORD04997,PRD01313,3,22619,5,64464
OI004237,ORD04696,PRD00197,6,33663,15,171681
OI004238,ORD08600,PRD00398,8,29386,null,235088
OI004239,ORD09921,PRD00759,10,4799,10,43191
OI004240,ORD08993,PRD01412,3,22638,null,67914
OI004241,ORD03769,PRD01211,3,9682,null,29046
OI004242,ORD00573,PRD01464,8,33831,15,230050
OI004243,ORD01575,PRD01977,9,46915,null,422235
OI004244,ORD06019,PRD00123,2,30589,15,52001
OI004245,ORD09226,PRD01984,2,21621,10,38917
OI004246,ORD02142,PRD01579,1,26389,5,25069
OI004247,ORD01201,PRD01769,8,44623,15,303436
OI004248,ORD08425,PRD00025,10,33409,null,334090
OI004249,ORD02585,PRD00203,6,11313,10,61090
OI004250,ORD01585,PRD00059,8,15710,null,125680
OI004251,ORD09558,PRD01658,2,26949,15,45813
OI004252,ORD02882,PRD00269,8,20526,null,164208
OI004253,ORD03032,PRD00686,5,17535,5,83291
OI004254,ORD01413,PRD00245,1,5379,0,5379
OI004255,ORD06611,PRD01466,1,28054,15,23845
OI004256,ORD08025,PRD01530,5,39025,5,185368
OI004257,ORD08171,PRD00668,5,20720,null,103600
OI004258,ORD04259,PRD00511,10,46176,null,461760
OI004259,ORD01481,PRD01116,5,49353,15,209750
OI004260,ORD06092,PRD00072,2,44040,15,74868
OI004261,ORD02629,PRD00549,9,30551,null,274959
OI004262,ORD06516,PRD01152,6,35309,5,201261
OI004263,ORD04620,PRD00441,6,30764,5,175354
OI004264,ORD08026,PRD00423,1,28966,10,26069
OI004265,ORD04523,PRD00858,7,5024,0,35168
OI004266,ORD05926,PRD01543,9,40074,10,324599
OI004267,ORD00594,PRD01078,10,13181,5,125219
OI004268,ORD04506,PRD01690,3,981,15,2501
OI004269,ORD03035,PRD00273,2,41873,15,71184
OI004270,ORD08977,PRD01158,9,45413,null,408717
OI004271,ORD00784,PRD01883,3,24379,15,62166
OI004272,ORD00205,PRD01170,2,11002,0,22004
OI004273,ORD08901,PRD00999,3,21200,15,54060
OI004274,ORD00392,PRD00007,6,2045,null,12270
OI004275,ORD04443,PRD01066,2,2068,10,3722
OI004276,ORD02930,PRD01400,6,20196,10,109058
OI004277,ORD03859,PRD01238,3,26307,0,78921
OI004278,ORD03617,PRD00742,9,43907,null,395163
OI004279,ORD06092,PRD00486,4,49245,10,177282
OI004280,ORD03239,PRD00478,2,11010,0,22020
OI004281,ORD00431,PRD01593,1,23189,5,22029
OI004282,ORD04102,PRD00968,8,17178,0,137424
OI004283,ORD04023,PRD01641,9,46797,10,379055
OI004284,ORD02888,PRD00258,6,12845,null,77070
OI004285,ORD02041,PRD01868,9,42749,0,384741
OI004286,ORD02129,PRD01792,6,16418,0,98508
OI004287,ORD07856,PRD00363,9,34070,5,291298
OI004288,ORD09130,PRD01304,5,44333,null,221665
OI004289,ORD09517,PRD00281,8,39152,10,281894
OI004290,ORD00525,PRD00127,8,33351,null,266808
OI004291,ORD01314,PRD01115,2,40562,0,81124
OI004292,ORD05959,PRD01382,1,18592,5,17662
OI004293,ORD01692,PRD01437,4,14307,15,48643
OI004294,ORD00830,PRD01466,1,18159,15,15435
OI004295,ORD02846,PRD00172,8,27299,0,218392
OI004296,ORD00686,PRD00062,10,12988,10,116892
OI004297,ORD01546,PRD01856,9,22209,0,199881
OI004298,ORD08005,PRD01964,10,26438,15,224723
OI004299,ORD00237,PRD00166,7,27328,15,162601
OI004300,ORD01657,PRD01652,10,27761,null,277610
OI004301,ORD09309,PRD00278,8,40320,null,322560
OI004302,ORD08404,PRD01758,6,28266,5,161116
OI004303,ORD08544,PRD01460,8,25470,0,203760
OI004304,ORD09827,PRD01477,9,7723,15,59080
OI004305,ORD09327,PRD00583,5,28218,15,119926
OI004306,ORD00940,PRD00044,6,41284,0,247704
OI004307,ORD07422,PRD00345,10,22704,15,192984
OI004308,ORD02368,PRD00907,7,18382,10,115806
OI004309,ORD00249,PRD00929,4,36869,0,147476
OI004310,ORD05222,PRD00365,2,42589,0,85178
OI004311,ORD07165,PRD00283,2,40802,15,69363
OI004312,ORD08724,PRD01595,8,23476,15,159636
OI004313,ORD01413,PRD01426,7,37783,10,238032
OI004314,ORD06123,PRD01311,1,16767,15,14251
OI004315,ORD04483,PRD00101,1,46849,null,46849
OI004316,ORD05149,PRD00184,10,11169,null,111690
OI004317,ORD00171,PRD00628,10,3491,0,34910
OI004318,ORD07952,PRD01924,1,49317,0,49317
OI004319,ORD00015,PRD01513,7,30220,null,211540
OI004320,ORD00213,PRD00333,6,26349,null,158094
OI004321,ORD04489,PRD01955,9,28165,5,240810
OI004322,ORD08397,PRD00486,8,32378,0,259024
OI004323,ORD03699,PRD01843,2,2820,5,5358
OI004324,ORD07125,PRD00076,8,14786,15,100544
OI004325,ORD02902,PRD00313,9,39054,15,298763
OI004326,ORD09776,PRD01515,8,10361,15,70454
OI004327,ORD01699,PRD00868,1,41399,null,41399
OI004328,ORD06059,PRD01135,2,944,5,1793
OI004329,ORD05323,PRD00851,4,33379,null,133516
OI004330,ORD01408,PRD00221,7,13081,15,77831
OI004331,ORD08235,PRD01987,3,41084,5,117089
OI004332,ORD06030,PRD00697,1,2902,15,2466
OI004333,ORD02063,PRD00433,9,10632,null,95688
OI004334,ORD00469,PRD01750,1,31475,0,31475
OI004335,ORD06836,PRD00692,7,17008,0,119056
OI004336,ORD04909,PRD01077,6,14552,0,87312
OI004337,ORD03183,PRD00190,6,21569,5,122943
OI004338,ORD04869,PRD00911,4,34585,5,131423
OI004339,ORD02609,PRD01968,10,27403,10,246627
OI004340,ORD08104,PRD01125,1,8798,5,8358
OI004341,ORD04748,PRD00272,1,40543,5,38515
OI004342,ORD04975,PRD00120,2,38671,10,69607
OI004343,ORD09320,PRD01593,2,33475,null,66950
OI004344,ORD04202,PRD01587,6,6982,null,41892
OI004345,ORD04604,PRD00671,6,30390,5,173223
OI004346,ORD07636,PRD01225,1,32001,5,30400
OI004347,ORD04354,PRD01575,10,27620,10,248580
OI004348,ORD00843,PRD00957,3,33834,null,101502
OI004349,ORD05713,PRD00469,5,49151,5,233467
OI004350,ORD07369,PRD01910,6,1940,0,11640
OI004351,ORD00921,PRD00094,9,1838,5,15714
OI004352,ORD04561,PRD01287,1,19492,15,16568
OI004353,ORD00243,PRD00336,2,10387,15,17657
OI004354,ORD08500,PRD00669,1,27813,5,26422
OI004355,ORD04998,PRD01557,4,37458,null,149832
OI004356,ORD01135,PRD01124,10,42872,10,385848
OI004357,ORD05253,PRD01218,4,22116,15,75194
OI004358,ORD03844,PRD01641,8,34921,0,279368
OI004359,ORD09336,PRD01548,10,5164,0,51640
OI004360,ORD04081,PRD00542,5,44303,null,221515
OI004361,ORD02274,PRD00915,10,15129,10,136161
OI004362,ORD09754,PRD00327,10,7875,15,66937
OI004363,ORD07464,PRD00458,9,44766,null,402894
OI004364,ORD09671,PRD01930,1,23156,0,23156
OI004365,ORD05239,PRD00156,4,25457,15,86553
OI004366,ORD03870,PRD01676,9,33849,0,304641
OI004367,ORD05206,PRD00961,10,4238,0,42380
OI004368,ORD05726,PRD01900,3,42544,0,127632
OI004369,ORD09474,PRD00703,4,46914,15,159507
OI004370,ORD08152,PRD01252,1,1738,15,1477
OI004371,ORD08028,PRD00417,1,6764,10,6087
OI004372,ORD05186,PRD00452,7,37601,15,223725
OI004373,ORD02489,PRD01386,10,990,0,9900
OI004374,ORD05464,PRD01447,3,27298,10,73704
OI004375,ORD02637,PRD01876,4,31841,0,127364
OI004376,ORD04996,PRD01449,8,48083,null,384664
OI004377,ORD08704,PRD00408,5,39362,15,167288
OI004378,ORD06639,PRD00068,4,19179,null,76716
OI004379,ORD04177,PRD00842,4,35416,5,134580
OI004380,ORD00462,PRD00708,5,20609,5,97892
OI004381,ORD00737,PRD01865,10,10254,5,97413
OI004382,ORD00974,PRD00537,7,1606,15,9555
OI004383,ORD03811,PRD00340,4,37463,10,134866
OI004384,ORD02028,PRD01617,2,44793,10,80627
OI004385,ORD08903,PRD00301,8,46462,5,353111
OI004386,ORD07312,PRD00155,5,45142,10,203139
OI004387,ORD05939,PRD00580,1,37567,15,31931
OI004388,ORD02260,PRD01932,3,8465,15,21585
OI004389,ORD08852,PRD00643,7,48747,null,341229
OI004390,ORD01768,PRD00953,5,19178,0,95890
OI004391,ORD04626,PRD01450,9,14955,10,121135
OI004392,ORD05213,PRD00893,1,36223,null,36223
OI004393,ORD07113,PRD01015,3,6224,10,16804
OI004394,ORD06606,PRD00282,9,46002,15,351915
OI004395,ORD05073,PRD01407,5,31053,null,155265
OI004396,ORD09019,PRD01515,9,42367,10,343172
OI004397,ORD02735,PRD00896,10,16547,15,140649
OI004398,ORD07894,PRD00025,4,1118,0,4472
OI004399,ORD03413,PRD01734,4,17787,5,67590
OI004400,ORD06239,PRD01665,2,48923,15,83169
OI004401,ORD04391,PRD00263,9,38601,0,347409
OI004402,ORD03162,PRD01807,7,44720,5,297388
OI004403,ORD07685,PRD00808,2,44542,10,80175
OI004404,ORD06991,PRD01753,1,46455,10,41809
OI004405,ORD09777,PRD01912,1,26379,null,26379
OI004406,ORD08291,PRD01302,10,29454,10,265086
OI004407,ORD09582,PRD01925,9,46378,5,396531
OI004408,ORD03005,PRD01700,7,8323,0,58261
OI004409,ORD06001,PRD01542,6,35349,null,212094
OI004410,ORD00076,PRD00556,2,3513,null,7026
OI004411,ORD00612,PRD01933,3,22960,5,65436
OI004412,ORD09792,PRD00430,2,22825,null,45650
OI004413,ORD00149,PRD00507,4,19034,0,76136
OI004414,ORD07331,PRD00473,9,46845,10,379444
OI004415,ORD00347,PRD00189,4,14496,10,52185
OI004416,ORD08636,PRD00428,10,34963,10,314667
OI004417,ORD06952,PRD00909,8,1314,10,9460
OI004418,ORD04852,PRD01827,2,44891,5,85292
OI004419,ORD05867,PRD01736,3,42081,0,126243
OI004420,ORD08920,PRD01503,5,6460,15,27455
OI004421,ORD07646,PRD00578,5,49841,15,211824
OI004422,ORD01610,PRD01530,8,40898,0,327184
