expense_id,project_id,expense_category,expense_date,expense_amount,approved_by,expense_status
EXP00732,PROJ01268,Labor,2025-08-14,128983,EMP0239,Approved
EXP00733,PROJ04579,Utilities,2024-11-20,107875,EMP0240,Approved
EXP00734,PROJ04271,Marketing,2024-12-28,67437,EMP0233,Approved
EXP00735,PROJ01912,Utilities,2024-12-25,289556,EMP0261,Pending
EXP00736,PROJ04371,Marketing,2025-01-11,280110,EMP0143,Rejected
EXP00737,PROJ03081,Transport,2024-09-16,13666,EMP0005,Pending
EXP00738,PROJ04759,Materials,2024-05-05,91549,EMP0012,approved
EXP00739,PROJ02325,Utilities,2025-04-06,274123,EMP0115,Approved
EXP00740,PROJ03493,Equipment,2025-04-18,213286,EMP0116,Pending
EXP00741,PROJ01946,Utilities,2025-01-16,154993,EMP0193,Approved
EXP00742,PROJ02368,Labor,2025-03-30,232111,EMP0032,Rejected
EXP00743,PROJ01833,Marketing,2024-07-19,224006,EMP0267,Approved
EXP00744,PROJ02247,Labor,2024-10-30,217382,EMP0055,approved
EXP00745,PROJ01204,Equipment,2024-10-20,11375,EMP0137,Rejected
EXP00746,PROJ00633,Marketing,2024-07-27,2739,EMP0145,Approved
EXP00747,PROJ01507,Labor,2024-04-07,65374,EMP0061,Rejected
EXP00748,PROJ00748,Equipment,2025-04-04,126977,EMP0098,Approved
EXP00749,PROJ00751,Marketing,2025-02-04,92346,EMP0181,Pending
EXP00750,PROJ02101,Marketing,2025-06-06,4237,EMP0005,Approved
EXP00751,PROJ02650,Marketing,2024-07-14,49000,EMP0147,Rejected
EXP00752,PROJ00557,Utilities,2024-06-11,17144,EMP0049,Pending
EXP00753,PROJ04535,Marketing,2025-10-21,254827,EMP0191,Approved
EXP00754,PROJ01367,Utilities,2024-09-28,168272,EMP0017,Rejected
EXP00755,PROJ00234,Equipment,2025-03-06,81790,EMP0271,approved
EXP00756,PROJ01485,Utilities,2024-09-29,96015,EMP0271,approved
EXP00757,PROJ04545,Equipment,2025-05-25,291534,EMP0070,Pending
EXP00758,PROJ03734,Materials,2025-02-27,157348,EMP0166,Pending
EXP00759,PROJ00500,Utilities,2024-10-24,173358,EMP0182,Rejected
EXP00760,PROJ00466,Equipment,2025-03-12,193064,,Pending
EXP00761,PROJ01075,Labor,2025-02-17,259841,EMP0143,Pending
EXP00762,PROJ04887,Equipment,2024-06-25,30640,EMP0199,Approved
EXP00763,PROJ02310,Transport,2024-12-27,45086,EMP0196,Rejected
EXP00764,PROJ01939,Labor,2024-10-07,136168,EMP0222,approved
EXP00765,PROJ00860,Utilities,2024-12-03,255601,EMP0272,approved
EXP00766,PROJ04470,Equipment,2025-02-20,69374,EMP0184,approved
EXP00767,PROJ03761,Marketing,2024-08-07,224095,EMP0273,approved
EXP00768,PROJ02654,Transport,2024-05-21,93271,EMP0277,Rejected
EXP00769,PROJ04038,Utilities,2024-09-20,18721,EMP0183,approved
EXP00770,PROJ04550,Labor,2024-11-24,233288,EMP0193,Pending
EXP00771,PROJ01599,Transport,2024-11-06,232677,EMP0018,approved
EXP00772,PROJ03895,Marketing,2024-06-06,130845,EMP0102,Rejected
EXP00773,PROJ01418,Equipment,2024-10-07,256239,EMP0194,Rejected
EXP00774,PROJ02656,Materials,2025-01-22,43932,EMP0044,Rejected
EXP00775,PROJ01083,Equipment,2025-02-27,238780,EMP0090,Approved
EXP00776,PROJ02844,Labor,2024-09-09,37915,EMP0009,Rejected
EXP00777,PROJ02330,Materials,2024-11-30,250585,EMP0300,approved
EXP00778,PROJ02805,Materials,2025-03-14,288409,EMP0132,Rejected
EXP00779,PROJ01091,Utilities,2024-12-18,241165,EMP0107,approved
EXP00780,PROJ01387,Utilities,2025-08-19,274200,EMP0204,Pending
EXP00781,PROJ00823,Materials,2024-03-22,173347,EMP0057,Approved
EXP00782,PROJ01521,Marketing,2025-04-06,58978,EMP0019,Pending
EXP00783,PROJ01066,Utilities,2025-11-05,34855,EMP0196,approved
EXP00784,PROJ04941,Materials,2025-11-02,250804,EMP0158,Rejected
EXP00785,PROJ03641,Marketing,2024-02-22,208709,EMP0115,Rejected
EXP00786,PROJ00400,Equipment,2024-10-06,31422,EMP0220,Approved
EXP00787,PROJ04023,Transport,2025-05-03,111786,EMP0249,Pending
EXP00788,PROJ00876,Marketing,2025-06-07,38090,EMP0224,Approved
EXP00789,PROJ00933,Transport,2024-12-07,260627,EMP0165,Pending
EXP00790,PROJ00486,Labor,2024-11-25,273997,EMP0036,Pending
EXP00791,PROJ00970,Utilities,2025-04-26,278750,EMP0074,Approved
EXP00792,PROJ02676,Marketing,2025-06-23,73945,EMP0174,Rejected
EXP00793,PROJ00023,Equipment,2025-03-23,268729,EMP0052,Pending
EXP00794,PROJ01317,Utilities,2024-09-06,28484,EMP0060,Rejected
EXP00795,PROJ04939,Labor,2025-01-06,261158,EMP0196,Approved
EXP00796,PROJ02373,Marketing,2024-07-03,279704,EMP0211,Rejected
EXP00797,PROJ02713,Marketing,2024-10-14,103931,EMP0015,approved
EXP00798,PROJ00954,Labor,2024-07-24,125449,EMP0142,approved
EXP00799,PROJ02021,Materials,2024-12-15,67681,EMP0268,Pending
EXP00800,PROJ03534,Marketing,2025-04-20,15446,,Approved
EXP00801,PROJ02844,Materials,2024-10-03,106320,EMP0201,Rejected
EXP00802,PROJ01703,Labor,2025-02-17,218132,EMP0138,Approved
EXP00803,PROJ02928,Materials,2024-06-16,16726,EMP0079,Approved
EXP00804,PROJ00582,Materials,2024-06-10,73891,EMP0041,Approved
EXP00805,PROJ04513,Marketing,2024-06-27,58799,EMP0005,Approved
EXP00806,PROJ03421,Equipment,2025-01-07,265977,EMP0059,Pending
EXP00807,PROJ02655,Utilities,2025-02-01,178542,EMP0236,Approved
EXP00808,PROJ00071,Utilities,2024-12-16,174746,EMP0210,Approved
EXP00809,PROJ03588,Materials,2024-06-17,31122,EMP0018,Pending
EXP00810,PROJ01038,Equipment,2024-09-27,43163,EMP0025,Pending
EXP00811,PROJ02300,Labor,2024-10-30,4509,EMP0109,approved
EXP00812,PROJ02040,Materials,2025-04-02,296997,EMP0194,Pending
EXP00813,PROJ03167,Materials,2024-06-07,266374,EMP0017,Approved
EXP00814,PROJ02859,Equipment,2025-02-21,254923,EMP0149,Pending
EXP00815,PROJ00244,Transport,2025-02-11,174015,EMP0043,Approved
EXP00816,PROJ02309,Equipment,2025-08-03,195846,EMP0250,Approved
EXP00817,PROJ04954,Marketing,2024-08-04,188189,EMP0200,approved
EXP00818,PROJ04501,Equipment,2024-08-17,154990,EMP0056,approved
EXP00819,PROJ02047,Equipment,2025-03-04,31139,EMP0300,approved
EXP00820,PROJ02126,Marketing,2024-02-20,77324,EMP0211,approved
EXP00821,PROJ00716,Materials,2025-04-25,172451,EMP0040,Rejected
EXP00822,PROJ02687,Equipment,2025-09-19,116244,EMP0148,Pending
EXP00823,PROJ01827,Utilities,2025-03-05,261682,EMP0105,Pending
EXP00824,PROJ01753,Utilities,2024-05-10,34113,EMP0195,approved
EXP00825,PROJ01739,Utilities,2025-08-06,70177,EMP0030,approved
EXP00826,PROJ00184,Materials,2024-02-14,221378,EMP0167,Rejected
EXP00827,PROJ03270,Utilities,2024-01-19,3471,EMP0274,approved
EXP00828,PROJ00276,Marketing,2024-08-24,273276,EMP0023,Rejected
EXP00829,PROJ00496,Materials,2024-11-18,94464,EMP0036,Approved
EXP00830,PROJ03465,Transport,2025-02-14,34328,EMP0139,Rejected
EXP00831,PROJ04845,Transport,2025-04-01,128680,EMP0300,approved
EXP00832,PROJ01608,Equipment,2024-09-12,138543,EMP0211,Pending
EXP00833,PROJ00180,Materials,2024-11-28,49265,EMP0081,Rejected
EXP00834,PROJ04307,Transport,2024-12-03,115617,EMP0114,Approved
EXP00835,PROJ01337,Marketing,2025-04-15,182408,EMP0002,approved
EXP00836,PROJ04298,Materials,2024-12-12,73836,EMP0277,Approved
EXP00837,PROJ01146,Labor,2024-06-10,13368,EMP0005,Rejected
EXP00838,PROJ02113,Materials,2025-02-02,229975,EMP0157,Rejected
EXP00839,PROJ04547,Transport,2025-04-22,276070,EMP0166,Pending
EXP00840,PROJ02189,Marketing,2024-12-12,276455,,approved
EXP00841,PROJ03421,Marketing,2025-09-01,237201,EMP0182,Rejected
EXP00842,PROJ02998,Transport,2024-06-22,156851,EMP0229,Rejected
EXP00843,PROJ00283,Transport,2024-04-22,37370,EMP0224,approved
EXP00844,PROJ03939,Equipment,2025-02-10,247088,EMP0260,Approved
EXP00845,PROJ04945,Utilities,2025-01-06,117583,EMP0160,Pending
EXP00846,PROJ00416,Materials,2024-06-14,227329,EMP0204,approved
EXP00847,PROJ04033,Materials,2024-09-19,18771,EMP0171,Pending
EXP00848,PROJ04616,Materials,2024-08-05,120723,EMP0200,approved
EXP00849,PROJ01919,Labor,2025-01-18,98038,EMP0081,approved
EXP00850,PROJ04436,Materials,2025-03-07,116329,EMP0039,Rejected
EXP00851,PROJ00690,Transport,2024-03-01,18272,EMP0289,Pending
EXP00852,PROJ02567,Labor,2024-11-17,288596,EMP0035,Rejected
EXP00853,PROJ04902,Marketing,2024-12-17,44903,EMP0285,approved
EXP00854,PROJ04656,Marketing,2024-09-23,296071,EMP0247,Rejected
EXP00855,PROJ04759,Marketing,2024-07-20,85010,EMP0039,approved
EXP00856,PROJ00100,Materials,2024-09-11,167158,EMP0196,approved
EXP00857,PROJ00201,Labor,2024-12-19,120145,EMP0156,approved
EXP00858,PROJ02595,Marketing,2025-03-28,252329,EMP0016,Pending
EXP00859,PROJ03095,Marketing,2024-10-22,151512,EMP0108,approved
EXP00860,PROJ01569,Marketing,2025-03-08,249009,EMP0289,approved
EXP00861,PROJ03499,Equipment,2025-01-11,167763,EMP0060,Pending
EXP00862,PROJ04058,Materials,2025-05-28,193079,EMP0038,Rejected
EXP00863,PROJ00427,Utilities,2025-01-22,219848,EMP0246,Rejected
EXP00864,PROJ03413,Equipment,2024-03-18,218775,EMP0178,approved
EXP00865,PROJ00800,Labor,2025-03-02,107630,EMP0007,Pending
EXP00866,PROJ01156,Labor,2025-01-07,255123,EMP0267,Pending
EXP00867,PROJ04683,Transport,2025-09-25,229445,EMP0190,Rejected
EXP00868,PROJ03375,Utilities,2024-05-10,201686,EMP0004,Rejected
EXP00869,PROJ02073,Materials,2024-04-27,148357,EMP0073,approved
EXP00870,PROJ03422,Materials,2024-12-10,263275,EMP0101,Rejected
EXP00871,PROJ00932,Materials,2024-12-07,159409,EMP0016,Approved
EXP00872,PROJ03651,Materials,2025-10-29,163731,EMP0156,Approved
EXP00873,PROJ03876,Materials,2024-12-02,49378,EMP0086,Rejected
EXP00874,PROJ04777,Transport,2024-10-12,261134,EMP0015,approved
EXP00875,PROJ04475,Marketing,2024-11-03,210228,EMP0247,Approved
EXP00876,PROJ03652,Materials,2025-01-23,151530,EMP0036,Pending
EXP00877,PROJ04349,Labor,2024-06-25,178632,EMP0230,Pending
EXP00878,PROJ02822,Utilities,2025-06-08,28125,EMP0236,Rejected
EXP00879,PROJ02052,Equipment,2024-11-10,40936,EMP0207,Pending
EXP00880,PROJ04717,Equipment,2024-05-29,120488,,Rejected
EXP00881,PROJ04638,Transport,2025-04-23,220295,EMP0290,approved
EXP00882,PROJ03195,Transport,2024-11-06,32099,EMP0159,Rejected
EXP00883,PROJ04670,Marketing,2024-12-31,60813,EMP0058,Rejected
EXP00884,PROJ01524,Equipment,2024-12-18,176460,EMP0101,Rejected
EXP00885,PROJ03784,Marketing,2024-06-06,246077,EMP0216,Pending
EXP00886,PROJ02296,Transport,2024-09-30,179078,EMP0294,Approved
EXP00887,PROJ00739,Equipment,2024-11-06,273711,EMP0113,approved
EXP00888,PROJ03286,Materials,2025-09-06,74058,EMP0009,Rejected
EXP00889,PROJ04811,Marketing,2025-01-27,118347,EMP0075,approved
EXP00890,PROJ01982,Equipment,2024-10-10,132023,EMP0016,Pending
EXP00891,PROJ02481,Utilities,2024-11-15,79250,EMP0272,approved
EXP00892,PROJ01493,Marketing,2025-06-17,85295,EMP0296,Pending
EXP00893,PROJ02305,Marketing,2024-05-21,133904,EMP0023,approved
EXP00894,PROJ03429,Labor,2024-09-16,107993,EMP0009,Rejected
EXP00895,PROJ00953,Labor,2025-01-28,285008,EMP0281,Approved
EXP00896,PROJ00078,Transport,2025-07-07,265064,EMP0092,Rejected
EXP00897,PROJ04912,Utilities,2024-12-28,69763,EMP0077,Approved
EXP00898,PROJ02316,Utilities,2025-05-25,10330,EMP0075,approved
EXP00899,PROJ00946,Marketing,2024-09-17,57633,EMP0165,approved
EXP00900,PROJ01954,Marketing,2025-07-14,18726,EMP0227,approved
EXP00901,PROJ04489,Marketing,2024-11-08,257997,EMP0025,Rejected
EXP00902,PROJ02333,Marketing,2025-08-07,57582,EMP0146,Rejected
EXP00903,PROJ00911,Utilities,2024-08-21,134671,EMP0022,Rejected
EXP00904,PROJ02089,Utilities,2025-01-25,23984,EMP0143,Approved
EXP00905,PROJ03141,Utilities,2024-06-25,116061,EMP0119,Approved
EXP00906,PROJ04405,Transport,2024-11-10,126060,EMP0091,Approved
EXP00907,PROJ02088,Equipment,2025-07-04,108683,EMP0166,approved
EXP00908,PROJ03349,Materials,2024-07-24,250209,EMP0201,approved
EXP00909,PROJ04672,Labor,2024-11-13,226965,EMP0188,Pending
EXP00910,PROJ04843,Transport,2024-07-12,245787,EMP0268,Approved
EXP00911,PROJ03429,Materials,2024-09-10,256869,EMP0137,approved
EXP00912,PROJ01581,Marketing,2025-05-30,6307,EMP0265,Approved
EXP00913,PROJ03013,Equipment,2025-05-15,284096,EMP0115,Approved
EXP00914,PROJ00646,Labor,2024-10-17,299278,EMP0294,approved
EXP00915,PROJ00006,Utilities,2025-08-17,299897,EMP0042,Approved
EXP00916,PROJ01779,Labor,2025-03-19,269001,EMP0122,Approved
EXP00917,PROJ01669,Equipment,2024-09-15,256418,EMP0041,approved
EXP00918,PROJ01417,Marketing,2025-07-27,157501,EMP0032,Rejected
EXP00919,PROJ00310,Marketing,2024-02-17,51546,EMP0177,Approved
EXP00920,PROJ02017,Labor,2025-03-22,173467,,Rejected
EXP00921,PROJ04828,Materials,2025-03-18,182077,EMP0038,approved
EXP00922,PROJ04860,Materials,2025-07-20,246202,EMP0218,approved
EXP00923,PROJ02883,Transport,2024-12-17,141414,EMP0210,Rejected
EXP00924,PROJ04136,Marketing,2024-10-04,118228,EMP0105,Pending
EXP00925,PROJ03393,Materials,2024-05-08,76357,EMP0105,approved
EXP00926,PROJ04280,Labor,2025-01-22,266511,EMP0053,Approved
EXP00927,PROJ04987,Labor,2025-11-10,43279,EMP0089,Pending
EXP00928,PROJ03602,Equipment,2024-11-14,164485,EMP0216,Rejected
EXP00929,PROJ03878,Labor,2024-08-13,112170,EMP0056,Rejected
EXP00930,PROJ00978,Labor,2024-11-04,201410,EMP0176,Rejected
EXP00931,PROJ03881,Equipment,2024-12-31,117918,EMP0026,Pending
EXP00932,PROJ02699,Materials,2025-01-05,209370,EMP0128,Rejected
EXP00933,PROJ04434,Marketing,2025-07-25,209176,EMP0159,Approved
EXP00934,PROJ03141,Equipment,2024-09-12,194676,EMP0058,Rejected
EXP00935,PROJ03440,Marketing,2024-08-31,280839,EMP0099,approved
EXP00936,PROJ03574,Utilities,2024-08-02,147703,EMP0013,Pending
EXP00937,PROJ02636,Utilities,2024-11-08,140684,EMP0229,Pending
EXP00938,PROJ03942,Materials,2025-07-22,179079,EMP0255,Approved
EXP00939,PROJ00880,Labor,2025-05-07,26551,EMP0115,Pending
EXP00940,PROJ04322,Equipment,2025-04-09,49750,EMP0029,Pending
EXP00941,PROJ00699,Labor,2025-06-26,167576,EMP0068,Approved
EXP00942,PROJ00746,Transport,2024-12-07,186273,EMP0168,Pending
EXP00943,PROJ04463,Labor,2024-04-13,55738,EMP0110,Pending
EXP00944,PROJ01865,Materials,2024-12-17,23549,EMP0251,approved
EXP00945,PROJ04482,Transport,2025-02-14,63652,EMP0200,Pending
EXP00946,PROJ04808,Transport,2024-01-08,223512,EMP0211,approved
EXP00947,PROJ02522,Equipment,2025-06-20,99252,EMP0149,Pending
EXP00948,PROJ02892,Utilities,2025-06-11,266685,EMP0132,Approved
EXP00949,PROJ00602,Labor,2024-11-03,141120,EMP0272,Pending
EXP00950,PROJ01042,Materials,2024-04-26,39789,EMP0235,Approved
EXP00951,PROJ04215,Utilities,2025-05-14,31957,EMP0181,Approved
EXP00952,PROJ04700,Equipment,2024-12-12,205668,EMP0018,Approved
EXP00953,PROJ03696,Materials,2024-09-13,272833,EMP0234,Pending
EXP00954,PROJ01253,Marketing,2024-04-03,18380,EMP0018,Rejected
EXP00955,PROJ04526,Marketing,2024-10-06,80032,EMP0078,Rejected
EXP00956,PROJ02433,Labor,2025-04-09,207553,EMP0181,approved
EXP00957,PROJ03335,Marketing,2025-03-14,274475,EMP0244,Pending
EXP00958,PROJ01089,Labor,2024-11-26,95687,EMP0166,Pending
EXP00959,PROJ04447,Materials,2025-01-27,102467,EMP0278,approved
EXP00960,PROJ03900,Marketing,2024-03-26,153309,,approved
EXP00961,PROJ03016,Utilities,2024-05-21,140573,EMP0043,Approved
EXP00962,PROJ00938,Equipment,2024-11-22,90036,EMP0237,approved
EXP00963,PROJ04836,Utilities,2025-01-26,103377,EMP0037,approved
EXP00964,PROJ02053,Utilities,2024-11-30,177849,EMP0057,Rejected
EXP00965,PROJ00944,Transport,2024-04-15,203184,EMP0024,Rejected
EXP00966,PROJ01350,Equipment,2024-08-10,141319,EMP0137,Pending
EXP00967,PROJ02605,Utilities,2024-10-25,103135,EMP0012,Pending
EXP00968,PROJ01501,Labor,2024-07-31,251673,EMP0162,Approved
EXP00969,PROJ03872,Utilities,2025-05-28,246936,EMP0300,Approved
EXP00970,PROJ02076,Labor,2024-11-12,128525,EMP0207,Pending
EXP00971,PROJ00049,Equipment,2024-11-09,91626,EMP0163,Approved
EXP00972,PROJ00295,Transport,2025-09-24,205430,EMP0243,Approved
EXP00973,PROJ01348,Marketing,2025-10-25,251875,EMP0267,Pending
EXP00974,PROJ01580,Equipment,2025-01-21,91172,EMP0141,Rejected
EXP00975,PROJ03292,Materials,2025-03-13,100521,EMP0093,Rejected
EXP00976,PROJ03806,Marketing,2024-10-18,123011,EMP0298,Pending
EXP00977,PROJ04371,Utilities,2024-10-11,180786,EMP0273,approved
EXP00978,PROJ00448,Transport,2024-12-10,55143,EMP0038,Rejected
EXP00979,PROJ00594,Labor,2024-11-07,176042,EMP0293,Rejected
EXP00980,PROJ00999,Transport,2025-02-07,132224,EMP0131,approved
EXP00981,PROJ02210,Materials,2024-09-02,56773,EMP0060,approved
EXP00982,PROJ02379,Marketing,2025-02-26,43895,EMP0238,Rejected
EXP00983,PROJ02178,Transport,2024-10-03,193279,EMP0087,Approved
EXP00984,PROJ01392,Equipment,2024-08-04,91239,EMP0121,Approved
EXP00985,PROJ01173,Utilities,2025-05-25,28091,EMP0134,Pending
EXP00986,PROJ04602,Transport,2025-03-30,52262,EMP0272,approved
EXP00987,PROJ00748,Materials,2024-11-07,102644,EMP0234,approved
EXP00988,PROJ01142,Transport,2025-01-26,222605,EMP0037,Rejected
EXP00989,PROJ00481,Marketing,2024-05-17,61394,EMP0224,Approved
EXP00990,PROJ01050,Labor,2024-10-09,79686,EMP0124,approved
EXP00991,PROJ01694,Materials,2024-07-23,246621,EMP0113,approved
EXP00992,PROJ02557,Labor,2025-08-25,211422,EMP0158,Approved
EXP00993,PROJ01169,Utilities,2024-06-23,18321,EMP0208,Rejected
EXP00994,PROJ04674,Utilities,2024-06-23,221321,EMP0300,approved
EXP00995,PROJ00260,Marketing,2024-06-24,71733,EMP0209,Approved
EXP00996,PROJ00106,Equipment,2024-05-09,79907,EMP0121,Pending
EXP00997,PROJ04170,Marketing,2024-01-26,252547,EMP0146,Pending
EXP00998,PROJ04592,Labor,2024-07-10,222025,EMP0057,approved
EXP00999,PROJ02112,Labor,2025-04-13,71812,EMP0269,Approved
EXP01000,PROJ02181,Labor,2025-03-20,237930,,approved
EXP01001,PROJ00326,Transport,2024-12-13,280323,EMP0066,approved
EXP01002,PROJ03942,Marketing,2025-01-30,154237,EMP0254,Rejected
EXP01003,PROJ02499,Marketing,2025-08-10,114617,EMP0294,Pending
EXP01004,PROJ00752,Labor,2025-01-08,30183,EMP0289,Rejected
EXP01005,PROJ04847,Transport,2024-08-25,202024,EMP0270,Rejected
EXP01006,PROJ04741,Labor,2024-07-17,63309,EMP0174,Approved
EXP01007,PROJ04718,Marketing,2024-10-01,275104,EMP0030,Pending
EXP01008,PROJ00477,Equipment,2025-05-14,264931,EMP0248,Rejected
EXP01009,PROJ03201,Labor,2025-11-09,211480,EMP0098,approved
EXP01010,PROJ00319,Materials,2025-02-12,221545,EMP0174,Approved
EXP01011,PROJ04604,Labor,2024-11-08,200698,EMP0016,Pending
EXP01012,PROJ01128,Labor,2024-10-21,102316,EMP0282,approved
EXP01013,PROJ03511,Transport,2025-01-17,138043,EMP0040,Approved
EXP01014,PROJ01049,Labor,2024-10-18,133318,EMP0069,Pending
EXP01015,PROJ01188,Equipment,2024-09-17,260038,EMP0260,approved
EXP01016,PROJ03564,Transport,2024-08-27,268716,EMP0133,Approved
EXP01017,PROJ00425,Equipment,2024-06-08,144440,EMP0150,Approved
EXP01018,PROJ03552,Utilities,2025-02-06,1084,EMP0067,Approved
EXP01019,PROJ01283,Transport,2024-11-25,110228,EMP0174,Pending
EXP01020,PROJ00454,Materials,2025-04-05,24555,EMP0200,approved
EXP01021,PROJ02636,Marketing,2025-04-13,230717,EMP0071,Pending
EXP01022,PROJ00649,Equipment,2025-02-08,261864,EMP0206,Rejected
EXP01023,PROJ02301,Utilities,2024-10-31,193780,EMP0277,Rejected
EXP01024,PROJ04907,Materials,2025-03-12,289228,EMP0086,Approved
EXP01025,PROJ04357,Transport,2025-01-08,62575,EMP0259,approved
EXP01026,PROJ01708,Marketing,2024-12-03,42864,EMP0266,Approved
EXP01027,PROJ01620,Transport,2024-10-30,166830,EMP0269,Pending
EXP01028,PROJ01332,Utilities,2025-01-13,224920,EMP0285,Approved
EXP01029,PROJ02540,Utilities,2024-06-25,150160,EMP0184,approved
EXP01030,PROJ04207,Utilities,2024-12-29,142010,EMP0129,Rejected
EXP01031,PROJ01776,Utilities,2025-06-25,51310,EMP0188,Pending
EXP01032,PROJ04591,Materials,2025-09-08,37147,EMP0047,approved
EXP01033,PROJ00224,Materials,2025-02-15,158439,EMP0114,approved
EXP01034,PROJ04960,Equipment,2024-06-03,263895,EMP0048,Rejected
EXP01035,PROJ00089,Transport,2025-04-23,73349,EMP0282,Rejected
EXP01036,PROJ02558,Transport,2024-10-09,180177,EMP0030,approved
EXP01037,PROJ03710,Marketing,2024-11-20,132298,EMP0274,Approved
EXP01038,PROJ04422,Transport,2025-04-27,149310,EMP0205,Approved
EXP01039,PROJ04247,Materials,2024-04-24,68391,EMP0004,approved
EXP01040,PROJ04538,Labor,2024-07-23,180621,,Rejected
EXP01041,PROJ02425,Equipment,2025-02-21,182676,EMP0145,Approved
EXP01042,PROJ03184,Equipment,2025-05-21,224756,EMP0218,approved
EXP01043,PROJ04306,Equipment,2025-02-16,195722,EMP0192,Rejected
EXP01044,PROJ00977,Labor,2025-01-02,140967,EMP0065,Pending
EXP01045,PROJ03069,Equipment,2025-05-05,36603,EMP0025,Approved
EXP01046,PROJ03972,Transport,2025-01-24,232224,EMP0027,Rejected
EXP01047,PROJ03524,Utilities,2025-07-23,71103,EMP0030,Pending
EXP01048,PROJ01135,Marketing,2025-04-12,71837,EMP0096,approved
EXP01049,PROJ02636,Transport,2025-03-29,123897,EMP0235,Approved
EXP01050,PROJ00064,Equipment,2025-01-13,196717,EMP0072,approved
EXP01051,PROJ01806,Materials,2024-06-07,291853,EMP0133,Approved
EXP01052,PROJ03979,Equipment,2024-09-04,154146,EMP0078,Approved
EXP01053,PROJ00016,Materials,2024-12-30,144313,EMP0294,Rejected
EXP01054,PROJ02245,Equipment,2024-12-28,182284,EMP0043,approved
EXP01055,PROJ01449,Materials,2025-09-14,275715,EMP0213,Pending
EXP01056,PROJ03657,Equipment,2025-05-09,136523,EMP0271,Rejected
EXP01057,PROJ01934,Utilities,2025-01-29,117438,EMP0275,Approved
EXP01058,PROJ04254,Labor,2024-02-28,45961,EMP0111,Rejected
EXP01059,PROJ00031,Labor,2024-10-16,184222,EMP0170,Pending
EXP01060,PROJ03726,Marketing,2024-03-26,151680,EMP0253,Approved
EXP01061,PROJ04254,Utilities,2024-03-16,204227,EMP0069,Pending
EXP01062,PROJ04821,Labor,2025-11-14,170351,EMP0005,Rejected
EXP01063,PROJ04952,Transport,2025-07-22,193851,EMP0293,Approved
EXP01064,PROJ02563,Transport,2024-11-15,98293,EMP0115,Rejected
EXP01065,PROJ02746,Marketing,2025-04-11,108314,EMP0055,Approved
EXP01066,PROJ01646,Labor,2025-03-12,281301,EMP0300,Rejected
EXP01067,PROJ03528,Labor,2024-11-12,236156,EMP0175,approved
EXP01068,PROJ03785,Materials,2024-12-17,45348,EMP0193,Pending
EXP01069,PROJ02896,Materials,2025-05-01,239239,EMP0045,Approved
EXP01070,PROJ04869,Transport,2024-04-22,16378,EMP0031,approved
EXP01071,PROJ00676,Marketing,2025-04-05,234503,EMP0277,Rejected
EXP01072,PROJ00311,Utilities,2025-01-29,66070,EMP0151,approved
EXP01073,PROJ04628,Equipment,2025-04-23,183594,EMP0022,Approved
EXP01074,PROJ01987,Equipment,2025-02-05,254868,EMP0079,Rejected
EXP01075,PROJ01006,Transport,2024-12-08,241166,EMP0055,Approved
EXP01076,PROJ03424,Marketing,2025-02-11,54389,EMP0192,Approved
EXP01077,PROJ02786,Materials,2024-11-30,129208,EMP0277,Approved
EXP01078,PROJ02818,Materials,2025-01-05,260000,EMP0232,Pending
EXP01079,PROJ04272,Utilities,2024-12-21,230485,EMP0256,approved
EXP01080,PROJ01348,Transport,2025-05-28,157281,,Rejected
EXP01081,PROJ02403,Labor,2024-09-04,98520,EMP0278,Rejected
EXP01082,PROJ02815,Labor,2024-06-07,271931,EMP0069,Approved
EXP01083,PROJ04479,Utilities,2024-04-24,16414,EMP0056,Approved
EXP01084,PROJ00287,Transport,2025-01-01,95629,EMP0033,approved
EXP01085,PROJ03060,Marketing,2025-04-02,205746,EMP0257,Approved
EXP01086,PROJ03340,Equipment,2025-03-08,31957,EMP0293,Rejected
EXP01087,PROJ02267,Marketing,2025-01-18,53580,EMP0235,Approved
EXP01088,PROJ02938,Transport,2025-03-31,219048,EMP0248,Pending
EXP01089,PROJ02992,Labor,2024-09-12,242266,EMP0198,approved
EXP01090,PROJ04799,Marketing,2025-01-17,251179,EMP0154,Pending
EXP01091,PROJ02758,Materials,2024-10-31,203106,EMP0200,Rejected
EXP01092,PROJ02270,Transport,2025-01-01,199410,EMP0141,Approved
EXP01093,PROJ01920,Marketing,2024-02-13,60264,EMP0110,Pending
EXP01094,PROJ03230,Transport,2025-04-03,282405,EMP0093,Approved
EXP01095,PROJ02040,Utilities,2025-02-02,174960,EMP0054,Rejected
EXP01096,PROJ04928,Marketing,2024-09-24,298745,EMP0110,Rejected
EXP01097,PROJ04640,Marketing,2025-05-20,119155,EMP0258,Rejected
EXP01098,PROJ03631,Equipment,2024-08-20,189372,EMP0115,Pending
EXP01099,PROJ04735,Materials,2025-05-28,262361,EMP0070,Approved
EXP01100,PROJ00503,Transport,2025-01-01,154148,EMP0186,approved
EXP01101,PROJ00772,Transport,2025-01-28,270188,EMP0119,approved
EXP01102,PROJ02412,Materials,2025-11-25,163937,EMP0295,Rejected
EXP01103,PROJ04831,Materials,2024-12-13,192576,EMP0115,Rejected
EXP01104,PROJ04743,Materials,2024-06-26,117510,EMP0128,approved
