inventory_id,product_id,supplier_id,warehouse,stock_quantity,reorder_level,last_updated,inventory_status
INV00344,PRD01621,SUP0128,Bengaluru WH,188,57,28-12-2025,Low Stock
INV00345,PRD00249,SUP0032,Mumbai WH,427,106,18-06-2025,Out of Stock
INV00346,PRD00651,SUP0092,Mumbai WH,388,33,09-12-2025,Low Stock
INV00347,PRD00482,SUP0258,Mumbai WH,739,107,27-09-2025,Out of Stock
INV00348,PRD01825,SUP0145,Bengaluru WH,882,152,09-10-2025,Low Stock
INV00349,PRD00700,SUP0231,Delhi WH,687,169,16-04-2025,Low Stock
INV00350,PRD01764,SUP0054,Bengaluru WH,673,159,07-01-2025,Available
INV00351,PRD01417,SUP0188,Bengaluru WH,67,199,19-09-2025,Out of Stock
INV00352,PRD01236,SUP0388,Bengaluru WH,61,182,28-10-2025,Available
INV00353,PRD01276,SUP0417,Bengaluru WH,470,152,22-12-2025,Available
INV00354,PRD00963,SUP0461,Hyderabad WH,813,67,07-09-2025,Available
INV00355,PRD01786,SUP0335,Delhi WH,720,176,04-09-2025,Available
INV00356,PRD01634,SUP0421,Mumbai WH,960,175,22-01-2025,Out of Stock
INV00357,PRD01955,SUP0435,Bengaluru WH,693,47,01-02-2025,Out of Stock
INV00358,PRD01064,SUP0224,Bengaluru WH,731,47,03-09-2025,Out of Stock
INV00359,PRD01599,SUP0202,Mumbai WH,453,56,24-10-2025,Out of Stock
INV00360,PRD01960,SUP0482,Bengaluru WH,664,160,09-01-2025,Low Stock
INV00361,PRD00971,SUP0492,Bengaluru WH,931,143,10-07-2025,available
INV00362,PRD00105,SUP0155,Chennai WH,653,131,10-09-2025,Low Stock
INV00363,PRD00185,SUP0287,Bengaluru WH,994,90,28-08-2025,Out of Stock
INV00364,PRD00551,SUP0235,Delhi WH,189,43,11-04-2025,available
INV00365,PRD01235,SUP0495,Mumbai WH,783,107,24-03-2025,Out of Stock
INV00366,PRD01583,SUP0298,Delhi WH,663,44,11-04-2025,Available
INV00367,PRD01015,SUP0059,Chennai WH,776,134,15-06-2025,Out of Stock
INV00368,PRD00068,SUP0247,Delhi WH,838,25,24-04-2025,Available
INV00369,PRD01189,SUP0172,Chennai WH,686,147,04-03-2025,Available
INV00370,PRD00594,SUP0389,Mumbai WH,654,54,19-10-2025,Low Stock
INV00371,PRD00012,SUP0148,Delhi WH,514,199,22-12-2025,available
INV00372,PRD01825,SUP0452,Bengaluru WH,945,38,01-07-2025,Available
INV00373,PRD01099,SUP0288,Delhi WH,117,85,09-05-2025,available
INV00374,PRD00396,SUP0420,Bengaluru WH,320,114,26-09-2025,available
INV00375,PRD00664,SUP0327,Mumbai WH,492,149,06-01-2025,Low Stock
INV00376,PRD01769,SUP0078,Mumbai WH,129,115,24-07-2025,available
INV00377,PRD01416,SUP0020,Mumbai WH,498,66,16-05-2025,available
INV00378,PRD00740,SUP0391,Delhi WH,357,159,18-02-2025,Out of Stock
INV00379,PRD01078,SUP0090,Mumbai WH,225,29,03-12-2025,Available
INV00380,PRD00041,SUP0070,Delhi WH,556,78,19-04-2025,Out of Stock
INV00381,PRD00008,SUP0201,Bengaluru WH,655,29,12-04-2025,Low Stock
INV00382,PRD01089,SUP0185,Bengaluru WH,564,114,15-01-2025,Out of Stock
INV00383,PRD01030,SUP0140,Hyderabad WH,473,69,20-02-2025,Out of Stock
INV00384,PRD01782,SUP0191,Hyderabad WH,749,95,12-06-2025,available
INV00385,PRD01264,SUP0329,Mumbai WH,701,82,11-09-2025,Low Stock
INV00386,PRD01532,SUP0153,Bengaluru WH,313,134,15-09-2025,Low Stock
INV00387,PRD01401,SUP0099,Delhi WH,70,70,26-02-2025,Low Stock
INV00388,PRD00558,SUP0339,Bengaluru WH,896,159,02-12-2025,Available
INV00389,PRD01748,SUP0493,Bengaluru WH,418,171,17-04-2025,Available
INV00390,PRD01419,SUP0153,Delhi WH,71,20,08-06-2025,available
INV00391,PRD01933,SUP0374,Chennai WH,781,127,11-02-2025,available
INV00392,PRD00291,SUP0019,Chennai WH,667,28,03-04-2025,Out of Stock
INV00393,PRD00394,SUP0072,Hyderabad WH,733,198,10-05-2025,available
INV00394,PRD01003,SUP0348,Bengaluru WH,176,169,10-10-2025,Out of Stock
INV00395,PRD00941,SUP0234,Mumbai WH,249,39,22-02-2025,available
INV00396,PRD00024,SUP0166,Hyderabad WH,874,111,04-01-2025,available
INV00397,PRD00285,SUP0391,Delhi WH,840,80,24-10-2025,Out of Stock
INV00398,PRD01626,SUP0311,Mumbai WH,896,178,07-09-2025,available
INV00399,PRD01847,SUP0417,Mumbai WH,976,181,26-09-2025,Low Stock
INV00400,PRD01355,SUP0094,Bengaluru WH,779,49,16-08-2025,Out of Stock
INV00401,PRD00099,SUP0081,Bengaluru WH,78,116,26-08-2025,Low Stock
INV00402,PRD01208,SUP0310,Delhi WH,778,70,24-07-2025,Available
INV00403,PRD01761,SUP0446,Chennai WH,855,164,12-01-2025,Available
INV00404,PRD00099,SUP0159,Mumbai WH,838,141,08-09-2025,Available
INV00405,PRD00185,SUP0094,Mumbai WH,220,113,28-04-2025,Available
INV00406,PRD01640,SUP0335,Mumbai WH,67,166,16-12-2025,Out of Stock
INV00407,PRD01187,SUP0343,Bengaluru WH,668,164,28-11-2025,Out of Stock
INV00408,PRD00546,SUP0396,Chennai WH,496,191,20-07-2025,Low Stock
INV00409,PRD00758,SUP0040,Mumbai WH,406,90,09-12-2025,Available
INV00410,PRD01220,SUP0154,Bengaluru WH,415,104,12-05-2025,available
INV00411,PRD01860,SUP0157,Chennai WH,845,42,17-01-2025,available
INV00412,PRD00468,SUP0339,Hyderabad WH,740,179,06-11-2025,Out of Stock
INV00413,PRD00046,SUP0094,Mumbai WH,398,199,01-05-2025,Out of Stock
INV00414,PRD01658,SUP0144,Mumbai WH,367,45,23-05-2025,available
INV00415,PRD01465,SUP0261,Bengaluru WH,53,69,09-07-2025,available
INV00416,PRD01528,SUP0065,Mumbai WH,56,61,25-07-2025,available
INV00417,PRD00007,SUP0492,Hyderabad WH,383,42,06-08-2025,Out of Stock
INV00418,PRD00412,SUP0276,Chennai WH,10,22,23-12-2025,Out of Stock
INV00419,PRD01808,SUP0460,Delhi WH,852,132,27-05-2025,Out of Stock
INV00420,PRD01052,SUP0103,Delhi WH,600,34,19-09-2025,available
INV00421,PRD01668,SUP0100,Chennai WH,79,87,07-10-2025,Out of Stock
INV00422,PRD00599,SUP0347,Mumbai WH,90,37,28-05-2025,available
INV00423,PRD00344,SUP0176,Mumbai WH,95,26,08-11-2025,Low Stock
INV00424,PRD01591,SUP0197,Chennai WH,766,159,20-04-2025,available
INV00425,PRD01971,SUP0269,Hyderabad WH,357,54,19-04-2025,Low Stock
INV00426,PRD01949,SUP0108,Bengaluru WH,72,87,04-03-2025,available
INV00427,PRD01018,SUP0120,Bengaluru WH,806,191,19-10-2025,Out of Stock
INV00428,PRD01998,SUP0173,Mumbai WH,616,127,24-01-2025,Available
INV00429,PRD01552,SUP0210,Hyderabad WH,392,37,28-12-2025,Out of Stock
INV00430,PRD00948,SUP0290,Chennai WH,922,38,08-10-2025,Low Stock
INV00431,PRD01995,SUP0113,Chennai WH,59,84,28-08-2025,Available
INV00432,PRD01906,SUP0438,Hyderabad WH,984,137,02-03-2025,Available
INV00433,PRD01258,SUP0144,Bengaluru WH,250,37,06-07-2025,available
INV00434,PRD00084,SUP0139,Bengaluru WH,727,178,04-01-2025,Out of Stock
INV00435,PRD00637,SUP0475,Delhi WH,220,178,26-11-2025,available
INV00436,PRD01710,SUP0068,Chennai WH,30,92,23-09-2025,Low Stock
INV00437,PRD00504,SUP0272,Bengaluru WH,411,156,27-03-2025,Low Stock
INV00438,PRD00365,SUP0499,Mumbai WH,267,195,13-08-2025,available
INV00439,PRD00895,SUP0156,Bengaluru WH,346,33,28-05-2025,Available
INV00440,PRD00357,SUP0104,Delhi WH,421,64,12-02-2025,available
INV00441,PRD00036,SUP0417,Mumbai WH,407,57,22-05-2025,Out of Stock
INV00442,PRD00714,SUP0104,Mumbai WH,477,71,02-10-2025,Low Stock
INV00443,PRD01266,SUP0182,Bengaluru WH,425,87,17-06-2025,Low Stock
INV00444,PRD00833,SUP0351,Mumbai WH,398,45,08-07-2025,Available
INV00445,PRD00353,SUP0457,Hyderabad WH,989,77,15-05-2025,Out of Stock
INV00446,PRD01718,SUP0389,Mumbai WH,959,58,17-04-2025,Available
INV00447,PRD01840,SUP0069,Mumbai WH,97,168,03-07-2025,Out of Stock
INV00448,PRD01712,SUP0143,Mumbai WH,595,106,05-12-2025,available
INV00449,PRD01035,SUP0172,Bengaluru WH,970,74,27-09-2025,available
INV00450,PRD01229,SUP0250,Chennai WH,112,166,27-05-2025,Available
INV00451,PRD01625,SUP0431,Bengaluru WH,615,143,03-10-2025,Low Stock
INV00452,PRD00990,SUP0073,Chennai WH,70,172,15-06-2025,Out of Stock
INV00453,PRD01931,SUP0366,Chennai WH,939,164,21-08-2025,Out of Stock
INV00454,PRD01095,SUP0116,Delhi WH,659,153,10-12-2025,available
INV00455,PRD00417,SUP0296,Hyderabad WH,996,160,11-10-2025,available
INV00456,PRD01841,SUP0182,Mumbai WH,576,69,12-02-2025,available
INV00457,PRD00997,SUP0154,Chennai WH,983,113,09-02-2025,available
INV00458,PRD01859,SUP0036,Delhi WH,767,93,04-09-2025,Low Stock
INV00459,PRD00119,SUP0197,Delhi WH,395,126,07-05-2025,available
INV00460,PRD01623,SUP0036,Mumbai WH,450,27,04-11-2025,available
INV00461,PRD00398,SUP0358,Mumbai WH,184,131,22-01-2025,Available
INV00462,PRD00467,SUP0389,Bengaluru WH,411,80,20-06-2025,available
INV00463,PRD01877,SUP0003,Chennai WH,234,77,20-10-2025,available
INV00464,PRD01105,SUP0460,Chennai WH,383,49,17-04-2025,Out of Stock
INV00465,PRD00615,SUP0363,Bengaluru WH,28,85,10-05-2025,Available
INV00466,PRD00850,SUP0367,Hyderabad WH,824,152,11-01-2025,Low Stock
INV00467,PRD01352,SUP0371,Bengaluru WH,60,37,18-10-2025,Available
INV00468,PRD00811,SUP0209,Chennai WH,888,118,03-11-2025,Low Stock
INV00469,PRD00589,SUP0093,Chennai WH,362,132,27-01-2025,available
INV00470,PRD01703,SUP0151,Hyderabad WH,973,57,10-02-2025,Out of Stock
INV00471,PRD00140,SUP0313,Bengaluru WH,782,183,16-12-2025,Low Stock
INV00472,PRD01713,SUP0303,Chennai WH,236,43,19-11-2025,Out of Stock
INV00473,PRD00501,SUP0160,Hyderabad WH,377,29,06-03-2025,Available
INV00474,PRD00699,SUP0300,Delhi WH,528,196,17-08-2025,available
INV00475,PRD00753,SUP0189,Hyderabad WH,74,177,19-11-2025,Out of Stock
INV00476,PRD00653,SUP0499,Delhi WH,682,133,19-09-2025,Out of Stock
INV00477,PRD01859,SUP0378,Chennai WH,24,154,22-06-2025,Low Stock
INV00478,PRD00233,SUP0023,Hyderabad WH,824,133,23-09-2025,Out of Stock
INV00479,PRD01363,SUP0241,Chennai WH,207,23,05-03-2025,Low Stock
INV00480,PRD01441,SUP0167,Chennai WH,984,146,10-12-2025,Out of Stock
INV00481,PRD00767,SUP0432,Hyderabad WH,773,158,22-10-2025,Available
INV00482,PRD01848,SUP0054,Delhi WH,285,32,21-04-2025,available
INV00483,PRD00507,SUP0090,Mumbai WH,364,155,17-03-2025,Out of Stock
INV00484,PRD00138,SUP0044,Delhi WH,647,191,23-08-2025,available
INV00485,PRD01727,SUP0254,Chennai WH,835,118,27-04-2025,Low Stock
INV00486,PRD01590,SUP0161,Delhi WH,311,178,05-08-2025,Low Stock
INV00487,PRD01571,SUP0218,Hyderabad WH,228,190,23-08-2025,available
INV00488,PRD00130,SUP0043,Hyderabad WH,846,190,18-01-2025,Low Stock
INV00489,PRD01797,SUP0301,Delhi WH,291,114,27-08-2025,Low Stock
INV00490,PRD00434,SUP0280,Bengaluru WH,0,144,22-01-2025,Available
INV00491,PRD00443,SUP0211,Bengaluru WH,72,56,18-10-2025,Out of Stock
INV00492,PRD01467,SUP0024,Chennai WH,389,53,23-11-2025,Out of Stock
INV00493,PRD00983,SUP0431,Mumbai WH,669,194,14-11-2025,Available
INV00494,PRD01790,SUP0208,Chennai WH,263,184,04-02-2025,available
INV00495,PRD01681,SUP0034,Hyderabad WH,864,20,14-05-2025,Available
INV00496,PRD00537,SUP0440,Delhi WH,737,132,05-07-2025,Low Stock
INV00497,PRD00795,SUP0141,Chennai WH,577,199,28-11-2025,Low Stock
INV00498,PRD00539,SUP0005,Hyderabad WH,762,152,25-09-2025,Available
INV00499,PRD00560,SUP0270,Delhi WH,745,40,14-11-2025,Available
INV00500,PRD01138,SUP0023,Mumbai WH,13,89,26-03-2025,Available
INV00501,PRD00277,SUP0039,Bengaluru WH,363,138,16-09-2025,Low Stock
INV00502,PRD01466,SUP0368,Chennai WH,63,84,15-12-2025,available
INV00503,PRD00238,SUP0416,Bengaluru WH,281,34,03-09-2025,available
INV00504,PRD00124,SUP0028,Hyderabad WH,883,162,16-07-2025,Available
INV00505,PRD01467,SUP0465,Chennai WH,126,149,18-02-2025,Available
INV00506,PRD00632,SUP0235,Chennai WH,63,168,22-01-2025,Available
INV00507,PRD00680,SUP0018,Hyderabad WH,879,187,11-06-2025,Out of Stock
INV00508,PRD00790,SUP0295,Bengaluru WH,182,77,23-01-2025,Low Stock
INV00509,PRD01996,SUP0346,Mumbai WH,641,87,13-03-2025,Available
INV00510,PRD01719,SUP0165,Hyderabad WH,899,86,14-03-2025,available
INV00511,PRD01705,SUP0196,Mumbai WH,693,183,16-03-2025,Low Stock
INV00512,PRD00570,SUP0498,Delhi WH,532,76,03-02-2025,Available
INV00513,PRD00325,SUP0309,Delhi WH,951,170,17-03-2025,Available
INV00514,PRD01586,SUP0255,Chennai WH,361,161,20-03-2025,available
INV00515,PRD01348,SUP0166,Hyderabad WH,707,75,17-06-2025,available
INV00516,PRD01243,SUP0411,Bengaluru WH,658,63,05-11-2025,Available
INV00517,PRD00711,SUP0305,Chennai WH,786,189,03-06-2025,Out of Stock
INV00518,PRD00339,SUP0014,Hyderabad WH,704,27,01-03-2025,Out of Stock
INV00519,PRD01526,SUP0191,Chennai WH,969,170,09-12-2025,Out of Stock
INV00520,PRD01954,SUP0372,Chennai WH,495,52,12-04-2025,available
INV00521,PRD01422,SUP0192,Hyderabad WH,247,39,20-05-2025,Available
INV00522,PRD00736,SUP0219,Chennai WH,614,141,19-09-2025,available
INV00523,PRD01718,SUP0464,Chennai WH,410,60,11-08-2025,available
INV00524,PRD01246,SUP0011,Mumbai WH,448,96,26-06-2025,Available
INV00525,PRD01035,SUP0407,Mumbai WH,65,53,28-09-2025,Low Stock
INV00526,PRD00980,SUP0315,Delhi WH,6,163,09-10-2025,Out of Stock
INV00527,PRD01138,SUP0390,Delhi WH,791,44,11-06-2025,available
INV00528,PRD01738,SUP0269,Bengaluru WH,448,178,16-11-2025,available
INV00529,PRD01961,SUP0127,Delhi WH,869,187,19-06-2025,available
INV00530,PRD00943,SUP0402,Mumbai WH,946,104,28-07-2025,Out of Stock
INV00531,PRD00592,SUP0022,Chennai WH,151,103,14-12-2025,available
INV00532,PRD00892,SUP0482,Delhi WH,875,197,16-12-2025,Low Stock
INV00533,PRD01937,SUP0340,Delhi WH,569,98,18-08-2025,Low Stock
INV00534,PRD00963,SUP0416,Mumbai WH,371,92,27-03-2025,Low Stock
INV00535,PRD01466,SUP0149,Hyderabad WH,689,104,28-01-2025,Out of Stock
INV00536,PRD00394,SUP0263,Mumbai WH,278,129,22-05-2025,Out of Stock
INV00537,PRD00428,SUP0149,Chennai WH,711,192,03-04-2025,Low Stock
INV00538,PRD00070,SUP0327,Hyderabad WH,983,118,23-01-2025,Available
INV00539,PRD00564,SUP0155,Mumbai WH,672,55,04-07-2025,Low Stock
INV00540,PRD00686,SUP0276,Delhi WH,245,200,22-06-2025,available
INV00541,PRD00047,SUP0202,Delhi WH,870,153,05-10-2025,available
INV00542,PRD00626,SUP0469,Delhi WH,795,147,18-04-2025,available
INV00543,PRD01865,SUP0309,Bengaluru WH,24,133,08-06-2025,Out of Stock
INV00544,PRD01699,SUP0126,Delhi WH,162,177,10-10-2025,Available
INV00545,PRD01964,SUP0264,Chennai WH,189,66,12-11-2025,Out of Stock
INV00546,PRD01887,SUP0295,Bengaluru WH,988,101,22-05-2025,Out of Stock
INV00547,PRD00475,SUP0235,Bengaluru WH,737,120,02-04-2025,available
INV00548,PRD00334,SUP0247,Delhi WH,337,75,09-04-2025,Available
INV00549,PRD00827,SUP0168,Bengaluru WH,658,188,04-04-2025,available
INV00550,PRD01392,SUP0182,Mumbai WH,344,21,12-03-2025,Low Stock
INV00551,PRD00372,SUP0433,Mumbai WH,18,98,19-09-2025,Low Stock
INV00552,PRD01455,SUP0414,Hyderabad WH,153,52,01-02-2025,Available
INV00553,PRD00972,SUP0176,Mumbai WH,650,188,15-04-2025,Out of Stock
INV00554,PRD01089,SUP0235,Mumbai WH,631,88,10-03-2025,Available
INV00555,PRD00683,SUP0430,Chennai WH,994,174,10-06-2025,Out of Stock
INV00556,PRD00349,SUP0162,Bengaluru WH,828,97,21-06-2025,Available
INV00557,PRD01656,SUP0076,Mumbai WH,385,46,23-08-2025,Low Stock
INV00558,PRD00603,SUP0193,Hyderabad WH,805,52,21-02-2025,Low Stock
INV00559,PRD01321,SUP0322,Hyderabad WH,261,128,17-10-2025,Out of Stock
INV00560,PRD01128,SUP0111,Hyderabad WH,146,24,28-03-2025,Low Stock
INV00561,PRD00601,SUP0122,Mumbai WH,243,119,14-09-2025,Available
INV00562,PRD00263,SUP0065,Hyderabad WH,96,88,01-05-2025,available
INV00563,PRD00043,SUP0469,Bengaluru WH,622,122,04-10-2025,available
INV00564,PRD01631,SUP0487,Chennai WH,2,83,25-03-2025,Out of Stock
INV00565,PRD01689,SUP0325,Chennai WH,212,32,22-08-2025,available
INV00566,PRD01005,SUP0365,Hyderabad WH,899,194,18-01-2025,Available
INV00567,PRD01971,SUP0054,Hyderabad WH,908,76,05-02-2025,Out of Stock
INV00568,PRD00675,SUP0209,Chennai WH,771,187,06-03-2025,Out of Stock
INV00569,PRD00015,SUP0122,Delhi WH,436,198,14-03-2025,Available
INV00570,PRD01908,SUP0269,Chennai WH,381,85,04-05-2025,Available
INV00571,PRD01377,SUP0436,Delhi WH,377,142,17-08-2025,available
INV00572,PRD01744,SUP0217,Hyderabad WH,646,88,15-08-2025,Available
INV00573,PRD01569,SUP0011,Delhi WH,636,94,24-10-2025,Out of Stock
INV00574,PRD01564,SUP0188,Bengaluru WH,45,32,09-06-2025,Out of Stock
INV00575,PRD00103,SUP0362,Chennai WH,82,60,02-05-2025,Available
INV00576,PRD01378,SUP0280,Chennai WH,346,112,05-03-2025,available
INV00577,PRD01600,SUP0119,Chennai WH,424,48,24-12-2025,available
INV00578,PRD01395,SUP0444,Chennai WH,172,110,02-06-2025,available
INV00579,PRD01309,SUP0016,Mumbai WH,891,106,27-07-2025,Out of Stock
INV00580,PRD01650,SUP0170,Hyderabad WH,178,45,24-10-2025,Out of Stock
INV00581,PRD01347,SUP0142,Chennai WH,617,155,19-12-2025,Available
INV00582,PRD00016,SUP0088,Bengaluru WH,950,38,08-09-2025,Available
INV00583,PRD01493,SUP0382,Mumbai WH,612,36,04-09-2025,Available
INV00584,PRD00642,SUP0091,Hyderabad WH,401,119,28-11-2025,Available
INV00585,PRD01109,SUP0093,Delhi WH,881,67,19-04-2025,Low Stock
INV00586,PRD00392,SUP0271,Hyderabad WH,800,112,03-08-2025,Low Stock
INV00587,PRD01664,SUP0427,Mumbai WH,698,171,27-12-2025,available
INV00588,PRD00737,SUP0063,Mumbai WH,230,178,11-02-2025,Available
INV00589,PRD00297,SUP0011,Mumbai WH,334,169,18-01-2025,Available
INV00590,PRD00502,SUP0129,Hyderabad WH,439,104,14-08-2025,Available
INV00591,PRD00454,SUP0200,Chennai WH,699,22,11-05-2025,Available
INV00592,PRD01106,SUP0130,Chennai WH,621,152,12-03-2025,Available
INV00593,PRD00862,SUP0488,Mumbai WH,764,25,02-01-2025,Out of Stock
INV00594,PRD00108,SUP0021,Bengaluru WH,379,57,09-10-2025,available
INV00595,PRD00161,SUP0447,Hyderabad WH,481,120,11-03-2025,Available
INV00596,PRD00240,SUP0069,Bengaluru WH,184,28,21-09-2025,Out of Stock
INV00597,PRD01287,SUP0449,Delhi WH,664,141,15-04-2025,Out of Stock
INV00598,PRD01662,SUP0099,Hyderabad WH,844,163,04-08-2025,Available
INV00599,PRD01156,SUP0205,Chennai WH,43,118,01-06-2025,available
INV00600,PRD01837,SUP0183,Hyderabad WH,283,167,14-02-2025,Available
INV00601,PRD01264,SUP0197,Bengaluru WH,532,84,02-07-2025,Out of Stock
INV00602,PRD01753,SUP0195,Bengaluru WH,676,191,17-08-2025,Available
INV00603,PRD00336,SUP0110,Mumbai WH,197,101,25-07-2025,Out of Stock
INV00604,PRD00951,SUP0082,Hyderabad WH,814,168,28-07-2025,Out of Stock
INV00605,PRD00614,SUP0266,Hyderabad WH,843,191,14-09-2025,Out of Stock
INV00606,PRD00693,SUP0348,Mumbai WH,240,191,07-05-2025,available
INV00607,PRD01749,SUP0360,Bengaluru WH,9,123,21-07-2025,Available
INV00608,PRD01699,SUP0382,Bengaluru WH,60,20,01-12-2025,Available
INV00609,PRD01067,SUP0154,Bengaluru WH,452,64,06-01-2025,Low Stock
INV00610,PRD01266,SUP0281,Hyderabad WH,817,191,24-07-2025,Available
INV00611,PRD01481,SUP0036,Bengaluru WH,101,123,12-09-2025,available
INV00612,PRD01597,SUP0364,Bengaluru WH,543,21,09-11-2025,available
INV00613,PRD01972,SUP0456,Bengaluru WH,232,124,06-03-2025,available
INV00614,PRD01974,SUP0106,Chennai WH,703,107,26-10-2025,Out of Stock
INV00615,PRD00522,SUP0155,Bengaluru WH,787,128,13-04-2025,Out of Stock
INV00616,PRD01094,SUP0414,Bengaluru WH,721,22,08-06-2025,available
INV00617,PRD01370,SUP0070,Chennai WH,49,151,08-11-2025,Out of Stock
INV00618,PRD01764,SUP0238,Chennai WH,229,123,27-10-2025,Available
INV00619,PRD00650,SUP0036,Bengaluru WH,473,120,07-03-2025,available
INV00620,PRD00894,SUP0349,Mumbai WH,111,82,17-12-2025,Available
INV00621,PRD00252,SUP0306,Hyderabad WH,278,145,13-10-2025,Available
INV00622,PRD01848,SUP0459,Hyderabad WH,865,128,03-03-2025,Out of Stock
INV00623,PRD01159,SUP0066,Delhi WH,596,79,25-12-2025,Out of Stock
INV00624,PRD00655,SUP0220,Bengaluru WH,9,149,06-09-2025,available
INV00625,PRD01274,SUP0015,Bengaluru WH,992,132,02-05-2025,available
INV00626,PRD01660,SUP0043,Mumbai WH,406,169,26-03-2025,Out of Stock
INV00627,PRD00495,SUP0210,Mumbai WH,759,65,03-03-2025,available
INV00628,PRD00425,SUP0173,Bengaluru WH,253,82,20-11-2025,Available
INV00629,PRD00442,SUP0216,Delhi WH,429,86,11-05-2025,Low Stock
INV00630,PRD01320,SUP0121,Hyderabad WH,287,81,17-02-2025,Available
INV00631,PRD00567,SUP0283,Hyderabad WH,999,62,26-05-2025,available
INV00632,PRD01287,SUP0136,Chennai WH,597,55,15-12-2025,Low Stock
INV00633,PRD00661,SUP0122,Hyderabad WH,236,143,08-07-2025,Out of Stock
INV00634,PRD00420,SUP0364,Mumbai WH,650,125,01-04-2025,available
INV00635,PRD01215,SUP0349,Mumbai WH,507,171,19-05-2025,Available
INV00636,PRD00345,SUP0039,Delhi WH,461,21,28-12-2025,Out of Stock
INV00637,PRD00825,SUP0153,Bengaluru WH,314,172,14-01-2025,Available
INV00638,PRD00130,SUP0216,Delhi WH,418,61,09-03-2025,Available
INV00639,PRD00473,SUP0291,Delhi WH,680,70,23-01-2025,Out of Stock
INV00640,PRD00818,SUP0283,Bengaluru WH,797,86,19-11-2025,Available
INV00641,PRD00482,SUP0029,Mumbai WH,451,58,13-09-2025,Out of Stock
INV00642,PRD00750,SUP0213,Chennai WH,27,85,15-10-2025,Available
INV00643,PRD00815,SUP0038,Delhi WH,51,149,27-09-2025,Available
INV00644,PRD00989,SUP0026,Hyderabad WH,340,199,06-07-2025,Available
INV00645,PRD01170,SUP0172,Hyderabad WH,557,42,02-05-2025,Available
INV00646,PRD01082,SUP0073,Delhi WH,782,85,07-03-2025,available
INV00647,PRD01101,SUP0067,Hyderabad WH,267,66,06-08-2025,Available
INV00648,PRD00466,SUP0108,Chennai WH,657,135,04-11-2025,available
INV00649,PRD00397,SUP0173,Delhi WH,79,95,12-03-2025,Out of Stock
INV00650,PRD00012,SUP0350,Mumbai WH,346,58,09-01-2025,Available
INV00651,PRD00921,SUP0166,Mumbai WH,244,169,27-11-2025,available
INV00652,PRD00465,SUP0298,Bengaluru WH,225,42,06-10-2025,available
INV00653,PRD01675,SUP0366,Delhi WH,131,45,28-11-2025,Out of Stock
INV00654,PRD01845,SUP0287,Mumbai WH,720,172,13-03-2025,available
INV00655,PRD00024,SUP0364,Chennai WH,99,112,21-10-2025,Available
INV00656,PRD00741,SUP0347,Hyderabad WH,609,117,16-02-2025,Out of Stock
INV00657,PRD01731,SUP0484,Delhi WH,297,55,15-02-2025,Low Stock
INV00658,PRD01153,SUP0257,Delhi WH,524,144,22-10-2025,Available
INV00659,PRD01948,SUP0310,Delhi WH,121,108,15-07-2025,available
INV00660,PRD00799,SUP0086,Mumbai WH,608,91,26-08-2025,Low Stock
INV00661,PRD00338,SUP0151,Mumbai WH,526,72,20-04-2025,Available
INV00662,PRD01979,SUP0420,Bengaluru WH,11,24,08-05-2025,available
INV00663,PRD01274,SUP0468,Chennai WH,419,104,21-11-2025,Available
INV00664,PRD01443,SUP0102,Mumbai WH,70,194,04-05-2025,Out of Stock
INV00665,PRD00713,SUP0312,Chennai WH,775,82,05-05-2025,available
INV00666,PRD00192,SUP0308,Hyderabad WH,503,118,24-12-2025,Available
INV00667,PRD01663,SUP0180,Chennai WH,423,182,12-03-2025,available
INV00668,PRD00698,SUP0346,Mumbai WH,298,86,05-09-2025,available
INV00669,PRD01216,SUP0352,Mumbai WH,237,196,05-06-2025,Available
INV00670,PRD00410,SUP0012,Hyderabad WH,205,125,08-02-2025,Low Stock
INV00671,PRD01986,SUP0474,Bengaluru WH,462,156,24-08-2025,Low Stock
INV00672,PRD01597,SUP0345,Chennai WH,929,173,01-11-2025,Available
INV00673,PRD00490,SUP0439,Delhi WH,828,136,19-12-2025,Out of Stock
INV00674,PRD00845,SUP0345,Hyderabad WH,376,74,08-02-2025,Available
INV00675,PRD00782,SUP0250,Mumbai WH,332,142,15-02-2025,Out of Stock
INV00676,PRD00741,SUP0169,Bengaluru WH,708,49,07-07-2025,Low Stock
INV00677,PRD01063,SUP0297,Hyderabad WH,509,40,03-05-2025,Available
INV00678,PRD00539,SUP0063,Mumbai WH,749,34,12-01-2025,Low Stock
INV00679,PRD01112,SUP0015,Mumbai WH,765,121,10-01-2025,Available
INV00680,PRD00806,SUP0160,Mumbai WH,933,53,27-05-2025,Low Stock
INV00681,PRD01820,SUP0430,Bengaluru WH,177,31,17-11-2025,available
INV00682,PRD01627,SUP0061,Chennai WH,552,196,07-01-2025,available
INV00683,PRD01401,SUP0064,Bengaluru WH,410,137,13-05-2025,Out of Stock
INV00684,PRD01046,SUP0027,Mumbai WH,378,191,21-04-2025,Low Stock
INV00685,PRD01184,SUP0396,Bengaluru WH,43,140,25-10-2025,Low Stock
INV00686,PRD01268,SUP0177,Hyderabad WH,865,94,07-09-2025,Available
INV00687,PRD01076,SUP0124,Mumbai WH,205,49,17-07-2025,Low Stock
INV00688,PRD01310,SUP0149,Hyderabad WH,82,24,02-04-2025,available
