order_id,project_id,customer_id,order_date,order_status,payment_status,total_amount
ORD02166,PROJ00281,CUS002410,2025-05-11,confirmed,Paid,111419
ORD02167,PROJ02446,CUS001938,2024-05-04,Cancelled,Partial,462495
ORD02168,PROJ01594,CUS003574,2025-01-04,Shipped,Partial,345887
ORD02169,PROJ04388,CUS000406,2025-02-02,Confirmed,Paid,287614
ORD02170,PROJ04852,CUS002158,2025-01-17,Shipped,Pending,180160
ORD02171,PROJ01363,CUS003719,2025-05-01,Cancelled,Paid,373158
ORD02172,PROJ03350,CUS001769,2025-04-04,Delivered,Pending,427788
ORD02173,PROJ00519,CUS003941,2025-08-30,Delivered,Partial,311998
ORD02174,PROJ00194,CUS004689,2024-12-03,Cancelled,paid,184440
ORD02175,PROJ03706,CUS003074,2024-07-14,Cancelled,Pending,454546
ORD02176,PROJ02922,CUS001098,2025-06-21,Shipped,Paid,367927
ORD02177,PROJ04325,CUS003567,2025-08-12,Delivered,Partial,493460
ORD02178,PROJ02287,CUS001867,2024-12-12,Shipped,Pending,254415
ORD02179,PROJ02432,CUS000427,2024-03-27,Confirmed,Paid,29862
ORD02180,PROJ00510,CUS002229,2025-02-04,Confirmed,Partial,270485
ORD02181,PROJ01920,CUS000648,2024-10-05,Cancelled,paid,355947
ORD02182,PROJ02955,CUS002322,2025-10-07,Confirmed,paid,34375
ORD02183,PROJ04464,CUS001432,2025-05-12,Confirmed,Paid,302352
ORD02184,PROJ01822,CUS004902,2024-12-18,Cancelled,Paid,37269
ORD02185,PROJ04863,CUS002639,2024-04-02,Shipped,Partial,352329
ORD02186,PROJ02259,CUS000432,2025-02-02,Shipped,Partial,89317
ORD02187,PROJ00932,CUS001851,2024-12-02,Cancelled,Pending,178973
ORD02188,PROJ02674,CUS004199,2024-12-06,Shipped,Partial,240293
ORD02189,PROJ01525,CUS000427,2024-07-27,Confirmed,Pending,457791
ORD02190,PROJ04249,CUS001709,2024-09-17,Shipped,Pending,143772
ORD02191,PROJ00156,CUS003003,2025-03-19,confirmed,Paid,467577
ORD02192,PROJ01146,CUS003409,2024-03-23,Delivered,paid,291597
ORD02193,PROJ01609,CUS004728,2025-08-09,Shipped,paid,21046
ORD02194,PROJ03605,CUS004005,2024-12-13,confirmed,Paid,368397
ORD02195,PROJ01733,CUS002520,2024-07-18,Cancelled,paid,467276
ORD02196,PROJ03478,CUS004725,2025-07-31,Delivered,Pending,281830
ORD02197,PROJ04337,CUS001074,2025-02-15,Confirmed,paid,270629
ORD02198,PROJ02153,CUS003070,2024-11-16,Confirmed,Paid,44326
ORD02199,PROJ01313,CUS004693,2025-02-08,confirmed,paid,391500
ORD02200,PROJ00492,CUS002496,2024-11-28,Shipped,Partial,353378
ORD02201,PROJ02442,CUS002166,2024-10-18,Confirmed,Pending,327850
ORD02202,PROJ04911,CUS000966,2024-07-12,confirmed,Pending,122947
ORD02203,PROJ02377,CUS001915,2024-08-19,confirmed,paid,288190
ORD02204,PROJ02115,CUS004418,2024-09-14,Shipped,paid,465686
ORD02205,PROJ00278,CUS000563,2025-03-12,Delivered,Paid,476366
ORD02206,PROJ02433,CUS001047,2025-01-08,Confirmed,Pending,180347
ORD02207,PROJ03175,CUS001959,2025-05-17,confirmed,paid,234365
ORD02208,PROJ00827,CUS000950,2024-06-24,Confirmed,Pending,93724
ORD02209,PROJ03197,CUS000700,2024-05-01,Shipped,Partial,145116
ORD02210,PROJ04059,CUS000518,2024-09-15,Cancelled,Pending,392620
ORD02211,PROJ01582,CUS001504,2025-04-05,confirmed,paid,244938
ORD02212,PROJ04121,CUS003715,2025-04-05,Delivered,Partial,498010
ORD02213,PROJ01538,CUS001672,2025-09-25,Shipped,Paid,39996
ORD02214,PROJ01986,CUS003355,2025-03-05,Delivered,Paid,307922
ORD02215,PROJ00336,CUS000505,2025-04-21,confirmed,Partial,133446
ORD02216,PROJ03473,CUS003465,2025-03-08,confirmed,Pending,380142
ORD02217,PROJ01108,CUS001670,2024-04-11,Delivered,paid,24154
ORD02218,PROJ00875,CUS003030,2024-01-20,Cancelled,Paid,150480
ORD02219,PROJ00576,CUS000230,2025-02-23,Shipped,Partial,127315
ORD02220,PROJ01410,CUS004205,2025-03-12,Delivered,Partial,333470
ORD02221,PROJ01646,CUS003502,2025-01-10,Confirmed,Paid,291665
ORD02222,PROJ04348,CUS000346,2024-08-30,Shipped,Paid,498702
ORD02223,PROJ04352,CUS001645,2024-09-11,Confirmed,paid,296921
ORD02224,PROJ04900,CUS003512,2025-04-22,Shipped,Pending,240389
ORD02225,PROJ02257,CUS003235,2025-04-22,Cancelled,Paid,184720
ORD02226,PROJ02276,CUS001198,2024-06-14,Shipped,Pending,498433
ORD02227,PROJ04562,CUS004384,2024-09-12,Cancelled,Pending,54109
ORD02228,PROJ03787,CUS002378,2025-03-25,Confirmed,Partial,147002
ORD02229,PROJ01326,CUS004115,2024-06-05,confirmed,Paid,427966
ORD02230,PROJ03272,CUS001258,2024-08-06,Shipped,Partial,212141
ORD02231,PROJ00600,CUS001017,2024-11-24,Delivered,Paid,490178
ORD02232,PROJ00792,CUS000237,2024-12-19,Confirmed,Partial,109573
ORD02233,PROJ04061,CUS000575,2024-10-18,confirmed,Pending,247138
ORD02234,PROJ02338,CUS000272,2025-05-15,confirmed,paid,467548
ORD02235,PROJ03142,CUS002915,2024-10-13,Delivered,paid,335838
ORD02236,PROJ02564,CUS003979,2025-08-02,Confirmed,paid,365220
ORD02237,PROJ03472,CUS000109,2024-07-30,Delivered,paid,52090
ORD02238,PROJ03215,CUS002895,2024-08-31,Shipped,Pending,164897
ORD02239,PROJ01438,CUS002724,2024-08-01,Cancelled,Paid,339682
ORD02240,PROJ03627,CUS002282,2025-03-07,Shipped,paid,104879
ORD02241,PROJ03748,CUS003940,2024-12-22,Delivered,Pending,481397
ORD02242,PROJ00123,CUS002475,2024-07-03,Confirmed,Partial,400990
ORD02243,PROJ03356,CUS000882,2024-09-19,Shipped,paid,381221
ORD02244,PROJ02557,CUS002947,2025-04-11,Cancelled,Partial,416422
ORD02245,PROJ02297,CUS000134,2024-11-01,Shipped,Partial,363082
ORD02246,PROJ04236,CUS000869,2024-08-31,Confirmed,paid,23107
ORD02247,PROJ03000,CUS004548,2024-03-24,confirmed,Partial,29399
ORD02248,PROJ01194,CUS002385,2025-04-15,Shipped,paid,447258
ORD02249,PROJ03567,CUS004531,2025-05-17,Cancelled,Paid,332834
ORD02250,PROJ04148,CUS000561,2025-03-11,Confirmed,Partial,451261
ORD02251,PROJ01684,CUS001142,2024-03-26,Confirmed,Pending,219041
ORD02252,PROJ02762,CUS002307,2025-05-13,Cancelled,Partial,261027
ORD02253,PROJ04575,CUS000164,2025-05-06,confirmed,paid,17590
ORD02254,PROJ01113,CUS003213,2025-08-23,Confirmed,paid,278593
ORD02255,PROJ00916,CUS000600,2025-07-24,Shipped,Partial,430318
ORD02256,PROJ03467,CUS003290,2024-06-12,confirmed,Partial,85691
ORD02257,PROJ01191,CUS000539,2025-05-10,Confirmed,Partial,201870
ORD02258,PROJ04964,CUS000577,2024-12-13,Confirmed,Paid,429580
ORD02259,PROJ03837,CUS000526,2024-06-18,Confirmed,Paid,380312
ORD02260,PROJ04016,CUS004641,2025-04-19,Delivered,Partial,476165
ORD02261,PROJ00420,CUS002381,2024-01-22,Shipped,Partial,53578
ORD02262,PROJ03465,CUS001836,2024-09-06,Confirmed,Pending,239721
ORD02263,PROJ01974,CUS001233,2024-09-10,confirmed,Partial,105735
ORD02264,PROJ01644,CUS004126,2025-02-11,Confirmed,paid,62718
ORD02265,PROJ00628,CUS000863,2025-06-11,Delivered,Pending,157276
ORD02266,PROJ04351,CUS001461,2024-09-06,Confirmed,paid,379803
ORD02267,PROJ03103,CUS001573,2025-07-17,Cancelled,Paid,460998
ORD02268,PROJ00828,CUS002787,2025-02-25,Delivered,Paid,151619
ORD02269,PROJ03508,CUS002204,2024-09-04,Shipped,Paid,91410
ORD02270,PROJ03461,CUS000730,2025-06-13,Confirmed,Partial,145552
ORD02271,PROJ03564,CUS003716,2024-09-05,Confirmed,Partial,143229
ORD02272,PROJ03218,CUS000313,2025-08-15,Delivered,Pending,236738
ORD02273,PROJ00448,CUS003686,2025-02-18,Delivered,Paid,73384
ORD02274,PROJ00404,CUS000330,2024-07-02,Confirmed,paid,302632
ORD02275,PROJ01154,CUS003567,2024-11-12,Shipped,Pending,481800
ORD02276,PROJ01265,CUS002801,2025-05-07,confirmed,Paid,196175
ORD02277,PROJ03501,CUS002322,2024-11-11,Shipped,Partial,230185
ORD02278,PROJ03712,CUS000878,2024-09-06,Shipped,Partial,270817
ORD02279,PROJ00393,CUS004080,2024-12-09,Shipped,paid,166253
ORD02280,PROJ04589,CUS004930,2024-09-15,Delivered,Partial,73579
ORD02281,PROJ04392,CUS003183,2025-09-09,Shipped,Pending,282969
ORD02282,PROJ02952,CUS002370,2024-10-08,confirmed,paid,458452
ORD02283,PROJ00383,CUS004892,2025-08-28,Shipped,Paid,443289
ORD02284,PROJ02106,CUS001828,2024-10-30,Confirmed,Paid,94433
ORD02285,PROJ02966,CUS002448,2024-09-08,Delivered,Paid,88235
ORD02286,PROJ00804,CUS000136,2024-06-20,Delivered,paid,256021
ORD02287,PROJ02000,CUS002188,2025-04-10,Delivered,Partial,452694
ORD02288,PROJ03475,CUS001217,2024-07-23,confirmed,Partial,115404
ORD02289,PROJ00448,CUS002526,2024-11-30,Shipped,paid,497546
ORD02290,PROJ00276,CUS004785,2024-10-01,confirmed,paid,339852
ORD02291,PROJ03446,CUS000640,2025-06-22,Cancelled,Partial,12084
ORD02292,PROJ00371,CUS002620,2025-03-22,Shipped,Partial,328646
ORD02293,PROJ00209,CUS003733,2024-08-03,Confirmed,paid,252028
ORD02294,PROJ02500,CUS003161,2024-07-15,Cancelled,Paid,338195
ORD02295,PROJ03397,CUS002739,2025-07-30,Shipped,Partial,37321
ORD02296,PROJ04712,CUS004707,2024-11-22,Cancelled,paid,150487
ORD02297,PROJ02532,CUS003135,2024-11-14,Cancelled,Paid,239901
ORD02298,PROJ00503,CUS002366,2025-04-09,Confirmed,Pending,228446
ORD02299,PROJ02415,CUS000965,2024-10-21,Shipped,Pending,51720
ORD02300,PROJ04103,CUS002607,2025-03-19,Delivered,Paid,400906
ORD02301,PROJ01917,CUS003252,2025-01-28,confirmed,Paid,62129
ORD02302,PROJ03850,CUS002812,2025-06-04,Cancelled,Partial,123792
ORD02303,PROJ02072,CUS002912,2024-08-08,Shipped,Partial,295159
ORD02304,PROJ02585,CUS003045,2025-04-09,Confirmed,Partial,300049
ORD02305,PROJ01583,CUS001244,2025-05-21,Delivered,Paid,458368
ORD02306,PROJ00079,CUS000890,2025-06-16,Delivered,Partial,361139
ORD02307,PROJ01488,CUS004883,2024-12-30,confirmed,Partial,278118
ORD02308,PROJ04827,CUS003757,2024-05-29,confirmed,Pending,398411
ORD02309,PROJ04708,CUS001542,2024-12-18,Delivered,paid,112413
ORD02310,PROJ04032,CUS001191,2025-06-02,confirmed,Partial,64432
ORD02311,PROJ00415,CUS004970,2025-01-03,Shipped,Paid,423267
ORD02312,PROJ01064,CUS001959,2025-03-16,Cancelled,Paid,150661
ORD02313,PROJ01668,CUS002946,2025-04-13,Delivered,Paid,157341
ORD02314,PROJ00661,CUS000678,2025-01-11,confirmed,Paid,477337
ORD02315,PROJ00374,CUS004956,2024-07-20,Shipped,Partial,356579
ORD02316,PROJ04738,CUS004982,2024-08-10,Confirmed,paid,173374
ORD02317,PROJ00030,CUS003426,2024-02-06,confirmed,Pending,461867
ORD02318,PROJ01539,CUS000578,2024-07-01,Confirmed,Pending,378935
ORD02319,PROJ02422,CUS000431,2025-12-23,confirmed,Partial,486053
ORD02320,PROJ03929,CUS000087,2024-12-25,Shipped,Pending,496507
ORD02321,PROJ03642,CUS004580,2025-06-29,Shipped,Pending,355619
ORD02322,PROJ02599,CUS002232,2025-01-11,confirmed,Paid,309488
ORD02323,PROJ03738,CUS000185,2025-06-28,Cancelled,Pending,154180
ORD02324,PROJ01528,CUS004316,2024-07-31,Confirmed,Paid,463269
ORD02325,PROJ02758,CUS003822,2024-09-19,Delivered,Pending,449459
ORD02326,PROJ02089,CUS003595,2024-06-15,Shipped,paid,45134
ORD02327,PROJ04108,CUS001607,2024-10-16,Shipped,Pending,6733
ORD02328,PROJ01059,CUS002644,2025-04-23,Shipped,paid,155571
ORD02329,PROJ01283,CUS004744,2025-06-10,confirmed,Pending,414682
ORD02330,PROJ01280,CUS001658,2024-09-13,Shipped,Paid,499200
ORD02331,PROJ00283,CUS004178,2025-11-03,Cancelled,paid,133719
ORD02332,PROJ00823,CUS002721,2024-09-12,confirmed,paid,200050
ORD02333,PROJ02846,CUS003254,2025-05-29,confirmed,paid,360327
ORD02334,PROJ02466,CUS004030,2025-06-06,Shipped,Pending,499005
ORD02335,PROJ00593,CUS000387,2024-03-27,Delivered,paid,11931
ORD02336,PROJ02850,CUS002618,2024-10-28,Confirmed,Pending,426886
ORD02337,PROJ04651,CUS002180,2025-05-15,Confirmed,Pending,362861
ORD02338,PROJ00404,CUS001601,2024-08-01,Confirmed,paid,211495
ORD02339,PROJ03796,CUS002073,2025-02-21,Delivered,Pending,16417
ORD02340,PROJ02050,CUS002197,2024-12-25,Delivered,Paid,205789
ORD02341,PROJ01762,CUS003018,2025-02-05,Cancelled,Paid,252661
ORD02342,PROJ03938,CUS000827,2025-01-07,Confirmed,Paid,227398
ORD02343,PROJ01683,CUS003006,2025-07-10,Shipped,Paid,238274
ORD02344,PROJ02728,CUS003966,2024-11-08,Confirmed,Partial,466346
ORD02345,PROJ02004,CUS001539,2024-11-16,confirmed,paid,456449
ORD02346,PROJ03631,CUS003453,2024-02-22,Shipped,Partial,384830
ORD02347,PROJ03562,CUS004988,2025-01-31,Delivered,Partial,465116
ORD02348,PROJ04193,CUS001052,2024-05-28,Delivered,paid,250487
ORD02349,PROJ00472,CUS003306,2025-02-06,Delivered,paid,9506
ORD02350,PROJ04121,CUS000491,2025-02-07,confirmed,Paid,424605
ORD02351,PROJ00100,CUS002055,2024-11-04,confirmed,paid,443720
ORD02352,PROJ04430,CUS003128,2025-02-15,confirmed,Pending,86611
ORD02353,PROJ02391,CUS000605,2024-11-16,Shipped,paid,266572
ORD02354,PROJ04785,CUS004470,2024-07-16,Cancelled,Partial,226378
ORD02355,PROJ02926,CUS002945,2025-08-18,Delivered,Paid,239122
ORD02356,PROJ01706,CUS000786,2025-03-31,Cancelled,paid,200101
ORD02357,PROJ04966,CUS002992,2024-07-03,Shipped,paid,481950
ORD02358,PROJ02731,CUS003640,2025-07-04,Confirmed,Pending,492495
ORD02359,PROJ03080,CUS000125,2024-10-26,Shipped,Paid,235740
ORD02360,PROJ02813,CUS000930,2025-02-02,Shipped,Pending,54649
ORD02361,PROJ01456,CUS001814,2025-01-17,Confirmed,paid,83082
ORD02362,PROJ03963,CUS004594,2025-01-12,confirmed,Paid,375478
ORD02363,PROJ00357,CUS002587,2024-12-27,Confirmed,Paid,339316
ORD02364,PROJ02030,CUS000134,2025-02-10,Cancelled,Pending,113144
ORD02365,PROJ02679,CUS003017,2025-04-15,Confirmed,Partial,381489
ORD02366,PROJ00853,CUS002576,2025-03-18,Confirmed,Pending,135519
ORD02367,PROJ01062,CUS003828,2024-12-24,confirmed,Pending,350254
ORD02368,PROJ02004,CUS002440,2024-12-28,Shipped,Partial,189227
ORD02369,PROJ01270,CUS004038,2024-10-23,Cancelled,Pending,65990
ORD02370,PROJ04553,CUS003431,2025-02-19,Confirmed,paid,383594
ORD02371,PROJ00377,CUS001238,2024-09-15,Shipped,paid,89948
ORD02372,PROJ04187,CUS000676,2024-10-22,Cancelled,paid,404104
ORD02373,PROJ02473,CUS004676,2025-01-24,Delivered,Partial,211774
ORD02374,PROJ02723,CUS001375,2024-06-16,Confirmed,Partial,322491
ORD02375,PROJ01014,CUS003922,2024-11-26,confirmed,Pending,194731
ORD02376,PROJ03108,CUS004164,2025-01-11,confirmed,Paid,493955
ORD02377,PROJ03350,CUS003593,2025-04-18,confirmed,Pending,334682
ORD02378,PROJ04164,CUS000671,2024-04-24,Delivered,Pending,372434
ORD02379,PROJ03997,CUS004816,2024-09-16,Delivered,Pending,181120
ORD02380,PROJ03181,CUS004608,2025-05-19,Confirmed,Pending,492108
ORD02381,PROJ04577,CUS002229,2024-04-16,confirmed,Partial,374389
ORD02382,PROJ01269,CUS000272,2025-02-17,Delivered,Paid,170070
ORD02383,PROJ03954,CUS004854,2024-05-15,confirmed,Pending,141628
ORD02384,PROJ00682,CUS001871,2024-03-13,Confirmed,Paid,165989
ORD02385,PROJ03643,CUS004969,2024-09-21,confirmed,Paid,405593
ORD02386,PROJ03907,CUS001927,2025-08-10,Cancelled,Partial,194810
ORD02387,PROJ01318,CUS001474,2024-05-29,Shipped,Partial,282704
ORD02388,PROJ02799,CUS004139,2024-09-21,Shipped,Paid,244261
ORD02389,PROJ01446,CUS001490,2025-01-22,Cancelled,paid,208398
ORD02390,PROJ02906,CUS000276,2024-06-09,Confirmed,Paid,218762
ORD02391,PROJ01158,CUS003419,2024-01-25,Shipped,Partial,448253
ORD02392,PROJ02498,CUS001749,2024-10-02,Shipped,Pending,259241
ORD02393,PROJ03237,CUS002123,2024-05-31,confirmed,Partial,437211
ORD02394,PROJ02366,CUS001163,2024-12-28,Delivered,Pending,495132
ORD02395,PROJ02421,CUS003079,2025-09-17,Delivered,paid,206614
ORD02396,PROJ04138,CUS000433,2024-06-08,confirmed,Partial,119920
ORD02397,PROJ03537,CUS002274,2024-12-31,Delivered,Paid,236765
ORD02398,PROJ00135,CUS001020,2024-12-11,Confirmed,Paid,285358
ORD02399,PROJ03151,CUS001382,2025-01-30,Cancelled,paid,374107
ORD02400,PROJ01065,CUS003012,2024-11-27,Delivered,Paid,52490
ORD02401,PROJ02236,CUS003473,2024-12-29,Shipped,Paid,75063
ORD02402,PROJ02287,CUS002679,2025-01-12,Shipped,Partial,101410
ORD02403,PROJ00778,CUS001205,2025-02-01,Shipped,Pending,302691
ORD02404,PROJ03623,CUS001536,2024-01-24,Shipped,Paid,70583
ORD02405,PROJ00369,CUS002000,2024-11-21,Delivered,Partial,448511
ORD02406,PROJ04402,CUS001598,2024-10-22,Confirmed,paid,143203
ORD02407,PROJ01510,CUS003031,2025-07-27,Cancelled,Paid,356575
ORD02408,PROJ04115,CUS004250,2024-12-14,confirmed,Paid,177444
ORD02409,PROJ04550,CUS002312,2025-06-05,confirmed,Partial,237339
ORD02410,PROJ00210,CUS003039,2024-01-14,Delivered,Pending,298396
ORD02411,PROJ04741,CUS001122,2025-01-18,Cancelled,paid,8071
ORD02412,PROJ00865,CUS001732,2024-08-11,Shipped,paid,250059
ORD02413,PROJ02345,CUS003803,2025-03-05,Confirmed,Paid,153550
ORD02414,PROJ03506,CUS001965,2024-07-26,Confirmed,Paid,84848
ORD02415,PROJ01148,CUS004985,2024-08-17,confirmed,Pending,479529
ORD02416,PROJ01048,CUS001763,2025-01-02,Cancelled,Paid,247421
ORD02417,PROJ01898,CUS002665,2025-03-05,Cancelled,paid,352619
ORD02418,PROJ03537,CUS004427,2025-04-10,confirmed,paid,188074
ORD02419,PROJ02501,CUS001479,2025-06-19,Confirmed,Pending,386606
ORD02420,PROJ00062,CUS001048,2025-02-20,Cancelled,paid,206406
ORD02421,PROJ00901,CUS003637,2025-08-13,confirmed,Partial,151094
ORD02422,PROJ00498,CUS000339,2025-01-15,Cancelled,Paid,347659
ORD02423,PROJ00142,CUS004972,2025-06-22,Confirmed,Paid,229932
ORD02424,PROJ00875,CUS000209,2024-01-18,Shipped,paid,216354
ORD02425,PROJ03783,CUS002122,2024-11-14,Cancelled,Paid,8976
ORD02426,PROJ00593,CUS000701,2024-05-24,Delivered,Pending,290014
ORD02427,PROJ01820,CUS001438,2025-06-16,Confirmed,Partial,344076
ORD02428,PROJ03103,CUS004526,2025-05-29,confirmed,paid,473166
ORD02429,PROJ01196,CUS001474,2024-05-09,confirmed,Pending,455738
ORD02430,PROJ02614,CUS003474,2024-12-26,confirmed,Paid,196134
ORD02431,PROJ04444,CUS003771,2024-07-03,confirmed,paid,350312
ORD02432,PROJ01961,CUS004835,2025-03-29,Delivered,Paid,14840
ORD02433,PROJ03353,CUS003915,2025-01-09,Confirmed,Paid,125466
ORD02434,PROJ04523,CUS001034,2024-10-20,confirmed,Paid,262145
ORD02435,PROJ04606,CUS002868,2024-04-22,confirmed,Pending,58439
ORD02436,PROJ00123,CUS002410,2024-08-01,Confirmed,Partial,118676
ORD02437,PROJ02516,CUS002908,2024-11-09,Cancelled,Partial,91788
ORD02438,PROJ04777,CUS002863,2025-02-04,Cancelled,paid,479049
ORD02439,PROJ00509,CUS000386,2024-11-12,Delivered,paid,149408
ORD02440,PROJ01232,CUS003416,2024-06-13,Confirmed,Partial,30997
ORD02441,PROJ02885,CUS003848,2025-03-23,confirmed,Paid,461340
ORD02442,PROJ02010,CUS003794,2025-03-09,confirmed,Paid,218925
ORD02443,PROJ01923,CUS000562,2025-11-19,Delivered,Paid,473688
ORD02444,PROJ04644,CUS001307,2025-03-10,Delivered,Paid,247355
ORD02445,PROJ00867,CUS000504,2024-12-31,Delivered,Paid,131413
ORD02446,PROJ04336,CUS000550,2024-05-05,Cancelled,paid,194016
ORD02447,PROJ02445,CUS000242,2024-08-11,Delivered,Pending,407420
ORD02448,PROJ01313,CUS003453,2025-02-07,Cancelled,Paid,496989
ORD02449,PROJ02859,CUS000882,2024-12-25,Confirmed,Partial,53616
ORD02450,PROJ03181,CUS003029,2024-06-17,Confirmed,Partial,5635
ORD02451,PROJ00612,CUS000494,2025-03-15,Confirmed,paid,406671
ORD02452,PROJ01150,CUS000804,2024-07-17,confirmed,Partial,92937
ORD02453,PROJ04062,CUS001454,2024-11-14,confirmed,Pending,201857
ORD02454,PROJ02729,CUS001832,2024-07-15,Cancelled,Paid,353385
ORD02455,PROJ01547,CUS004269,2025-06-04,Cancelled,Partial,394681
ORD02456,PROJ00187,CUS004727,2025-01-17,Confirmed,Pending,438395
ORD02457,PROJ03682,CUS001052,2024-12-13,Delivered,Partial,171726
ORD02458,PROJ00498,CUS001151,2025-01-29,Shipped,Paid,23929
ORD02459,PROJ01182,CUS003960,2025-05-27,Cancelled,Paid,472566
ORD02460,PROJ04477,CUS000874,2024-12-22,Cancelled,Paid,282811
ORD02461,PROJ01770,CUS002141,2024-07-13,Shipped,Paid,429475
ORD02462,PROJ01308,CUS002339,2024-11-19,Cancelled,Partial,200143
ORD02463,PROJ03006,CUS003737,2025-11-07,Delivered,Paid,490570
ORD02464,PROJ01606,CUS003013,2024-08-12,Delivered,Pending,353789
ORD02465,PROJ02653,CUS004746,2024-08-07,Confirmed,paid,292729
ORD02466,PROJ04833,CUS004831,2024-05-19,Confirmed,Paid,316000
ORD02467,PROJ04901,CUS003564,2024-08-18,Shipped,Pending,437541
ORD02468,PROJ03672,CUS000990,2025-06-24,confirmed,Pending,256520
ORD02469,PROJ01189,CUS003018,2024-12-26,Delivered,Partial,52352
ORD02470,PROJ04918,CUS004622,2024-12-27,confirmed,paid,486277
ORD02471,PROJ01145,CUS003075,2025-02-04,Shipped,Pending,421122
ORD02472,PROJ03375,CUS004383,2024-10-15,confirmed,paid,35399
ORD02473,PROJ02925,CUS003804,2024-02-17,Delivered,paid,208090
ORD02474,PROJ01217,CUS001184,2024-11-23,Confirmed,Pending,294810
ORD02475,PROJ03315,CUS000386,2025-01-12,Cancelled,Pending,332537
ORD02476,PROJ03391,CUS000419,2025-01-30,Confirmed,paid,358376
ORD02477,PROJ02851,CUS004397,2025-07-17,Cancelled,paid,458623
ORD02478,PROJ03370,CUS004348,2024-09-13,Delivered,Pending,63619
ORD02479,PROJ00882,CUS004078,2025-04-02,Confirmed,Pending,405477
ORD02480,PROJ04050,CUS004543,2024-05-14,Cancelled,Partial,75415
ORD02481,PROJ03427,CUS003127,2025-04-01,Cancelled,Paid,131363
ORD02482,PROJ01461,CUS003886,2024-07-20,Cancelled,Partial,476181
ORD02483,PROJ00598,CUS003923,2024-06-20,confirmed,Paid,237489
ORD02484,PROJ00764,CUS003214,2025-05-23,Cancelled,Pending,373921
ORD02485,PROJ01268,CUS000508,2025-03-10,confirmed,Pending,436911
ORD02486,PROJ00541,CUS000847,2024-11-23,confirmed,Pending,170014
ORD02487,PROJ01513,CUS003338,2025-10-11,confirmed,paid,256308
ORD02488,PROJ04635,CUS002621,2025-03-29,Cancelled,Paid,123677
ORD02489,PROJ03468,CUS000545,2024-03-21,Shipped,paid,218986
ORD02490,PROJ04928,CUS004167,2025-06-26,Cancelled,paid,41197
ORD02491,PROJ01543,CUS002533,2025-02-08,Shipped,Pending,248064
ORD02492,PROJ03775,CUS002972,2025-05-12,Delivered,Pending,454261
ORD02493,PROJ03594,CUS002527,2024-08-23,Delivered,Paid,121269
ORD02494,PROJ01985,CUS002268,2025-01-05,Confirmed,Partial,109301
ORD02495,PROJ02764,CUS000235,2024-12-01,Delivered,Pending,187531
ORD02496,PROJ02922,CUS002720,2024-07-20,Delivered,Paid,398451
ORD02497,PROJ03414,CUS004560,2025-02-19,confirmed,Paid,303381
ORD02498,PROJ01068,CUS001183,2025-05-19,Delivered,paid,358729
ORD02499,PROJ02818,CUS003765,2024-12-18,Cancelled,Paid,268295
ORD02500,PROJ04231,CUS001122,2025-10-28,Confirmed,Pending,101531
ORD02501,PROJ03938,CUS000698,2024-10-17,Cancelled,Paid,222155
ORD02502,PROJ01126,CUS003903,2024-01-28,Confirmed,Paid,385812
ORD02503,PROJ03325,CUS001399,2024-12-21,Delivered,paid,292064
ORD02504,PROJ04340,CUS001687,2024-09-05,confirmed,Pending,182240
ORD02505,PROJ03422,CUS001210,2025-05-05,Shipped,Paid,361500
ORD02506,PROJ02121,CUS000909,2025-07-17,confirmed,paid,60129
ORD02507,PROJ01822,CUS001043,2024-12-22,Delivered,Partial,78942
ORD02508,PROJ02481,CUS001202,2024-08-03,Shipped,Pending,66483
ORD02509,PROJ04823,CUS002616,2025-07-04,Shipped,Paid,305905
ORD02510,PROJ00399,CUS004301,2024-12-23,confirmed,Paid,246527
ORD02511,PROJ04305,CUS000302,2024-05-19,confirmed,Pending,372315
ORD02512,PROJ00333,CUS004899,2024-07-06,Delivered,Pending,39446
ORD02513,PROJ04950,CUS002941,2024-01-16,Cancelled,Partial,62175
ORD02514,PROJ00397,CUS003365,2025-03-30,Shipped,Pending,333371
ORD02515,PROJ01269,CUS003645,2025-06-28,Delivered,Partial,341226
ORD02516,PROJ03423,CUS004098,2025-01-17,Confirmed,Pending,419071
ORD02517,PROJ01710,CUS002756,2025-03-28,confirmed,paid,179570
ORD02518,PROJ04367,CUS002702,2024-09-16,Delivered,Paid,434050
ORD02519,PROJ00425,CUS000005,2025-02-13,Delivered,Partial,336359
ORD02520,PROJ00130,CUS003547,2025-02-08,Confirmed,Pending,143664
ORD02521,PROJ00897,CUS000139,2025-11-18,confirmed,paid,278308
ORD02522,PROJ00769,CUS001662,2025-07-31,Confirmed,Paid,134912
ORD02523,PROJ00364,CUS004183,2025-01-17,Delivered,Partial,106397
ORD02524,PROJ01427,CUS000415,2025-08-12,Confirmed,Pending,492205
ORD02525,PROJ04313,CUS002694,2024-05-23,Delivered,Paid,317735
ORD02526,PROJ04495,CUS000504,2024-08-07,Confirmed,paid,119298
ORD02527,PROJ04182,CUS001396,2024-11-23,Cancelled,Paid,37106
ORD02528,PROJ02571,CUS001847,2025-05-18,Delivered,Pending,387795
ORD02529,PROJ00855,CUS002748,2025-02-12,Shipped,Paid,431516
ORD02530,PROJ03628,CUS001314,2025-08-18,confirmed,paid,268719
ORD02531,PROJ01781,CUS000587,2024-12-03,Cancelled,Partial,204298
