payment_id,order_id,payment_date,payment_method,amount_paid,payment_status
PAY01926,ORD03004,27-04-2025,Cash,180763,paid
PAY01927,ORD03424,07-12-2025,Cash,454799,paid
PAY01928,ORD04634,28-10-2025,Cash,160759,Paid
PAY01929,ORD05859,19-11-2025,Debit Card,20478,Paid
PAY01930,ORD08959,18-09-2025,Debit Card,243785,Pending
PAY01931,ORD08129,09-03-2025,Debit Card,152989,Paid
PAY01932,ORD07282,14-05-2025,Bank Transfer,162804,Paid
PAY01933,ORD02618,13-01-2025,Cash,49196,paid
PAY01934,ORD03023,19-08-2025,UPI,48231,paid
PAY01935,ORD03335,01-09-2025,Cash,115575,paid
PAY01936,ORD00076,14-10-2025,Debit Card,56833,Paid
PAY01937,ORD02079,03-09-2025,UPI,216894,Paid
PAY01938,ORD02062,26-11-2025,UPI,381231,Pending
PAY01939,ORD07864,15-09-2025,Bank Transfer,125385,Pending
PAY01940,ORD09473,28-09-2025,UPI,279771,Partial
PAY01941,ORD09500,06-06-2025,Bank Transfer,70368,paid
PAY01942,ORD09155,15-12-2025,Credit Card,218365,Partial
PAY01943,ORD08118,07-01-2025,Cash,450727,Partial
PAY01944,ORD04642,13-01-2025,Bank Transfer,104129,Pending
PAY01945,ORD05363,09-02-2025,Credit Card,112620,Partial
PAY01946,ORD09508,08-03-2025,Debit Card,460738,Partial
PAY01947,ORD09601,24-08-2025,Credit Card,103886,paid
PAY01948,ORD08846,01-03-2025,Cash,436814,Pending
PAY01949,ORD00884,01-08-2025,Bank Transfer,11456,Pending
PAY01950,ORD00827,24-12-2025,Bank Transfer,136782,Paid
PAY01951,ORD03675,15-02-2025,Credit Card,39511,Partial
PAY01952,ORD06905,18-01-2025,Bank Transfer,330705,Pending
PAY01953,ORD06300,05-12-2025,Debit Card,91230,paid
PAY01954,ORD04721,10-05-2025,Cash,5851,Pending
PAY01955,ORD09875,20-06-2025,Credit Card,457751,Partial
PAY01956,ORD08540,11-02-2025,UPI,374437,paid
PAY01957,ORD07561,16-02-2025,Bank Transfer,45890,Partial
PAY01958,ORD02325,23-03-2025,UPI,449702,Pending
PAY01959,ORD04934,13-12-2025,Credit Card,5113,Partial
PAY01960,ORD00571,04-12-2025,Bank Transfer,340182,Paid
PAY01961,ORD03974,28-08-2025,Credit Card,254991,paid
PAY01962,ORD01763,08-09-2025,UPI,318150,Pending
PAY01963,ORD02704,24-07-2025,UPI,384416,Pending
PAY01964,ORD00326,05-02-2025,Credit Card,146591,paid
PAY01965,ORD02667,23-02-2025,Cash,212668,Paid
PAY01966,ORD03498,22-03-2025,Bank Transfer,102580,paid
PAY01967,ORD02233,01-07-2025,Credit Card,484517,Paid
PAY01968,ORD09475,16-04-2025,Bank Transfer,14570,Pending
PAY01969,ORD08271,15-06-2025,Credit Card,141306,Pending
PAY01970,ORD02419,18-03-2025,Cash,120188,Partial
PAY01971,ORD05957,11-06-2025,Debit Card,381525,Paid
PAY01972,ORD05536,24-01-2025,Bank Transfer,308319,Paid
PAY01973,ORD02102,01-11-2025,Bank Transfer,266810,paid
PAY01974,ORD08559,09-09-2025,UPI,18088,Paid
PAY01975,ORD02920,18-03-2025,Bank Transfer,117636,Pending
PAY01976,ORD00130,22-11-2025,UPI,289326,Partial
PAY01977,ORD06492,05-05-2025,UPI,54976,Paid
PAY01978,ORD09690,23-01-2025,UPI,172089,Partial
PAY01979,ORD08431,25-07-2025,Bank Transfer,230380,Pending
PAY01980,ORD07497,21-06-2025,Cash,38182,Partial
PAY01981,ORD04927,06-05-2025,Bank Transfer,169861,Pending
PAY01982,ORD01519,18-12-2025,Cash,21644,Paid
PAY01983,ORD06626,06-07-2025,Bank Transfer,165297,Partial
PAY01984,ORD03840,24-02-2025,Bank Transfer,323774,Pending
PAY01985,ORD01282,24-04-2025,Bank Transfer,164047,Paid
PAY01986,ORD00807,08-05-2025,Debit Card,350134,Paid
PAY01987,ORD05817,24-10-2025,UPI,329623,paid
PAY01988,ORD04748,13-05-2025,UPI,294556,Pending
PAY01989,ORD03709,21-02-2025,Credit Card,331110,Pending
PAY01990,ORD09567,12-12-2025,UPI,231791,paid
PAY01991,ORD00422,24-09-2025,Credit Card,85152,Pending
PAY01992,ORD05678,16-04-2025,Debit Card,292891,paid
PAY01993,ORD07862,21-05-2025,Bank Transfer,233766,paid
PAY01994,ORD09926,02-04-2025,Bank Transfer,121237,Partial
PAY01995,ORD07348,02-09-2025,UPI,80788,Paid
PAY01996,ORD01383,08-11-2025,Bank Transfer,202339,Pending
PAY01997,ORD09215,04-02-2025,UPI,113332,Partial
PAY01998,ORD06500,25-03-2025,Cash,144686,Pending
PAY01999,ORD00350,06-04-2025,UPI,300302,Pending
PAY02000,ORD05308,06-10-2025,Debit Card,377878,Partial
PAY02001,ORD05388,22-09-2025,Bank Transfer,381981,Partial
PAY02002,ORD09339,08-09-2025,Debit Card,384878,Partial
PAY02003,ORD01542,06-07-2025,Bank Transfer,437142,Paid
PAY02004,ORD09334,15-11-2025,Bank Transfer,427348,Pending
PAY02005,ORD07596,16-01-2025,Credit Card,240118,Partial
PAY02006,ORD01478,21-12-2025,Bank Transfer,397233,Pending
PAY02007,ORD06094,26-12-2025,Debit Card,9492,paid
PAY02008,ORD05765,01-07-2025,Cash,253030,Pending
PAY02009,ORD03228,12-09-2025,Bank Transfer,14225,paid
PAY02010,ORD09122,13-03-2025,Bank Transfer,291420,Partial
PAY02011,ORD02695,14-03-2025,Debit Card,430068,Pending
PAY02012,ORD00589,25-01-2025,Credit Card,361428,paid
PAY02013,ORD04668,18-07-2025,Credit Card,53464,Paid
PAY02014,ORD05231,19-12-2025,Credit Card,343504,Paid
PAY02015,ORD03107,13-12-2025,Cash,72203,Paid
PAY02016,ORD02039,17-02-2025,UPI,85757,Partial
PAY02017,ORD05662,23-02-2025,UPI,255394,Paid
PAY02018,ORD01276,04-07-2025,Credit Card,335788,Paid
PAY02019,ORD08390,01-08-2025,Cash,479667,Partial
PAY02020,ORD00452,18-03-2025,Cash,320645,Pending
PAY02021,ORD06731,21-12-2025,Bank Transfer,202633,paid
PAY02022,ORD09374,01-02-2025,Bank Transfer,396427,Paid
PAY02023,ORD09511,22-02-2025,UPI,106497,Partial
PAY02024,ORD06603,21-09-2025,UPI,396707,Paid
PAY02025,ORD02903,03-02-2025,UPI,439363,Paid
PAY02026,ORD06954,26-05-2025,Debit Card,497892,Pending
PAY02027,ORD00260,07-06-2025,Bank Transfer,444425,Pending
PAY02028,ORD08643,20-05-2025,Credit Card,260961,paid
PAY02029,ORD01415,20-04-2025,Credit Card,229547,Partial
PAY02030,ORD05316,21-05-2025,UPI,490992,Pending
PAY02031,ORD02736,08-11-2025,Bank Transfer,495826,Pending
PAY02032,ORD05283,01-01-2025,UPI,25397,paid
PAY02033,ORD00480,10-11-2025,Credit Card,106609,Partial
PAY02034,ORD05260,09-04-2025,Debit Card,199551,paid
PAY02035,ORD07264,17-10-2025,Debit Card,74188,paid
PAY02036,ORD09434,27-07-2025,Bank Transfer,225256,Paid
PAY02037,ORD05192,27-06-2025,Credit Card,203417,Paid
PAY02038,ORD03125,12-08-2025,Debit Card,17577,Partial
PAY02039,ORD05318,02-02-2025,Bank Transfer,468261,Pending
PAY02040,ORD05637,23-11-2025,UPI,282207,Paid
PAY02041,ORD01715,17-08-2025,Credit Card,462761,Partial
PAY02042,ORD04535,17-07-2025,Cash,396864,Pending
PAY02043,ORD09639,15-06-2025,Cash,310092,Partial
PAY02044,ORD01649,18-07-2025,UPI,94182,paid
PAY02045,ORD07103,15-10-2025,Bank Transfer,428801,Pending
PAY02046,ORD09200,14-06-2025,Credit Card,293865,paid
PAY02047,ORD04620,19-07-2025,Bank Transfer,266679,Paid
PAY02048,ORD07240,07-02-2025,Debit Card,333809,Partial
PAY02049,ORD05184,02-05-2025,Cash,265699,Pending
PAY02050,ORD03045,02-06-2025,Credit Card,21654,Pending
PAY02051,ORD01385,28-06-2025,Debit Card,432193,Pending
PAY02052,ORD09082,08-06-2025,UPI,182401,Pending
PAY02053,ORD05335,19-08-2025,Credit Card,76785,Partial
PAY02054,ORD03041,20-11-2025,UPI,426140,paid
PAY02055,ORD05947,07-04-2025,Bank Transfer,245988,Partial
PAY02056,ORD01914,06-01-2025,Debit Card,162538,Paid
PAY02057,ORD04266,09-11-2025,Bank Transfer,38559,Paid
PAY02058,ORD04989,13-10-2025,Cash,371274,Pending
PAY02059,ORD07072,23-12-2025,Debit Card,161778,paid
PAY02060,ORD04975,02-10-2025,UPI,347795,Partial
PAY02061,ORD02773,10-03-2025,Bank Transfer,79819,Paid
PAY02062,ORD04003,01-02-2025,Cash,150087,Pending
PAY02063,ORD07620,04-02-2025,Cash,263300,Paid
PAY02064,ORD07481,11-07-2025,Debit Card,372642,Pending
PAY02065,ORD01174,15-01-2025,Debit Card,163525,Paid
PAY02066,ORD03598,04-09-2025,Cash,320805,paid
PAY02067,ORD09243,07-06-2025,Cash,493636,Partial
PAY02068,ORD05206,13-09-2025,Credit Card,325512,Pending
PAY02069,ORD00079,06-11-2025,UPI,132012,paid
PAY02070,ORD06061,15-08-2025,Debit Card,271210,Partial
PAY02071,ORD04402,04-10-2025,Cash,146799,Pending
PAY02072,ORD00430,04-04-2025,Credit Card,360688,paid
PAY02073,ORD01361,03-04-2025,Debit Card,307649,Pending
PAY02074,ORD00815,27-12-2025,Credit Card,116731,paid
PAY02075,ORD05284,21-10-2025,Bank Transfer,360576,Partial
PAY02076,ORD01717,15-12-2025,Cash,377625,Paid
PAY02077,ORD07275,22-12-2025,Cash,363095,Paid
PAY02078,ORD00463,12-01-2025,Cash,177725,Paid
PAY02079,ORD02385,14-12-2025,Bank Transfer,495955,paid
PAY02080,ORD04780,20-05-2025,Credit Card,11272,Partial
PAY02081,ORD02917,08-06-2025,Credit Card,364882,paid
PAY02082,ORD08589,20-02-2025,Bank Transfer,148924,Paid
PAY02083,ORD05996,16-04-2025,UPI,271154,paid
PAY02084,ORD07429,14-03-2025,UPI,394004,paid
PAY02085,ORD00750,17-12-2025,Cash,138558,Partial
PAY02086,ORD02504,22-11-2025,Cash,446716,Partial
PAY02087,ORD07527,18-04-2025,Credit Card,474511,Partial
PAY02088,ORD01287,12-09-2025,Debit Card,51775,paid
PAY02089,ORD08887,23-01-2025,UPI,36484,Paid
PAY02090,ORD02757,26-01-2025,UPI,199043,Pending
PAY02091,ORD04579,28-04-2025,Cash,45197,Partial
PAY02092,ORD06514,22-12-2025,Debit Card,84805,paid
PAY02093,ORD03274,06-10-2025,UPI,319121,Paid
PAY02094,ORD08566,08-08-2025,Credit Card,373992,Paid
PAY02095,ORD00691,20-08-2025,UPI,136451,Pending
PAY02096,ORD09008,24-12-2025,Bank Transfer,285166,paid
PAY02097,ORD05403,14-03-2025,Credit Card,186550,Partial
PAY02098,ORD03665,21-05-2025,Credit Card,401933,Paid
PAY02099,ORD07846,28-12-2025,Bank Transfer,18193,Paid
PAY02100,ORD05348,16-04-2025,Cash,41267,Partial
PAY02101,ORD07301,17-02-2025,Cash,229900,Partial
PAY02102,ORD01074,18-07-2025,Bank Transfer,481245,Paid
PAY02103,ORD03718,07-08-2025,UPI,483238,Partial
PAY02104,ORD08873,23-03-2025,Bank Transfer,443605,Pending
PAY02105,ORD00863,06-11-2025,Cash,71116,paid
PAY02106,ORD02261,23-09-2025,Cash,99524,Partial
PAY02107,ORD02649,05-01-2025,Cash,120240,Paid
PAY02108,ORD05126,04-02-2025,Cash,421059,Paid
PAY02109,ORD06997,26-06-2025,UPI,365903,Partial
PAY02110,ORD07233,17-05-2025,UPI,386122,paid
PAY02111,ORD07738,27-02-2025,Cash,139497,Partial
PAY02112,ORD02614,24-08-2025,Cash,176172,Pending
PAY02113,ORD01548,24-11-2025,Credit Card,288981,Partial
PAY02114,ORD06320,22-03-2025,Debit Card,59899,Partial
PAY02115,ORD00317,11-09-2025,UPI,95105,Pending
PAY02116,ORD05296,26-02-2025,Debit Card,323547,Paid
PAY02117,ORD03870,02-01-2025,Debit Card,198068,Pending
PAY02118,ORD05599,08-03-2025,Bank Transfer,415713,Paid
PAY02119,ORD08156,06-06-2025,Debit Card,60903,Partial
PAY02120,ORD05559,03-03-2025,Bank Transfer,120810,paid
PAY02121,ORD09046,05-11-2025,UPI,104205,Partial
PAY02122,ORD02814,05-04-2025,UPI,196597,paid
PAY02123,ORD07540,02-04-2025,Credit Card,465829,Paid
PAY02124,ORD03411,02-03-2025,Debit Card,48042,Pending
PAY02125,ORD07451,17-04-2025,Bank Transfer,356821,Pending
PAY02126,ORD04046,12-05-2025,UPI,10530,Partial
PAY02127,ORD06296,09-02-2025,Debit Card,388876,paid
PAY02128,ORD06030,15-05-2025,UPI,388870,Partial
PAY02129,ORD03981,06-01-2025,Credit Card,249939,Paid
PAY02130,ORD00280,27-06-2025,Bank Transfer,91905,Paid
PAY02131,ORD09051,28-01-2025,UPI,202189,Partial
PAY02132,ORD03678,02-05-2025,Bank Transfer,201718,paid
PAY02133,ORD00018,09-11-2025,Cash,409045,Pending
PAY02134,ORD04271,02-10-2025,Credit Card,53081,Pending
PAY02135,ORD05499,16-06-2025,Credit Card,420269,Partial
PAY02136,ORD06566,18-07-2025,Cash,485620,Partial
PAY02137,ORD04901,03-01-2025,Bank Transfer,452125,paid
PAY02138,ORD09206,12-07-2025,Cash,424032,Partial
PAY02139,ORD06019,09-05-2025,Cash,421299,Partial
PAY02140,ORD09547,24-10-2025,UPI,143121,paid
PAY02141,ORD09139,25-03-2025,Bank Transfer,358586,Paid
PAY02142,ORD00705,15-06-2025,Bank Transfer,233752,paid
PAY02143,ORD08719,06-02-2025,Credit Card,53814,Pending
PAY02144,ORD08061,11-09-2025,Credit Card,197897,Partial
PAY02145,ORD06500,04-05-2025,Bank Transfer,263166,Partial
PAY02146,ORD07209,19-08-2025,Debit Card,385501,paid
PAY02147,ORD08114,28-09-2025,Cash,79218,Partial
PAY02148,ORD06965,11-04-2025,Credit Card,289972,Partial
PAY02149,ORD05715,26-06-2025,Bank Transfer,374296,paid
PAY02150,ORD04069,25-04-2025,Debit Card,160974,paid
PAY02151,ORD03245,08-08-2025,Debit Card,364430,Pending
PAY02152,ORD07331,10-06-2025,UPI,213307,paid
PAY02153,ORD07740,26-11-2025,UPI,482485,Pending
PAY02154,ORD02360,21-11-2025,Credit Card,335090,Pending
PAY02155,ORD04906,06-02-2025,Bank Transfer,210489,paid
PAY02156,ORD07298,16-03-2025,Cash,201254,Paid
PAY02157,ORD03296,08-07-2025,Credit Card,196286,Pending
PAY02158,ORD07736,14-06-2025,UPI,411037,Partial
PAY02159,ORD03598,12-06-2025,UPI,52305,paid
PAY02160,ORD01307,05-05-2025,UPI,467688,paid
PAY02161,ORD00621,19-01-2025,Debit Card,249426,paid
PAY02162,ORD00322,26-10-2025,Debit Card,457903,Pending
PAY02163,ORD03481,15-11-2025,Cash,53053,Pending
PAY02164,ORD05906,26-11-2025,UPI,176006,Paid
PAY02165,ORD09600,16-10-2025,UPI,135197,Paid
PAY02166,ORD01148,06-06-2025,Bank Transfer,166379,Partial
PAY02167,ORD09184,14-02-2025,UPI,188955,Partial
PAY02168,ORD09699,20-08-2025,Cash,307012,paid
PAY02169,ORD09253,12-08-2025,Cash,121273,Paid
PAY02170,ORD01137,25-05-2025,UPI,479999,Pending
PAY02171,ORD04530,06-11-2025,Debit Card,153320,Pending
PAY02172,ORD05342,07-10-2025,Cash,437213,paid
PAY02173,ORD09267,12-11-2025,Cash,377993,Pending
PAY02174,ORD00598,14-10-2025,Cash,265267,Paid
PAY02175,ORD04482,07-04-2025,Credit Card,270440,Paid
PAY02176,ORD06272,18-06-2025,Bank Transfer,422893,paid
PAY02177,ORD09242,04-02-2025,Debit Card,96522,Paid
PAY02178,ORD02437,20-02-2025,Credit Card,306515,Partial
PAY02179,ORD03897,09-03-2025,Credit Card,270343,Paid
PAY02180,ORD03706,22-11-2025,UPI,147168,Paid
PAY02181,ORD09703,17-01-2025,Debit Card,371007,paid
PAY02182,ORD01336,17-01-2025,Debit Card,27780,Paid
PAY02183,ORD03369,23-06-2025,Credit Card,190189,Partial
PAY02184,ORD09759,28-03-2025,Cash,381593,Paid
PAY02185,ORD07444,06-08-2025,Bank Transfer,132035,Pending
PAY02186,ORD08822,03-09-2025,Cash,244114,paid
PAY02187,ORD07765,14-12-2025,UPI,22935,Paid
PAY02188,ORD05699,17-05-2025,Credit Card,409617,Partial
PAY02189,ORD03847,05-12-2025,Cash,337656,Partial
PAY02190,ORD01038,08-11-2025,Cash,59227,Partial
PAY02191,ORD05353,14-10-2025,UPI,471170,Pending
PAY02192,ORD04441,04-06-2025,Cash,325338,Partial
PAY02193,ORD09771,05-06-2025,Cash,256486,Partial
PAY02194,ORD07536,01-12-2025,Bank Transfer,285327,Paid
PAY02195,ORD08467,05-10-2025,Bank Transfer,14508,paid
PAY02196,ORD07619,25-07-2025,Debit Card,415238,Partial
PAY02197,ORD05594,21-11-2025,Credit Card,434465,Partial
PAY02198,ORD04932,19-12-2025,Credit Card,136265,paid
PAY02199,ORD08731,06-01-2025,UPI,284907,Pending
PAY02200,ORD00506,27-06-2025,Bank Transfer,162654,Partial
PAY02201,ORD00059,02-01-2025,UPI,84124,Partial
PAY02202,ORD04302,09-09-2025,Bank Transfer,356454,Partial
PAY02203,ORD09985,17-12-2025,Cash,75694,Pending
PAY02204,ORD00315,26-03-2025,UPI,211520,Pending
PAY02205,ORD01155,16-05-2025,Credit Card,79216,Partial
PAY02206,ORD06048,27-03-2025,Cash,23845,Partial
PAY02207,ORD07215,10-08-2025,Bank Transfer,114457,Paid
PAY02208,ORD06777,28-02-2025,Debit Card,105014,paid
PAY02209,ORD02869,26-09-2025,UPI,203613,Pending
PAY02210,ORD04592,20-05-2025,Bank Transfer,79086,Partial
PAY02211,ORD08202,18-06-2025,UPI,235088,Partial
PAY02212,ORD08717,08-11-2025,UPI,297399,Paid
PAY02213,ORD09033,08-10-2025,Credit Card,10854,Partial
PAY02214,ORD09193,05-12-2025,UPI,410442,Paid
PAY02215,ORD00183,07-01-2025,Bank Transfer,256744,paid
PAY02216,ORD00273,27-07-2025,Cash,226534,paid
PAY02217,ORD05318,09-09-2025,UPI,134574,Pending
PAY02218,ORD04761,13-10-2025,Credit Card,35115,Pending
PAY02219,ORD04756,12-08-2025,UPI,257201,Paid
PAY02220,ORD00247,05-10-2025,Credit Card,205325,Partial
PAY02221,ORD05237,28-02-2025,UPI,427000,Paid
PAY02222,ORD06412,08-01-2025,Debit Card,83221,Paid
PAY02223,ORD09924,28-03-2025,Debit Card,270238,Partial
PAY02224,ORD04523,13-10-2025,UPI,20678,paid
PAY02225,ORD03100,14-04-2025,UPI,77309,paid
PAY02226,ORD01369,26-05-2025,UPI,130018,paid
PAY02227,ORD05196,21-02-2025,UPI,291779,paid
PAY02228,ORD07391,04-06-2025,Cash,450154,Paid
PAY02229,ORD05314,23-03-2025,Credit Card,88073,Partial
PAY02230,ORD00414,14-11-2025,Debit Card,342620,Partial
PAY02231,ORD01417,03-03-2025,Cash,132101,Paid
PAY02232,ORD02050,25-10-2025,Cash,67353,paid
PAY02233,ORD08677,15-01-2025,UPI,352729,Paid
PAY02234,ORD08025,25-08-2025,Cash,207876,paid
PAY02235,ORD04583,02-12-2025,Debit Card,29683,paid
PAY02236,ORD00317,28-07-2025,UPI,43477,Paid
PAY02237,ORD08757,08-12-2025,UPI,49187,Paid
PAY02238,ORD01911,08-09-2025,Debit Card,279120,Partial
PAY02239,ORD06635,03-01-2025,Debit Card,471440,Pending
PAY02240,ORD09971,02-08-2025,Cash,6753,Partial
PAY02241,ORD00726,12-06-2025,Debit Card,333819,paid
PAY02242,ORD09264,14-04-2025,Debit Card,122180,Partial
PAY02243,ORD05588,13-07-2025,Cash,27821,Paid
PAY02244,ORD01499,23-12-2025,Credit Card,468731,Paid
PAY02245,ORD02269,01-09-2025,Debit Card,288643,paid
PAY02246,ORD03783,15-07-2025,Credit Card,82738,Paid
PAY02247,ORD04234,04-02-2025,Credit Card,402007,Paid
PAY02248,ORD05113,01-10-2025,Cash,321619,Pending
PAY02249,ORD00283,19-03-2025,Credit Card,58014,Paid
PAY02250,ORD03912,24-04-2025,Debit Card,338857,Pending
PAY02251,ORD09980,14-04-2025,Credit Card,43316,Partial
PAY02252,ORD01896,14-10-2025,Debit Card,53967,Pending
PAY02253,ORD09438,25-06-2025,Bank Transfer,39869,Partial
PAY02254,ORD09321,06-08-2025,Credit Card,40393,paid
PAY02255,ORD03022,05-05-2025,Credit Card,226666,Pending
PAY02256,ORD00941,23-08-2025,Bank Transfer,139369,Pending
PAY02257,ORD03127,10-06-2025,UPI,15164,Pending
PAY02258,ORD05576,09-12-2025,Credit Card,420724,Partial
PAY02259,ORD00865,22-03-2025,Cash,464696,Paid
PAY02260,ORD02518,28-07-2025,Credit Card,42047,Pending
PAY02261,ORD03326,04-08-2025,Debit Card,275998,Pending
PAY02262,ORD03330,22-08-2025,Cash,89696,paid
PAY02263,ORD00837,09-02-2025,Cash,327508,Pending
PAY02264,ORD06696,25-06-2025,Debit Card,412650,paid
PAY02265,ORD03309,25-11-2025,Debit Card,15663,Pending
PAY02266,ORD04921,12-12-2025,Credit Card,19629,paid
PAY02267,ORD01702,06-04-2025,Bank Transfer,181912,Pending
PAY02268,ORD07042,10-05-2025,Credit Card,143037,Partial
PAY02269,ORD04370,19-08-2025,UPI,303606,Paid
PAY02270,ORD07199,08-06-2025,UPI,49001,Partial
PAY02271,ORD09181,12-11-2025,Debit Card,233598,paid
PAY02272,ORD03869,11-01-2025,Cash,359323,Partial
PAY02273,ORD01777,25-08-2025,UPI,153581,Paid
PAY02274,ORD03754,18-01-2025,Bank Transfer,346575,Partial
PAY02275,ORD04453,13-02-2025,UPI,190434,Pending
PAY02276,ORD04522,10-02-2025,Bank Transfer,283822,Paid
PAY02277,ORD01313,09-03-2025,UPI,218958,paid
PAY02278,ORD05778,17-01-2025,Bank Transfer,147130,Paid
PAY02279,ORD06097,16-04-2025,UPI,375741,Pending
PAY02280,ORD08916,20-06-2025,Cash,144737,Pending
PAY02281,ORD00801,17-07-2025,Credit Card,276688,Pending
PAY02282,ORD07846,24-07-2025,Bank Transfer,193369,Partial
PAY02283,ORD05395,16-02-2025,Credit Card,77827,paid
PAY02284,ORD08998,13-09-2025,Credit Card,200776,Pending
PAY02285,ORD07507,20-11-2025,Cash,172410,Paid
PAY02286,ORD06772,17-08-2025,Bank Transfer,248103,Partial
PAY02287,ORD01117,18-04-2025,UPI,71402,Pending
PAY02288,ORD02214,16-02-2025,Credit Card,415470,paid
PAY02289,ORD08993,17-06-2025,Cash,371417,Partial
PAY02290,ORD07231,18-12-2025,UPI,489709,Partial
PAY02291,ORD05291,10-11-2025,Bank Transfer,92348,Pending
PAY02292,ORD06367,08-11-2025,Cash,119100,paid
PAY02293,ORD04411,07-03-2025,Credit Card,332949,Pending
PAY02294,ORD05429,24-12-2025,UPI,64691,Paid
PAY02295,ORD09982,20-12-2025,Debit Card,169069,paid
PAY02296,ORD00884,15-01-2025,Cash,337394,Paid
PAY02297,ORD02967,28-02-2025,Credit Card,73716,Pending
PAY02298,ORD02159,06-05-2025,Credit Card,280678,paid
PAY02299,ORD00635,09-07-2025,Debit Card,177859,Paid
PAY02300,ORD00965,26-02-2025,Cash,170138,Pending
PAY02301,ORD02199,16-02-2025,Cash,49420,Partial
PAY02302,ORD05075,09-07-2025,Cash,83597,Paid
PAY02303,ORD00463,21-02-2025,Bank Transfer,31059,paid
PAY02304,ORD08035,20-01-2025,Cash,289643,paid
PAY02305,ORD08518,04-02-2025,Debit Card,237835,Paid
PAY02306,ORD05873,28-08-2025,Cash,483692,paid
PAY02307,ORD04134,25-07-2025,Cash,147327,Partial
PAY02308,ORD07546,25-07-2025,Bank Transfer,483143,Paid
PAY02309,ORD04623,26-03-2025,Credit Card,268985,Paid
PAY02310,ORD03683,27-12-2025,UPI,49530,Pending
PAY02311,ORD00985,04-04-2025,Credit Card,252646,Paid
PAY02312,ORD05911,10-12-2025,UPI,126403,Pending
PAY02313,ORD07956,11-01-2025,UPI,131012,Pending
PAY02314,ORD03473,12-10-2025,Credit Card,438564,paid
PAY02315,ORD09991,18-01-2025,UPI,317001,Pending
PAY02316,ORD05005,03-11-2025,Credit Card,247195,Partial
PAY02317,ORD04916,28-06-2025,Credit Card,324725,Partial
PAY02318,ORD06523,08-05-2025,Bank Transfer,448603,Pending
PAY02319,ORD01807,04-10-2025,Cash,470403,paid
PAY02320,ORD03569,08-06-2025,Bank Transfer,472818,Paid
PAY02321,ORD07834,07-10-2025,Debit Card,253935,Paid
PAY02322,ORD03285,27-03-2025,UPI,301457,Paid
PAY02323,ORD07920,08-10-2025,Credit Card,97533,paid
PAY02324,ORD05103,28-04-2025,Debit Card,477150,Partial
PAY02325,ORD01669,01-07-2025,Bank Transfer,458907,Pending
PAY02326,ORD05319,18-09-2025,Bank Transfer,468115,paid
PAY02327,ORD07713,15-01-2025,Credit Card,140645,paid
PAY02328,ORD04791,21-09-2025,Cash,470854,Pending
PAY02329,ORD00159,27-08-2025,UPI,458192,Partial
PAY02330,ORD06908,05-02-2025,Debit Card,20799,Partial
PAY02331,ORD03855,10-12-2025,Credit Card,405328,Partial
PAY02332,ORD03173,27-09-2025,Bank Transfer,274318,paid
PAY02333,ORD07762,20-08-2025,Credit Card,174604,Partial
PAY02334,ORD06565,07-09-2025,Credit Card,91810,Partial
PAY02335,ORD08682,18-03-2025,Bank Transfer,435434,Partial
PAY02336,ORD07744,12-10-2025,Bank Transfer,37349,Paid
PAY02337,ORD05435,01-09-2025,Cash,435243,Partial
PAY02338,ORD00662,01-08-2025,UPI,302817,Pending
PAY02339,ORD05940,02-04-2025,Bank Transfer,486960,Paid
PAY02340,ORD06141,07-07-2025,Debit Card,306037,paid
PAY02341,ORD00002,24-12-2025,Debit Card,188108,Partial
PAY02342,ORD00206,17-09-2025,Bank Transfer,76492,Partial
PAY02343,ORD08183,03-11-2025,Cash,330652,Paid
PAY02344,ORD00541,26-01-2025,Credit Card,156615,Paid
PAY02345,ORD02162,10-06-2025,Debit Card,158007,Partial
PAY02346,ORD02640,12-02-2025,Cash,83722,paid
PAY02347,ORD00403,25-06-2025,Debit Card,25320,Partial
PAY02348,ORD07769,25-11-2025,Cash,309640,Pending
PAY02349,ORD00230,07-06-2025,Bank Transfer,170851,paid
PAY02350,ORD03391,14-06-2025,Credit Card,213474,Paid
PAY02351,ORD03371,25-05-2025,Credit Card,426335,Paid
PAY02352,ORD02928,15-02-2025,Credit Card,166807,Pending
PAY02353,ORD07758,21-11-2025,Bank Transfer,450689,Pending
PAY02354,ORD07350,09-04-2025,Cash,146210,Pending
PAY02355,ORD01957,02-01-2025,Credit Card,60858,Paid
PAY02356,ORD03181,07-04-2025,Cash,351413,Pending
PAY02357,ORD07904,14-07-2025,Cash,461357,paid
PAY02358,ORD04654,07-06-2025,Credit Card,426717,Pending
PAY02359,ORD07561,28-09-2025,UPI,408826,paid
PAY02360,ORD01960,01-05-2025,Debit Card,394722,Partial
PAY02361,ORD02072,20-07-2025,Bank Transfer,187704,Paid
PAY02362,ORD06830,11-11-2025,Cash,43451,paid
PAY02363,ORD05727,22-07-2025,UPI,127049,Partial
PAY02364,ORD02015,08-08-2025,UPI,280004,Paid
PAY02365,ORD02823,13-06-2025,UPI,295691,paid
PAY02366,ORD07996,28-03-2025,Cash,6099,Partial
PAY02367,ORD06591,18-03-2025,UPI,285939,Pending
PAY02368,ORD08307,23-10-2025,Cash,487234,Paid
PAY02369,ORD04605,07-08-2025,UPI,479465,Partial
PAY02370,ORD05598,06-06-2025,Cash,348018,Pending
PAY02371,ORD04709,19-10-2025,Debit Card,343053,Paid
