product_id,category_id,supplier_id,product_name,material_type,cost_price,selling_price,status
PRD00387,CAT030,SUP0260,Product 387,Plywood,5435,19723,active
PRD00388,CAT007,SUP0094,Product 388,Laminate,30400,35157,Active
PRD00389,CAT038,SUP0199,Product 389,Laminate,25295,30419,Active
PRD00390,CAT027,SUP0449,Product 390,Glass,26204,28313,Active
PRD00391,CAT026,SUP0266,Product 391,Laminate,22293,24078,Active
PRD00392,CAT032,SUP0024,Product 392,Glass,6217,7614,active
PRD00393,CAT034,SUP0364,Product 393,Laminate,12693,25851,Active
PRD00394,CAT021,SUP0269,Product 394,Marble,43751,56072,active
PRD00395,CAT008,SUP0445,Product 395,Laminate,1148,6240,Discontinued
PRD00396,CAT034,SUP0416,Product 396,Wood,3498,8773,active
PRD00397,CAT040,SUP0454,Product 397,Wood,15374,27477,active
PRD00398,CAT026,SUP0345,Product 398,Plywood,42724,46935,active
PRD00399,CAT004,SUP0020,Product 399,Glass,36130,43121,Active
PRD00400,CAT010,SUP0332,Product 400,Wood,33029,46041,Active
PRD00401,CAT028,SUP0376,Product 401,Steel,7977,16295,Discontinued
PRD00402,CAT037,SUP0358,Product 402,Plywood,9644,10551,Discontinued
PRD00403,CAT031,SUP0101,Product 403,Laminate,22608,31167,Discontinued
PRD00404,CAT002,SUP0441,Product 404,Marble,44938,53358,active
PRD00405,CAT016,SUP0090,Product 405,Steel,44678,53169,Discontinued
PRD00406,CAT014,SUP0027,Product 406,Wood,26504,27549,Active
PRD00407,CAT015,SUP0284,Product 407,Laminate,22610,27356,Discontinued
PRD00408,CAT019,SUP0173,Product 408,Laminate,3241,13946,active
PRD00409,CAT029,SUP0319,Product 409,Wood,16046,25354,Active
PRD00410,CAT024,SUP0347,Product 410,Plywood,28062,40174,Active
PRD00411,CAT001,SUP0345,Product 411,Wood,36303,46423,Active
PRD00412,CAT036,SUP0294,Product 412,Steel,19250,27906,active
PRD00413,CAT037,SUP0351,Product 413,Wood,45702,58143,Active
PRD00414,CAT035,SUP0284,Product 414,Plywood,37784,47615,Active
PRD00415,CAT022,SUP0386,Product 415,Glass,3011,6654,active
PRD00416,CAT029,SUP0325,Product 416,Wood,19782,25511,Discontinued
PRD00417,CAT034,SUP0381,Product 417,Laminate,12643,20328,Discontinued
PRD00418,CAT034,SUP0178,Product 418,Laminate,21899,35334,Discontinued
PRD00419,CAT016,SUP0144,Product 419,Plywood,27563,33439,active
PRD00420,CAT033,SUP0240,Product 420,Steel,17988,31824,active
PRD00421,CAT037,SUP0414,Product 421,Wood,49498,63099,Discontinued
PRD00422,CAT029,SUP0308,Product 422,Glass,9533,20193,Active
PRD00423,CAT017,SUP0373,Product 423,Wood,29573,31682,Discontinued
PRD00424,CAT028,SUP0248,Product 424,Steel,20465,27112,Active
PRD00425,CAT016,SUP0012,Product 425,Marble,41691,49621,Active
PRD00426,CAT012,SUP0258,Product 426,Wood,6961,8287,active
PRD00427,CAT026,SUP0150,Product 427,Steel,46307,59905,active
PRD00428,CAT003,SUP0155,Product 428,Glass,43754,46961,Discontinued
PRD00429,CAT030,SUP0007,Product 429,Glass,30561,31457,active
PRD00430,CAT023,SUP0034,Product 430,Plywood,18067,21057,active
PRD00431,CAT001,SUP0056,Product 431,Plywood,1649,7307,active
PRD00432,CAT019,SUP0147,Product 432,Plywood,43223,48599,Active
PRD00433,CAT028,SUP0163,Product 433,Wood,16117,23643,Discontinued
PRD00434,CAT011,SUP0156,Product 434,Steel,22303,23112,Discontinued
PRD00435,CAT021,SUP0111,Product 435,Plywood,47340,55019,Discontinued
PRD00436,CAT038,SUP0354,Product 436,Laminate,30279,37308,Active
PRD00437,CAT024,SUP0493,Product 437,Steel,19636,26340,Discontinued
PRD00438,CAT024,SUP0100,Product 438,Steel,42194,55816,active
PRD00439,CAT032,SUP0474,Product 439,Marble,6258,7730,Active
PRD00440,CAT024,SUP0221, Product 440,Plywood,7899,15014,active
PRD00441,CAT033,SUP0272,Product 441,Wood,16663,26841,Active
PRD00442,CAT036,SUP0081,Product 442,Marble,43782,49680,Active
PRD00443,CAT008,SUP0035,Product 443,Marble,25573,38033,Discontinued
PRD00444,CAT032,SUP0082,Product 444,Wood,22260,27134,active
PRD00445,CAT006,SUP0262,Product 445,Steel,28858,37526,Discontinued
PRD00446,CAT025,SUP0140,Product 446,Steel,12640,20472,Discontinued
PRD00447,CAT010,SUP0208,Product 447,Laminate,3415,13942,active
PRD00448,CAT025,SUP0379,Product 448,Plywood,40934,55698,Active
PRD00449,CAT019,SUP0318,Product 449,Glass,40170,50302,Active
PRD00450,CAT034,SUP0022,Product 450,Laminate,37924,50592,Discontinued
PRD00451,CAT011,SUP0437,Product 451,Wood,34169,43196,Active
PRD00452,CAT040,SUP0083,Product 452,Glass,9123,11940,Active
PRD00453,CAT001,SUP0055,Product 453,Glass,44740,45855,active
PRD00454,CAT028,SUP0314,Product 454,Marble,10292,22705,Active
PRD00455,CAT027,SUP0047,Product 455,Glass,7763,17364,Discontinued
PRD00456,CAT032,SUP0239,Product 456,Marble,43535,57555,Discontinued
PRD00457,CAT003,SUP0380,Product 457,Glass,20626,32098,active
PRD00458,CAT006,SUP0497,Product 458,Glass,28025,35174,Active
PRD00459,CAT022,SUP0334,Product 459,Plywood,35368,46443,Active
PRD00460,CAT023,SUP0382,Product 460,Laminate,16850,27456,Active
PRD00461,CAT007,SUP0008,Product 461,Glass,5205,8508,active
PRD00462,CAT006,SUP0129,Product 462,Steel,48510,49744,active
PRD00463,CAT008,SUP0328,Product 463,Marble,25890,30256,Active
PRD00464,CAT013,SUP0223,Product 464,Glass,3174,11984,active
PRD00465,CAT020,SUP0161,Product 465,Glass,31594,36429,Discontinued
PRD00466,CAT013,SUP0126,Product 466,Laminate,917,15857,active
PRD00467,CAT039,SUP0412,Product 467,Plywood,44629,45544,Discontinued
PRD00468,CAT015,SUP0420,Product 468,Laminate,44325,59075,Active
PRD00469,CAT024,SUP0293,Product 469,Marble,31309,35669,Discontinued
PRD00470,CAT007,SUP0414,Product 470,Marble,36112,42766,Active
PRD00471,CAT003,SUP0081,Product 471,Steel,28527,37943,Discontinued
PRD00472,CAT015,SUP0422,Product 472,Marble,30820,32695,active
PRD00473,CAT013,SUP0319,Product 473,Laminate,25454,32323,active
PRD00474,CAT006,SUP0417,Product 474,Laminate,1403,7740,Active
PRD00475,CAT001,SUP0197,Product 475,Wood,10782,18659,active
PRD00476,CAT004,SUP0233,Product 476,Laminate,5358,12138,Active
PRD00477,CAT037,SUP0396,Product 477,Glass,36832,48015,Active
PRD00478,CAT018,SUP0142,Product 478,Marble,2442,13689,Active
PRD00479,CAT031,SUP0340,Product 479,Glass,30927,33716,active
PRD00480,CAT028,SUP0406,Product 480,Steel,41674,55322,Active
PRD00481,CAT001,SUP0025,Product 481,Laminate,44723,52012,Active
PRD00482,CAT016,SUP0122,Product 482,Glass,41022,46252,active
PRD00483,CAT011,SUP0153,Product 483,Steel,21309,26635,Active
PRD00484,CAT038,SUP0402,Product 484,Marble,39682,41896,Discontinued
PRD00485,CAT024,SUP0214,Product 485,Glass,49984,61568,Discontinued
PRD00486,CAT015,SUP0064,Product 486,Steel,22146,26114,Discontinued
PRD00487,CAT005,SUP0166,Product 487,Wood,3284,7339,Active
PRD00488,CAT013,SUP0010,Product 488,Glass,9414,12274,active
PRD00489,CAT014,SUP0130,Product 489,Wood,17095,20424,Active
PRD00490,CAT022,SUP0279,Product 490,Plywood,34535,47432,active
PRD00491,CAT028,SUP0301,Product 491,Marble,45022,59512,active
PRD00492,CAT033,SUP0280,Product 492,Wood,15973,28013,active
PRD00493,CAT032,SUP0090,Product 493,Steel,41908,51027,Discontinued
PRD00494,CAT036,SUP0462,Product 494,Steel,24532,33523,Discontinued
PRD00495,CAT017,SUP0089, Product 495,Plywood,34770,49302,active
PRD00496,CAT038,SUP0102,Product 496,Plywood,46278,49685,Active
PRD00497,CAT019,SUP0042,Product 497,Wood,6698,21143,Discontinued
PRD00498,CAT019,SUP0265,Product 498,Plywood,6402,14014,Discontinued
PRD00499,CAT037,SUP0226,Product 499,Steel,9143,17377,Discontinued
PRD00500,CAT026,SUP0135,Product 500,Plywood,2655,13400,Active
PRD00501,CAT040,SUP0047,Product 501,Marble,19125,25740,Discontinued
PRD00502,CAT015,SUP0089,Product 502,Wood,17800,22466,Discontinued
PRD00503,CAT014,SUP0022,Product 503,Glass,14270,17547,active
PRD00504,CAT002,SUP0162,Product 504,Wood,32423,34797,active
PRD00505,CAT040,SUP0476,Product 505,Wood,3924,7490,active
PRD00506,CAT038,SUP0310,Product 506,Steel,16611,25153,Discontinued
PRD00507,CAT030,SUP0067,Product 507,Marble,28097,39150,Active
PRD00508,CAT003,SUP0294,Product 508,Wood,46856,57590,Discontinued
PRD00509,CAT029,SUP0482,Product 509,Laminate,23092,37592,active
PRD00510,CAT034,SUP0192,Product 510,Plywood,48218,48591,Discontinued
PRD00511,CAT024,SUP0204,Product 511,Steel,48375,63224,active
PRD00512,CAT023,SUP0132,Product 512,Marble,20400,23293,Discontinued
PRD00513,CAT037,SUP0004,Product 513,Laminate,47651,49640,Discontinued
PRD00514,CAT032,SUP0365,Product 514,Plywood,1369,13771,Active
PRD00515,CAT011,SUP0229,Product 515,Plywood,3709,16995,Active
PRD00516,CAT019,SUP0020,Product 516,Glass,21137,36010,active
PRD00517,CAT017,SUP0082,Product 517,Plywood,20610,24780,active
PRD00518,CAT031,SUP0313,Product 518,Steel,49487,60192,Active
PRD00519,CAT020,SUP0400,Product 519,Plywood,41948,44050,active
PRD00520,CAT019,SUP0380,Product 520,Plywood,17125,30955,active
PRD00521,CAT026,SUP0435,Product 521,Laminate,10856,18268,Active
PRD00522,CAT040,SUP0132,Product 522,Glass,2763,3485,active
PRD00523,CAT035,SUP0453,Product 523,Plywood,36850,51505,Active
PRD00524,CAT003,SUP0434,Product 524,Laminate,30688,32477,Discontinued
PRD00525,CAT003,SUP0411,Product 525,Steel,44904,55159,Discontinued
PRD00526,CAT015,SUP0072,Product 526,Wood,28824,42183,Active
PRD00527,CAT011,SUP0096,Product 527,Laminate,47739,52504,Discontinued
PRD00528,CAT038,SUP0366,Product 528,Plywood,10582,25056,Discontinued
PRD00529,CAT021,SUP0219,Product 529,Laminate,48621,57496,Active
PRD00530,CAT034,SUP0051,Product 530,Wood,39716,51613,Discontinued
PRD00531,CAT014,SUP0018,Product 531,Marble,30239,32108,active
PRD00532,CAT001,SUP0145,Product 532,Wood,1792,14745,Discontinued
PRD00533,CAT011,SUP0352,Product 533,Glass,18735,28101,Discontinued
PRD00534,CAT011,SUP0048,Product 534,Marble,8920,20216,Active
PRD00535,CAT026,SUP0416,Product 535,Glass,40521,52842,Active
PRD00536,CAT025,SUP0437,Product 536,Wood,7016,15683,Active
PRD00537,CAT015,SUP0112,Product 537,Laminate,38623,47971,active
PRD00538,CAT036,SUP0468,Product 538,Marble,2237,5776,Active
PRD00539,CAT039,SUP0209,Product 539,Wood,15697,28701,active
PRD00540,CAT019,SUP0105,Product 540,Wood,18769,26525,active
PRD00541,CAT008,SUP0136,Product 541,Steel,9819,20634,Active
PRD00542,CAT016,SUP0403,Product 542,Laminate,36769,42414,Discontinued
PRD00543,CAT029,SUP0014,Product 543,Plywood,1693,11686,Active
PRD00544,CAT008,SUP0009,Product 544,Steel,18882,28691,Discontinued
PRD00545,CAT003,SUP0302,Product 545,Wood,32902,47361,Active
PRD00546,CAT001,SUP0216,Product 546,Steel,18206,26926,Active
PRD00547,CAT017,SUP0414,Product 547,Laminate,5329,18204,Discontinued
PRD00548,CAT020,SUP0432,Product 548,Marble,947,10939,Discontinued
PRD00549,CAT028,SUP0188,Product 549,Plywood,19145,29695,Active
PRD00550,CAT039,SUP0332, Product 550,Laminate,14534,21975,active
PRD00551,CAT017,SUP0408,Product 551,Plywood,13236,13573,active
PRD00552,CAT030,SUP0054,Product 552,Steel,36822,51398,Active
PRD00553,CAT031,SUP0142,Product 553,Laminate,36960,45420,Active
PRD00554,CAT029,SUP0080,Product 554,Steel,11409,24538,Discontinued
PRD00555,CAT011,SUP0204,Product 555,Glass,33905,48194,Active
PRD00556,CAT019,SUP0375,Product 556,Wood,35509,48510,Active
PRD00557,CAT006,SUP0394,Product 557,Laminate,23895,36901,Active
PRD00558,CAT032,SUP0208,Product 558,Plywood,48341,58984,active
PRD00559,CAT004,SUP0355,Product 559,Laminate,35901,37436,active
PRD00560,CAT035,SUP0452,Product 560,Laminate,24873,29814,active
PRD00561,CAT013,SUP0070,Product 561,Laminate,36075,50946,Active
PRD00562,CAT012,SUP0083,Product 562,Steel,46579,48185,Discontinued
PRD00563,CAT026,SUP0073,Product 563,Glass,42286,46480,active
PRD00564,CAT009,SUP0250,Product 564,Glass,7562,19393,Discontinued
PRD00565,CAT039,SUP0411,Product 565,Glass,7356,16693,active
PRD00566,CAT015,SUP0441,Product 566,Steel,11094,23785,active
PRD00567,CAT035,SUP0490,Product 567,Steel,40808,43961,active
PRD00568,CAT037,SUP0456,Product 568,Laminate,44645,49291,Active
PRD00569,CAT038,SUP0219,Product 569,Glass,12225,18832,active
PRD00570,CAT017,SUP0119,Product 570,Wood,24634,36439,Active
PRD00571,CAT034,SUP0424,Product 571,Glass,26498,29819,Active
PRD00572,CAT038,SUP0048,Product 572,Steel,9304,18946,active
PRD00573,CAT004,SUP0446,Product 573,Steel,30100,37660,Discontinued
PRD00574,CAT017,SUP0328,Product 574,Laminate,25540,30809,Discontinued
PRD00575,CAT032,SUP0166,Product 575,Laminate,15032,28760,Active
PRD00576,CAT007,SUP0100,Product 576,Laminate,28153,33548,Discontinued
PRD00577,CAT032,SUP0199,Product 577,Glass,39831,42215,Active
PRD00578,CAT040,SUP0282,Product 578,Glass,27893,41533,Active
PRD00579,CAT009,SUP0346,Product 579,Laminate,16514,16723,active
PRD00580,CAT018,SUP0467,Product 580,Wood,49302,55146,Discontinued
PRD00581,CAT001,SUP0160,Product 581,Steel,48918,63861,Discontinued
PRD00582,CAT006,SUP0089,Product 582,Steel,20717,21021,Active
PRD00583,CAT008,SUP0214,Product 583,Glass,24338,31490,Active
PRD00584,CAT034,SUP0432,Product 584,Marble,3614,3840,active
PRD00585,CAT036,SUP0247,Product 585,Laminate,24186,34892,Discontinued
PRD00586,CAT032,SUP0414,Product 586,Wood,36194,49387,Discontinued
PRD00587,CAT004,SUP0274,Product 587,Laminate,4922,12169,Discontinued
PRD00588,CAT029,SUP0441,Product 588,Marble,8730,18384,Active
PRD00589,CAT002,SUP0368,Product 589,Marble,43283,46645,active
PRD00590,CAT001,SUP0173,Product 590,Steel,45452,51943,active
PRD00591,CAT017,SUP0146,Product 591,Laminate,17566,29590,Active
PRD00592,CAT033,SUP0375,Product 592,Laminate,12865,21936,Discontinued
PRD00593,CAT015,SUP0344,Product 593,Wood,42837,56159,Discontinued
PRD00594,CAT040,SUP0039,Product 594,Glass,9190,22375,Discontinued
PRD00595,CAT005,SUP0112,Product 595,Steel,2543,8899,Active
PRD00596,CAT010,SUP0259,Product 596,Laminate,17049,28566,active
PRD00597,CAT017,SUP0227,Product 597,Marble,13659,17013,Discontinued
PRD00598,CAT014,SUP0281,Product 598,Laminate,21943,24173,Discontinued
PRD00599,CAT015,SUP0108,Product 599,Plywood,29900,32635,active
PRD00600,CAT013,SUP0416,Product 600,Marble,40133,41316,Active
PRD00601,CAT008,SUP0095,Product 601,Laminate,28036,33044,active
PRD00602,CAT017,SUP0479,Product 602,Marble,20981,30847,Active
PRD00603,CAT007,SUP0144,Product 603,Marble,29634,38501,Discontinued
PRD00604,CAT028,SUP0075,Product 604,Wood,49091,55481,active
PRD00605,CAT014,SUP0440, Product 605,Glass,5148,11940,Active
PRD00606,CAT027,SUP0129,Product 606,Plywood,11857,17092,Discontinued
PRD00607,CAT033,SUP0462,Product 607,Wood,29900,44620,active
PRD00608,CAT021,SUP0380,Product 608,Marble,32718,34990,Discontinued
PRD00609,CAT024,SUP0089,Product 609,Glass,42920,53895,Discontinued
PRD00610,CAT003,SUP0475,Product 610,Plywood,5803,12881,Discontinued
PRD00611,CAT018,SUP0466,Product 611,Wood,47208,54746,Discontinued
PRD00612,CAT016,SUP0012,Product 612,Plywood,7974,19698,active
PRD00613,CAT039,SUP0386,Product 613,Marble,44771,50266,Discontinued
PRD00614,CAT012,SUP0156,Product 614,Marble,1744,14060,active
PRD00615,CAT011,SUP0376,Product 615,Glass,13378,17680,Active
PRD00616,CAT026,SUP0240,Product 616,Wood,41517,41907,Discontinued
PRD00617,CAT040,SUP0217,Product 617,Wood,20556,31787,active
PRD00618,CAT018,SUP0115,Product 618,Laminate,47543,59870,Active
PRD00619,CAT035,SUP0427,Product 619,Wood,33990,41962,Discontinued
PRD00620,CAT019,SUP0081,Product 620,Glass,2916,12924,Active
PRD00621,CAT005,SUP0289,Product 621,Steel,46651,49349,Discontinued
PRD00622,CAT022,SUP0246,Product 622,Steel,32424,40476,Discontinued
PRD00623,CAT004,SUP0440,Product 623,Wood,7349,19719,Active
PRD00624,CAT002,SUP0141,Product 624,Plywood,15129,20387,Active
PRD00625,CAT026,SUP0393,Product 625,Steel,43593,50183,Active
PRD00626,CAT035,SUP0051,Product 626,Laminate,7286,15407,Active
PRD00627,CAT017,SUP0343,Product 627,Laminate,1727,13922,Active
PRD00628,CAT007,SUP0388,Product 628,Glass,24157,33512,Discontinued
PRD00629,CAT015,SUP0168,Product 629,Plywood,37499,40025,Discontinued
PRD00630,CAT015,SUP0271,Product 630,Steel,26862,34801,Active
PRD00631,CAT019,SUP0423,Product 631,Wood,47976,56929,active
PRD00632,CAT007,SUP0281,Product 632,Steel,9579,23628,active
PRD00633,CAT014,SUP0029,Product 633,Marble,45716,52068,Discontinued
PRD00634,CAT031,SUP0444,Product 634,Steel,47142,56806,active
PRD00635,CAT021,SUP0111,Product 635,Glass,46184,54575,Active
PRD00636,CAT036,SUP0072,Product 636,Wood,10913,15334,Active
PRD00637,CAT034,SUP0080,Product 637,Steel,8030,22246,Discontinued
PRD00638,CAT015,SUP0309,Product 638,Glass,4129,13563,Discontinued
PRD00639,CAT001,SUP0313,Product 639,Laminate,25547,38408,Active
PRD00640,CAT020,SUP0187,Product 640,Laminate,25758,35759,Active
PRD00641,CAT033,SUP0413,Product 641,Plywood,45679,48938,Discontinued
PRD00642,CAT015,SUP0215,Product 642,Glass,22311,27903,Active
PRD00643,CAT001,SUP0068,Product 643,Laminate,5730,14815,Active
PRD00644,CAT002,SUP0098,Product 644,Steel,2362,12716,Discontinued
PRD00645,CAT039,SUP0136,Product 645,Laminate,18463,27958,Active
PRD00646,CAT015,SUP0168,Product 646,Laminate,30328,34818,Discontinued
PRD00647,CAT027,SUP0461,Product 647,Laminate,44283,48947,Active
PRD00648,CAT006,SUP0289,Product 648,Glass,27782,38466,active
PRD00649,CAT011,SUP0433,Product 649,Steel,11994,23066,Active
PRD00650,CAT020,SUP0351,Product 650,Laminate,15581,18119,Active
PRD00651,CAT034,SUP0447,Product 651,Marble,40713,42306,Discontinued
PRD00652,CAT030,SUP0146,Product 652,Plywood,32049,39873,active
PRD00653,CAT019,SUP0146,Product 653,Glass,38320,44413,active
PRD00654,CAT004,SUP0276,Product 654,Laminate,13178,14785,active
PRD00655,CAT032,SUP0354,Product 655,Marble,794,8465,Discontinued
PRD00656,CAT030,SUP0183,Product 656,Wood,769,1086,Active
PRD00657,CAT024,SUP0460,Product 657,Steel,1449,3686,active
PRD00658,CAT028,SUP0034,Product 658,Marble,35781,39402,Active
PRD00659,CAT013,SUP0241,Product 659,Wood,33314,36458,Active
PRD00660,CAT002,SUP0296, Product 660,Plywood,28478,34376,Discontinued
PRD00661,CAT017,SUP0007,Product 661,Wood,2697,9573,Active
PRD00662,CAT021,SUP0146,Product 662,Glass,30263,43929,active
PRD00663,CAT039,SUP0228,Product 663,Steel,14305,28864,Active
PRD00664,CAT028,SUP0392,Product 664,Steel,31147,40753,Discontinued
PRD00665,CAT012,SUP0212,Product 665,Laminate,21233,21871,active
PRD00666,CAT004,SUP0344,Product 666,Laminate,5864,13869,Active
PRD00667,CAT016,SUP0055,Product 667,Marble,35364,48341,active
PRD00668,CAT010,SUP0087,Product 668,Wood,8675,15403,active
PRD00669,CAT015,SUP0149,Product 669,Glass,18525,21027,Discontinued
PRD00670,CAT034,SUP0302,Product 670,Plywood,38868,45548,active
PRD00671,CAT016,SUP0087,Product 671,Glass,34482,41793,Active
PRD00672,CAT033,SUP0402,Product 672,Wood,44757,50592,Discontinued
PRD00673,CAT040,SUP0109,Product 673,Marble,30208,43324,Active
PRD00674,CAT031,SUP0368,Product 674,Plywood,38946,41567,Discontinued
PRD00675,CAT033,SUP0474,Product 675,Laminate,49831,53999,active
PRD00676,CAT006,SUP0185,Product 676,Glass,16809,17876,active
PRD00677,CAT006,SUP0340,Product 677,Steel,27749,34182,Discontinued
PRD00678,CAT033,SUP0436,Product 678,Laminate,11527,15659,Active
PRD00679,CAT031,SUP0105,Product 679,Steel,29906,33472,Active
PRD00680,CAT016,SUP0217,Product 680,Wood,36972,51633,Discontinued
PRD00681,CAT021,SUP0237,Product 681,Wood,33451,41976,active
PRD00682,CAT033,SUP0262,Product 682,Laminate,35564,47230,active
PRD00683,CAT036,SUP0476,Product 683,Plywood,30695,36370,active
PRD00684,CAT033,SUP0387,Product 684,Wood,11422,21528,Active
PRD00685,CAT026,SUP0081,Product 685,Plywood,46593,50772,active
PRD00686,CAT008,SUP0265,Product 686,Plywood,15779,30388,Active
PRD00687,CAT015,SUP0117,Product 687,Glass,8877,18121,Discontinued
PRD00688,CAT037,SUP0161,Product 688,Plywood,15352,21416,active
PRD00689,CAT031,SUP0423,Product 689,Marble,1691,14611,Discontinued
PRD00690,CAT020,SUP0195,Product 690,Glass,15427,21923,Discontinued
PRD00691,CAT020,SUP0298,Product 691,Wood,36979,41906,active
PRD00692,CAT030,SUP0033,Product 692,Laminate,775,6879,Active
PRD00693,CAT027,SUP0366,Product 693,Steel,17415,22807,Active
PRD00694,CAT001,SUP0384,Product 694,Glass,21719,36117,Discontinued
PRD00695,CAT035,SUP0090,Product 695,Plywood,38057,51897,Discontinued
PRD00696,CAT011,SUP0239,Product 696,Marble,36874,48011,active
PRD00697,CAT028,SUP0364,Product 697,Marble,39115,49561,active
PRD00698,CAT008,SUP0439,Product 698,Marble,3900,8137,active
PRD00699,CAT026,SUP0308,Product 699,Wood,2321,13220,active
PRD00700,CAT010,SUP0044,Product 700,Glass,48672,49964,active
PRD00701,CAT033,SUP0017,Product 701,Wood,18098,29959,Active
PRD00702,CAT012,SUP0120,Product 702,Wood,49993,59512,Active
PRD00703,CAT026,SUP0259,Product 703,Plywood,43202,54321,Discontinued
PRD00704,CAT009,SUP0181,Product 704,Marble,21509,34841,Active
PRD00705,CAT001,SUP0467,Product 705,Plywood,12060,18937,Discontinued
PRD00706,CAT036,SUP0474,Product 706,Steel,27083,35020,active
PRD00707,CAT033,SUP0395,Product 707,Glass,28308,34797,active
PRD00708,CAT014,SUP0054,Product 708,Wood,44283,59267,Discontinued
PRD00709,CAT031,SUP0486,Product 709,Laminate,656,12041,active
PRD00710,CAT016,SUP0238,Product 710,Glass,31137,40121,Discontinued
PRD00711,CAT037,SUP0427,Product 711,Wood,3538,16115,Active
PRD00712,CAT009,SUP0096,Product 712,Glass,35535,36552,active
PRD00713,CAT018,SUP0051,Product 713,Laminate,21224,24993,Active
PRD00714,CAT017,SUP0237,Product 714,Glass,45551,58047,Discontinued
PRD00715,CAT008,SUP0333, Product 715,Glass,24020,37489,active
PRD00716,CAT040,SUP0180,Product 716,Laminate,3770,18759,active
PRD00717,CAT023,SUP0135,Product 717,Plywood,33319,48125,Discontinued
PRD00718,CAT012,SUP0490,Product 718,Glass,38953,46922,Active
PRD00719,CAT033,SUP0439,Product 719,Laminate,38583,45368,Discontinued
PRD00720,CAT011,SUP0110,Product 720,Steel,49625,60508,active
PRD00721,CAT002,SUP0249,Product 721,Steel,3383,6629,Discontinued
PRD00722,CAT002,SUP0016,Product 722,Wood,23509,25999,active
PRD00723,CAT019,SUP0500,Product 723,Plywood,33890,43310,Active
PRD00724,CAT022,SUP0089,Product 724,Wood,24511,26313,Discontinued
PRD00725,CAT038,SUP0143,Product 725,Plywood,37677,49343,active
PRD00726,CAT033,SUP0186,Product 726,Wood,49539,51721,Discontinued
PRD00727,CAT027,SUP0305,Product 727,Steel,4719,9784,Discontinued
PRD00728,CAT003,SUP0441,Product 728,Plywood,22466,32231,active
PRD00729,CAT003,SUP0171,Product 729,Laminate,8009,16909,Active
PRD00730,CAT008,SUP0116,Product 730,Steel,46432,50942,Discontinued
PRD00731,CAT013,SUP0349,Product 731,Marble,21926,23614,Discontinued
PRD00732,CAT020,SUP0307,Product 732,Glass,32875,47406,Discontinued
PRD00733,CAT004,SUP0238,Product 733,Plywood,15921,20505,Discontinued
PRD00734,CAT005,SUP0158,Product 734,Marble,25144,36029,Discontinued
PRD00735,CAT032,SUP0316,Product 735,Marble,16394,25236,active
PRD00736,CAT022,SUP0028,Product 736,Marble,39906,46762,Discontinued
PRD00737,CAT026,SUP0255,Product 737,Steel,42659,44304,Discontinued
PRD00738,CAT009,SUP0374,Product 738,Plywood,15471,25571,active
PRD00739,CAT031,SUP0423,Product 739,Steel,20990,23650,Discontinued
PRD00740,CAT033,SUP0197,Product 740,Glass,1336,6662,Active
PRD00741,CAT039,SUP0144,Product 741,Wood,48387,54841,Active
PRD00742,CAT017,SUP0390,Product 742,Glass,42204,52816,Active
PRD00743,CAT002,SUP0394,Product 743,Wood,15272,25417,active
PRD00744,CAT017,SUP0145,Product 744,Glass,27187,36942,Active
PRD00745,CAT022,SUP0233,Product 745,Laminate,12583,13726,Discontinued
PRD00746,CAT038,SUP0278,Product 746,Plywood,43377,45187,active
PRD00747,CAT002,SUP0056,Product 747,Steel,43683,51065,Discontinued
PRD00748,CAT029,SUP0386,Product 748,Wood,24739,38561,active
PRD00749,CAT011,SUP0310,Product 749,Laminate,25192,40108,Discontinued
PRD00750,CAT025,SUP0021,Product 750,Wood,1219,5959,Discontinued
PRD00751,CAT011,SUP0430,Product 751,Steel,20247,23877,active
PRD00752,CAT012,SUP0243,Product 752,Plywood,41188,47834,Active
PRD00753,CAT011,SUP0311,Product 753,Glass,29528,32476,active
PRD00754,CAT002,SUP0208,Product 754,Plywood,3593,14209,active
PRD00755,CAT002,SUP0338,Product 755,Glass,27449,28124,Active
PRD00756,CAT010,SUP0370,Product 756,Wood,46362,50108,Active
PRD00757,CAT001,SUP0451,Product 757,Wood,4354,14762,active
PRD00758,CAT002,SUP0233,Product 758,Wood,16693,23381,Active
PRD00759,CAT028,SUP0179,Product 759,Wood,39252,53181,active
PRD00760,CAT032,SUP0464,Product 760,Plywood,3857,18666,Discontinued
PRD00761,CAT016,SUP0023,Product 761,Glass,6866,8319,Discontinued
PRD00762,CAT027,SUP0450,Product 762,Marble,40669,46919,Active
PRD00763,CAT038,SUP0132,Product 763,Glass,33905,34711,active
PRD00764,CAT038,SUP0027,Product 764,Plywood,43618,46155,Discontinued
PRD00765,CAT033,SUP0500,Product 765,Marble,29783,32507,Discontinued
PRD00766,CAT040,SUP0120,Product 766,Steel,26853,39266,Active
PRD00767,CAT002,SUP0150,Product 767,Laminate,18327,23282,Active
PRD00768,CAT002,SUP0391,Product 768,Wood,20759,35582,active
PRD00769,CAT037,SUP0472,Product 769,Plywood,15043,26368,active
PRD00770,CAT008,SUP0051, Product 770,Wood,15225,19572,Discontinued
PRD00771,CAT028,SUP0246,Product 771,Wood,15051,17691,Active
PRD00772,CAT007,SUP0326,Product 772,Steel,17811,26390,Active
PRD00773,CAT040,SUP0276,Product 773,Steel,48013,61182,active
