supplier_id,supplier_name,supplier_category,contact_person,email,phone,city_id,supplier_rating,status
SUP0288,Supplier 288,Electrical,Neha,supplier288@vendor.com,9103192779,C178,3,active
SUP0289,Supplier 289,Lighting,Neha,supplier289@vendor.com,9301719172,C023,4,Active
SUP0290,Supplier 290,Hardware,Pooja,supplier290@vendor.com,9607693241,C186,3.5,active
SUP0291,Supplier 291,Wardrobe,Neha,supplier291@vendor.com,9277737732,C148,4.3,Active
SUP0292,Supplier 292,Kitchen,Amit,supplier292@vendor.com,9895305969,C007,3.6,Active
SUP0293,Supplier 293,Electrical,Ravi,supplier293@vendor.com,9188095969,C064,4.4,Active
SUP0294,Supplier 294,Furniture,Ravi,supplier294@vendor.com,9520086472,C092,3.3,Active
SUP0295,Supplier 295,Furniture,Pooja,supplier295@vendor.com,9614142846,C147,4.9,Inactive
SUP0296,Supplier 296,Furniture,Neha,,9591606562,C113,4.8,Active
SUP0297,Supplier 297,Lighting,Neha,supplier297@vendor.com,9239143726,C108,3.3,active
SUP0298,Supplier 298,Kitchen,Amit,supplier298@vendor.com,9344833690,C101,3.5,Inactive
SUP0299,Supplier 299,Plumbing,Ravi,supplier299@vendor.com,9149822767,C038,3.8,active
SUP0300,Supplier 300,Plumbing,Ravi,supplier300@vendor.com,9737511210,C128,null,Inactive
SUP0301,Supplier 301,Kitchen,Ravi,supplier301@vendor.com,9621642361,C181,4.1,Inactive
SUP0302,Supplier 302,Flooring,Amit,supplier302@vendor.com,9235005497,C137,3.3,Inactive
SUP0303,Supplier 303,Wardrobe,Ravi,supplier303@vendor.com,9900642441,C185,3.9,Inactive
SUP0304,Supplier 304,Flooring,Ravi,supplier304@vendor.com,9102170875,C089,4.4,Inactive
SUP0305,Supplier 305,Wardrobe,Pooja,supplier305@vendor.com,9999357077,C086,4.4,active
SUP0306,Supplier 306,Hardware,Ravi,supplier306@vendor.com,9720187683,C163,3.5,active
SUP0307,Supplier 307,Paint,Neha,supplier307@vendor.com,9865539552,C146,3.6,Active
SUP0308,Supplier 308,Kitchen,Ravi,supplier308@vendor.com,9149829665,C173,4.9,Inactive
SUP0309,Supplier 309,Kitchen,Amit,supplier309@vendor.com,9916102151,C054,3.8,active
SUP0310,Supplier 310,Wardrobe,Neha,supplier310@vendor.com,9545111941,C026,4.9,active
SUP0311,Supplier 311,Hardware,Neha,supplier311@vendor.com,9576095793,C066,3.1,Inactive
SUP0312,Supplier 312,Plumbing,Amit,supplier312@vendor.com,9167859979,C046,4.3,active
SUP0313,Supplier 313,Flooring,Neha,supplier313@vendor.com,9656103670,C211,3.3,active
SUP0314,Supplier 314,Paint,Ravi,supplier314@vendor.com,9164941300,C127,3.4,Active
SUP0315,Supplier 315,Electrical,Amit,supplier315@vendor.com,9372793092,C081,3.3,Inactive
SUP0316,Supplier 316,Electrical,Amit,supplier316@vendor.com,9739190646,C062,4.2,Inactive
SUP0317,Supplier 317,Kitchen,Neha,supplier317@vendor.com,9330040508,C240,4.7,Inactive
SUP0318,Supplier 318,Kitchen,Ravi,supplier318@vendor.com,,C104,3.7,active
SUP0319,Supplier 319,Plumbing,Ravi,supplier319@vendor.com,9729233148,C194,4.4,active
SUP0320, Supplier 320,Hardware,Pooja,supplier320@vendor.com,9891446249,C059,4.1,active
SUP0321,Supplier 321,Kitchen,Ravi,supplier321@vendor.com,9428452522,C165,3.3,Inactive
SUP0322,Supplier 322,Electrical,Neha,supplier322@vendor.com,9314906618,C031,4,Active
SUP0323,Supplier 323,Flooring,Amit,supplier323@vendor.com,9410254684,C247,4.8,Inactive
SUP0324,Supplier 324,Decor,Neha,supplier324@vendor.com,9487593418,C013,3.2,Active
SUP0325,Supplier 325,Furniture,Ravi,supplier325@vendor.com,9717464996,C008,null,Inactive
SUP0326,Supplier 326,Decor,Amit,supplier326@vendor.com,9441738724,C133,3.9,active
SUP0327,Supplier 327,Decor,Pooja,supplier327@vendor.com,9906369626,C029,4,active
SUP0328,Supplier 328,Wardrobe,Pooja,supplier328@vendor.com,9605427694,C136,3.4,active
SUP0329,Supplier 329,Lighting,Amit,supplier329@vendor.com,9263784996,C138,4.9,Active
SUP0330,Supplier 330,Paint,Ravi,supplier330@vendor.com,9536250560,C163,3.1,active
SUP0331,Supplier 331,Kitchen,Neha,supplier331@vendor.com,9426325254,C156,5,active
SUP0332,Supplier 332,Flooring,Neha,supplier332@vendor.com,9912897970,C110,3,Active
SUP0333,Supplier 333,Hardware,Neha,,9758881010,C232,3.6,active
SUP0334,Supplier 334,Paint,Pooja,supplier334@vendor.com,9500132789,C196,4.5,active
SUP0335,Supplier 335,Decor,Pooja,supplier335@vendor.com,9869488599,C023,4.6,Active
SUP0336,Supplier 336,Flooring,Ravi,supplier336@vendor.com,9724547932,C052,4.9,active
SUP0337,Supplier 337,Furniture,Amit,supplier337@vendor.com,9534817224,C042,4.4,Inactive
SUP0338,Supplier 338,Furniture,Amit,supplier338@vendor.com,9216919213,C241,5,Inactive
SUP0339,Supplier 339,Wardrobe,Ravi,supplier339@vendor.com,9130033207,C196,4.3,Inactive
SUP0340,Supplier 340,Flooring,Ravi,supplier340@vendor.com,9642722602,C007,4.6,Inactive
SUP0341,Supplier 341,Flooring,Neha,supplier341@vendor.com,9782127902,C044,4.5,active
SUP0342,Supplier 342,Flooring,Neha,supplier342@vendor.com,9816192624,C059,4.5,Inactive
SUP0343,Supplier 343,Lighting,Pooja,supplier343@vendor.com,9785760047,C086,4,Active
SUP0344,Supplier 344,Paint,Neha,supplier344@vendor.com,9609406003,C072,3.3,Inactive
SUP0345,Supplier 345,Wardrobe,Neha,supplier345@vendor.com,9978215041,C203,4.9,Inactive
SUP0346,Supplier 346,Wardrobe,Neha,supplier346@vendor.com,9324040191,C174,3.6,Active
SUP0347,Supplier 347,Furniture,Pooja,supplier347@vendor.com,9258517055,C139,3.3,active
SUP0348,Supplier 348,Paint,Pooja,supplier348@vendor.com,9239838281,C037,3.7,Inactive
SUP0349,Supplier 349,Electrical,Pooja,supplier349@vendor.com,9822261578,C070,4.7,Inactive
SUP0350,Supplier 350,Kitchen,Pooja,supplier350@vendor.com,9456503891,C238,null,Inactive
SUP0351,Supplier 351,Wardrobe,Ravi,supplier351@vendor.com,9291052614,C143,3.9,Inactive
SUP0352,Supplier 352,Wardrobe,Pooja,supplier352@vendor.com,9193096014,C208,3,Inactive
SUP0353,Supplier 353,Flooring,Neha,supplier353@vendor.com,9161334950,C116,4.2,active
SUP0354,Supplier 354,Decor,Neha,supplier354@vendor.com,9738888637,C147,3.9,Inactive
SUP0355,Supplier 355,Kitchen,Ravi,supplier355@vendor.com,9404369071,C011,4.9,Active
SUP0356,Supplier 356,Lighting,Ravi,supplier356@vendor.com,9640898408,C195,4.2,Inactive
SUP0357,Supplier 357,Hardware,Neha,supplier357@vendor.com,9430747725,C126,4.3,Inactive
SUP0358,Supplier 358,Paint,Pooja,supplier358@vendor.com,9237513718,C006,3.5,Active
SUP0359,Supplier 359,Kitchen,Pooja,supplier359@vendor.com,9684632874,C109,4.2,Inactive
SUP0360, Supplier 360,Paint,Ravi,supplier360@vendor.com,9631582313,C035,4.8,Active
SUP0361,Supplier 361,Decor,Ravi,supplier361@vendor.com,9508261838,C103,4.8,active
SUP0362,Supplier 362,Electrical,Ravi,supplier362@vendor.com,9366246287,C128,4.5,Active
SUP0363,Supplier 363,Hardware,Amit,supplier363@vendor.com,9952880320,C109,3.8,Active
SUP0364,Supplier 364,Flooring,Pooja,supplier364@vendor.com,9234324654,C196,3.7,Active
SUP0365,Supplier 365,Furniture,Amit,supplier365@vendor.com,9904977212,C094,3.3,Inactive
SUP0366,Supplier 366,Wardrobe,Pooja,supplier366@vendor.com,9485146239,C111,3.8,Active
SUP0367,Supplier 367,Lighting,Pooja,supplier367@vendor.com,9120678150,C121,4.4,Inactive
SUP0368,Supplier 368,Lighting,Amit,supplier368@vendor.com,9392679135,C015,4,active
SUP0369,Supplier 369,Wardrobe,Pooja,supplier369@vendor.com,9364450121,C106,3.1,Active
SUP0370,Supplier 370,Furniture,Pooja,,9308853033,C250,3.6,Inactive
SUP0371,Supplier 371,Hardware,Neha,supplier371@vendor.com,,C103,4.3,Active
SUP0372,Supplier 372,Furniture,Neha,supplier372@vendor.com,9425931105,C079,4.2,active
SUP0373,Supplier 373,Decor,Ravi,supplier373@vendor.com,9735066293,C045,4.2,Active
SUP0374,Supplier 374,Flooring,Pooja,supplier374@vendor.com,9538703969,C032,3.9,Active
SUP0375,Supplier 375,Lighting,Amit,supplier375@vendor.com,9261874260,C215,null,Inactive
SUP0376,Supplier 376,Decor,Amit,supplier376@vendor.com,9890742176,C117,3.2,active
SUP0377,Supplier 377,Lighting,Amit,supplier377@vendor.com,9851420623,C210,3.7,active
SUP0378,Supplier 378,Furniture,Pooja,supplier378@vendor.com,9192922259,C178,3.7,Active
SUP0379,Supplier 379,Wardrobe,Neha,supplier379@vendor.com,9323492649,C067,3.1,active
SUP0380,Supplier 380,Flooring,Ravi,supplier380@vendor.com,9277697879,C211,4.1,active
SUP0381,Supplier 381,Flooring,Amit,supplier381@vendor.com,9474079460,C237,4.1,Active
SUP0382,Supplier 382,Kitchen,Pooja,supplier382@vendor.com,9733823562,C226,4.6,active
SUP0383,Supplier 383,Electrical,Pooja,supplier383@vendor.com,9985762826,C026,4.2,active
SUP0384,Supplier 384,Plumbing,Neha,supplier384@vendor.com,9500174495,C221,4.3,Inactive
SUP0385,Supplier 385,Paint,Pooja,supplier385@vendor.com,9784103938,C128,4.4,active
SUP0386,Supplier 386,Kitchen,Neha,supplier386@vendor.com,9869498668,C048,4.3,Active
SUP0387,Supplier 387,Electrical,Neha,supplier387@vendor.com,9842971188,C137,3.6,Active
SUP0388,Supplier 388,Plumbing,Neha,supplier388@vendor.com,9871875273,C079,4.4,Active
SUP0389,Supplier 389,Flooring,Neha,supplier389@vendor.com,9384123788,C131,4.5,Active
SUP0390,Supplier 390,Flooring,Pooja,supplier390@vendor.com,9822796847,C055,3.1,Active
SUP0391,Supplier 391,Flooring,Amit,supplier391@vendor.com,9266014697,C237,3.1,active
SUP0392,Supplier 392,Furniture,Ravi,supplier392@vendor.com,9897456677,C168,4.5,Inactive
SUP0393,Supplier 393,Flooring,Amit,supplier393@vendor.com,9269001307,C239,4,active
SUP0394,Supplier 394,Lighting,Amit,supplier394@vendor.com,9465541434,C124,4.8,active
SUP0395,Supplier 395,Plumbing,Pooja,supplier395@vendor.com,9269064686,C043,5,active
SUP0396,Supplier 396,Plumbing,Ravi,supplier396@vendor.com,9551991175,C143,3.4,active
SUP0397,Supplier 397,Hardware,Neha,supplier397@vendor.com,9235253218,C028,4,active
SUP0398,Supplier 398,Furniture,Pooja,supplier398@vendor.com,9981819751,C224,4.3,Inactive
SUP0399,Supplier 399,Flooring,Ravi,supplier399@vendor.com,9301589695,C197,3.2,active
SUP0400, Supplier 400,Hardware,Neha,supplier400@vendor.com,9209755993,C171,null,Inactive
SUP0401,Supplier 401,Wardrobe,Amit,supplier401@vendor.com,9282012133,C138,3.5,Active
SUP0402,Supplier 402,Wardrobe,Pooja,supplier402@vendor.com,9627990060,C048,4.7,Inactive
SUP0403,Supplier 403,Electrical,Pooja,supplier403@vendor.com,9790323878,C036,4.4,active
SUP0404,Supplier 404,Wardrobe,Neha,supplier404@vendor.com,9456251044,C003,4.6,active
SUP0405,Supplier 405,Flooring,Ravi,supplier405@vendor.com,9199673032,C001,4,Active
SUP0406,Supplier 406,Furniture,Amit,supplier406@vendor.com,9600943267,C158,3.4,Inactive
SUP0407,Supplier 407,Paint,Neha,,9941988736,C088,3.3,Active
SUP0408,Supplier 408,Paint,Ravi,supplier408@vendor.com,9451462369,C234,3.2,Active
SUP0409,Supplier 409,Decor,Pooja,supplier409@vendor.com,9765190963,C080,4.1,Active
SUP0410,Supplier 410,Furniture,Amit,supplier410@vendor.com,9601699494,C174,4.8,active
SUP0411,Supplier 411,Decor,Neha,supplier411@vendor.com,9397669230,C016,3.6,active
SUP0412,Supplier 412,Hardware,Ravi,supplier412@vendor.com,9604552829,C248,3.9,Active
SUP0413,Supplier 413,Paint,Amit,supplier413@vendor.com,9485820982,C087,3.4,active
SUP0414,Supplier 414,Plumbing,Ravi,supplier414@vendor.com,9141110665,C096,3.5,Active
SUP0415,Supplier 415,Furniture,Amit,supplier415@vendor.com,9491961881,C044,4.7,active
SUP0416,Supplier 416,Kitchen,Neha,supplier416@vendor.com,9828666559,C069,3.3,Inactive
SUP0417,Supplier 417,Lighting,Neha,supplier417@vendor.com,9410332176,C128,3.4,Inactive
SUP0418,Supplier 418,Furniture,Pooja,supplier418@vendor.com,9147889376,C205,3,Inactive
SUP0419,Supplier 419,Lighting,Neha,supplier419@vendor.com,9426440078,C237,4.8,Active
SUP0420,Supplier 420,Flooring,Pooja,supplier420@vendor.com,9865367570,C146,4.3,Inactive
SUP0421,Supplier 421,Plumbing,Neha,supplier421@vendor.com,9919201137,C038,5,Inactive
SUP0422,Supplier 422,Paint,Pooja,supplier422@vendor.com,9467471197,C215,4.1,Inactive
SUP0423,Supplier 423,Electrical,Amit,supplier423@vendor.com,9398449276,C137,4.4,Inactive
SUP0424,Supplier 424,Kitchen,Pooja,supplier424@vendor.com,,C180,3.9,Active
SUP0425,Supplier 425,Furniture,Amit,supplier425@vendor.com,9108941719,C190,null,Inactive
SUP0426,Supplier 426,Wardrobe,Amit,supplier426@vendor.com,9119433824,C161,3.2,Inactive
SUP0427,Supplier 427,Decor,Amit,supplier427@vendor.com,9349435399,C245,3.6,active
SUP0428,Supplier 428,Lighting,Pooja,supplier428@vendor.com,9231130770,C034,5,active
SUP0429,Supplier 429,Furniture,Pooja,supplier429@vendor.com,9379801554,C242,4.7,Active
SUP0430,Supplier 430,Wardrobe,Ravi,supplier430@vendor.com,9683980861,C224,4.9,Inactive
SUP0431,Supplier 431,Lighting,Pooja,supplier431@vendor.com,9579730981,C067,4.5,Active
SUP0432,Supplier 432,Plumbing,Neha,supplier432@vendor.com,9286760075,C240,3.5,Inactive
SUP0433,Supplier 433,Plumbing,Amit,supplier433@vendor.com,9436159716,C162,3.8,Inactive
SUP0434,Supplier 434,Paint,Amit,supplier434@vendor.com,9734601927,C164,4.4,Inactive
SUP0435,Supplier 435,Flooring,Amit,supplier435@vendor.com,9384055354,C078,4.9,Active
SUP0436,Supplier 436,Kitchen,Amit,supplier436@vendor.com,9455936378,C132,3.4,Inactive
SUP0437,Supplier 437,Furniture,Neha,supplier437@vendor.com,9162805502,C136,3.5,Inactive
SUP0438,Supplier 438,Hardware,Pooja,supplier438@vendor.com,9995815359,C041,3.4,active
SUP0439,Supplier 439,Flooring,Amit,supplier439@vendor.com,9110861740,C109,4.1,active
SUP0440, Supplier 440,Decor,Neha,supplier440@vendor.com,9513147404,C071,4.9,Active
SUP0441,Supplier 441,Paint,Neha,supplier441@vendor.com,9988294883,C079,3.8,Inactive
SUP0442,Supplier 442,Decor,Ravi,supplier442@vendor.com,9670973785,C066,4.7,active
SUP0443,Supplier 443,Paint,Amit,supplier443@vendor.com,9293796322,C148,4,active
SUP0444,Supplier 444,Lighting,Pooja,,9871143619,C223,3.1,active
SUP0445,Supplier 445,Hardware,Neha,supplier445@vendor.com,9575307156,C232,4.3,active
SUP0446,Supplier 446,Wardrobe,Neha,supplier446@vendor.com,9352439046,C028,3.5,active
SUP0447,Supplier 447,Hardware,Amit,supplier447@vendor.com,9750745529,C210,3.3,Active
SUP0448,Supplier 448,Hardware,Neha,supplier448@vendor.com,9348877894,C034,4.1,active
SUP0449,Supplier 449,Flooring,Amit,supplier449@vendor.com,9389335684,C240,4.6,Inactive
SUP0450,Supplier 450,Electrical,Pooja,supplier450@vendor.com,9155383470,C248,null,Active
SUP0451,Supplier 451,Decor,Pooja,supplier451@vendor.com,9862032157,C198,3,Inactive
SUP0452,Supplier 452,Paint,Pooja,supplier452@vendor.com,9647822346,C034,3.9,Inactive
SUP0453,Supplier 453,Plumbing,Amit,supplier453@vendor.com,9536202452,C123,3,Inactive
SUP0454,Supplier 454,Hardware,Ravi,supplier454@vendor.com,9713880681,C124,3.7,Inactive
SUP0455,Supplier 455,Lighting,Pooja,supplier455@vendor.com,9937650727,C115,4.3,Inactive
SUP0456,Supplier 456,Plumbing,Ravi,supplier456@vendor.com,9354998042,C079,4.1,Active
SUP0457,Supplier 457,Wardrobe,Ravi,supplier457@vendor.com,9697100882,C105,4.1,active
SUP0458,Supplier 458,Hardware,Amit,supplier458@vendor.com,9667206296,C134,3.7,active
SUP0459,Supplier 459,Lighting,Pooja,supplier459@vendor.com,9100541318,C114,3.5,Inactive
SUP0460,Supplier 460,Flooring,Neha,supplier460@vendor.com,9267762749,C190,4.3,active
SUP0461,Supplier 461,Plumbing,Pooja,supplier461@vendor.com,9902289536,C235,4.8,Inactive
SUP0462,Supplier 462,Lighting,Amit,supplier462@vendor.com,9211531416,C042,3.9,Active
SUP0463,Supplier 463,Hardware,Amit,supplier463@vendor.com,9794391165,C227,4.5,active
SUP0464,Supplier 464,Flooring,Pooja,supplier464@vendor.com,9661370208,C121,3.4,Inactive
SUP0465,Supplier 465,Lighting,Pooja,supplier465@vendor.com,9920604407,C215,4.2,active
SUP0466,Supplier 466,Plumbing,Amit,supplier466@vendor.com,9998934138,C103,3.8,Active
SUP0467,Supplier 467,Decor,Ravi,supplier467@vendor.com,9630293808,C186,4.2,Active
SUP0468,Supplier 468,Kitchen,Neha,supplier468@vendor.com,9198950983,C054,3.6,Inactive
SUP0469,Supplier 469,Hardware,Amit,supplier469@vendor.com,9942998426,C174,4.1,Active
SUP0470,Supplier 470,Plumbing,Pooja,supplier470@vendor.com,9688229159,C044,4.8,Active
SUP0471,Supplier 471,Furniture,Amit,supplier471@vendor.com,9248139160,C192,5,Inactive
SUP0472,Supplier 472,Furniture,Ravi,supplier472@vendor.com,9616302850,C178,3.7,active
SUP0473,Supplier 473,Furniture,Ravi,supplier473@vendor.com,9138006380,C019,4.1,active
SUP0474,Supplier 474,Plumbing,Amit,supplier474@vendor.com,9668656419,C104,3.6,active
SUP0475,Supplier 475,Wardrobe,Neha,supplier475@vendor.com,9333705876,C059,null,Active
SUP0476,Supplier 476,Electrical,Amit,supplier476@vendor.com,9744434021,C240,3.5,Inactive
SUP0477,Supplier 477,Electrical,Ravi,supplier477@vendor.com,,C083,4.6,Active
SUP0478,Supplier 478,Electrical,Pooja,supplier478@vendor.com,9102568717,C071,4.2,active
SUP0479,Supplier 479,Paint,Neha,supplier479@vendor.com,9109081127,C221,3.5,active
SUP0480, Supplier 480,Wardrobe,Amit,supplier480@vendor.com,9630767922,C085,4.1,active
SUP0481,Supplier 481,Plumbing,Amit,,9513311894,C187,3.1,active
SUP0482,Supplier 482,Decor,Ravi,supplier482@vendor.com,9744666931,C225,4.9,Active
SUP0483,Supplier 483,Paint,Ravi,supplier483@vendor.com,9905028953,C001,3.9,Inactive
SUP0484,Supplier 484,Electrical,Pooja,supplier484@vendor.com,9707749420,C105,4.5,Inactive
SUP0485,Supplier 485,Plumbing,Ravi,supplier485@vendor.com,9486290902,C060,3.3,active
SUP0486,Supplier 486,Wardrobe,Neha,supplier486@vendor.com,9149197218,C129,4.5,Active
SUP0487,Supplier 487,Hardware,Amit,supplier487@vendor.com,9664113757,C071,4,active
SUP0488,Supplier 488,Flooring,Ravi,supplier488@vendor.com,9496264493,C225,5,active
SUP0489,Supplier 489,Wardrobe,Amit,supplier489@vendor.com,9734152493,C222,4.5,active
SUP0490,Supplier 490,Kitchen,Neha,supplier490@vendor.com,9758385580,C036,3.1,Active
SUP0491,Supplier 491,Hardware,Ravi,supplier491@vendor.com,9729704246,C227,3.9,Active
SUP0492,Supplier 492,Electrical,Neha,supplier492@vendor.com,9517424564,C176,3.2,active
SUP0493,Supplier 493,Paint,Pooja,supplier493@vendor.com,9303972893,C193,3.9,Inactive
SUP0494,Supplier 494,Electrical,Pooja,supplier494@vendor.com,9589807610,C154,3.1,Inactive
SUP0495,Supplier 495,Furniture,Ravi,supplier495@vendor.com,9316629166,C154,4,active
SUP0496,Supplier 496,Paint,Neha,supplier496@vendor.com,9480490451,C095,3,active
SUP0497,Supplier 497,Plumbing,Neha,supplier497@vendor.com,9538635079,C218,4.3,Inactive
SUP0498,Supplier 498,Paint,Amit,supplier498@vendor.com,9540048347,C015,4.7,active
SUP0499,Supplier 499,Paint,Neha,supplier499@vendor.com,9571901385,C174,3.7,Inactive
SUP0500,Supplier 500,Plumbing,Ravi,supplier500@vendor.com,9947170963,C167,null,Inactive
