review_id,customer_id,project_id,review_date,rating,feedback,review_status,would_recommend
367,CUS001142,PROJ01106,25-10-2025,4,null,Pending,YES
368,CUS004873,PROJ02763,27-03-2024,4,Good value.,pending,NO
369,CUS003892,PROJ02276,30-09-2025,4,Could improve communication.,Pending,NO
370,CUS000316,PROJ00868,29-12-2024,5,Excellent workmanship.,pending,NO
371,CUS000331,PROJ01269,08-30-2024,4,Could improve communication.,pending,No
372,CUS002639,PROJ02754,04-02-2024,3,Excellent workmanship.,pending,NO
373,CUS004398,PROJ04511,22-03-2024,5,Professional team.,Pending,Maybe
374,CUS003836,PROJ01299,03-21-2024,5,Loved the final outcome.,Pending,Yes
375,CUS001662,PROJ03863,12-01-2025,5,Professional team.,pending,Yes
376,CUS002096,PROJ04726,12-17-2024,4,Good value.,pending,NO
377,CUS001704,PROJ00678,08-10-2025,3,Professional team.,PUBLISHED,YES
378,CUS004820,PROJ03455,02-06-2024,3,null,pending,No
379,CUS001258,PROJ02662,03-03-2024,2,Could improve communication.,Published,No
380,CUS004413,PROJ01837,01-10-2025,5,Loved the final outcome.,pending,Yes
381,CUS004076,PROJ03979,11-10-2024,3,Professional team.,PUBLISHED,Yes
382,CUS001631,PROJ01538,04-24-2024,5,null,published,NO
383,CUS002374,PROJ03118,13-01-2025,2,Good value.,published,Maybe
384,CUS004321,PROJ02424,03-02-2024,2,Could improve communication.,published,NO
385,CUS003731,PROJ02312,26-02-2025,4,null,published,YES
386,CUS000308,PROJ03290,08-14-2025,1,null,PUBLISHED,Yes
387,CUS001947,PROJ01750,23-02-2024,4,Professional team.,Pending,Maybe
388,CUS000426,PROJ01249,27-08-2024,4,Good value.,PUBLISHED,YES
389,CUS002523,PROJ03127,27-06-2025,null,Good value.,Pending,No
390,CUS002426,PROJ04002,06-26-2025,2,Could improve communication.,PUBLISHED,NO
391,CUS003097,PROJ00419,09-17-2025,3,Professional team.,PUBLISHED,Yes
392,CUS002117,PROJ02938,09-18-2024,4,null,published,Maybe
393,CUS001205,PROJ02479,07-18-2024,2,Professional team.,pending,Yes
394,CUS002442,PROJ01761,19-11-2025,4,Good value.,Published,Maybe
395,CUS004347,PROJ02201,04-16-2024,2,null,PUBLISHED,No
396,CUS000343,PROJ03436,16-07-2024,null,Excellent workmanship.,Published,Maybe
397,CUS001255,PROJ03544,03-11-2025,1,null,Published,Yes
398,CUS000375,PROJ00986,11-09-2025,5,Loved the final outcome.,Published,YES
399,CUS003775,PROJ00410,16-09-2024,1,null,Pending,No
400,CUS001445,PROJ00165,03-13-2025,3,Professional team.,published,Yes
401,CUS003937,PROJ02756,10-10-2024,3,Excellent workmanship.,PUBLISHED,No
402,CUS001461,PROJ03666,01-07-2024,null,Loved the final outcome.,pending,NO
403,CUS002177,PROJ04329,07-01-2024,2,Could improve communication.,Pending,YES
404,CUS000202,PROJ01074,09-20-2025,4,null,PUBLISHED,Yes
405,CUS000933,PROJ00084,05-02-2024,null,null,PUBLISHED,NO
406,CUS004296,PROJ02049,20-01-2024,5,Excellent workmanship.,Pending,No
407,CUS000144,PROJ01523,06-04-2024,4,Could improve communication.,Published,Maybe
408,CUS002840,PROJ01903,17-05-2025,2,Could improve communication.,published,Yes
409,CUS001412,PROJ02503,01-28-2025,4,Excellent workmanship.,pending,Maybe
410,CUS001998,PROJ03252,02-01-2025,4,Excellent workmanship.,Published,No
411,CUS000295,PROJ00313,01-07-2025,4,Professional team.,published,YES
412,CUS002586,PROJ00691,21-07-2025,2,Professional team.,Pending,Yes
413,CUS002414,PROJ02311,10-07-2025,1,null,Pending,YES
414,CUS000529,PROJ01795,23-05-2024,5,Loved the final outcome.,Pending,NO
415,CUS002137,PROJ01300,03-05-2024,4,Could improve communication.,Pending,Yes
416,CUS002624,PROJ02787,07-02-2024,null,null,Published,NO
417,CUS003760,PROJ01806,01-05-2024,5,Good value.,pending,YES
418,CUS000624,PROJ03646,16-08-2025,1,null,published,NO
419,CUS001634,PROJ03939,31-10-2025,5,Excellent workmanship.,published,YES
420,CUS003567,PROJ02774,15-01-2024,3,Excellent workmanship.,Pending,Maybe
421,CUS003285,PROJ03903,06-23-2024,null,Excellent workmanship.,Published,NO
422,CUS002628,PROJ01544,09-01-2025,2,Good value.,PUBLISHED,NO
423,CUS003554,PROJ02125,28-11-2024,5,Could improve communication.,published,No
424,CUS002610,PROJ02745,06-08-2024,3,Excellent workmanship.,Published,No
425,CUS000155,PROJ00644,24-05-2024,3,Could improve communication.,published,NO
426,CUS003854,PROJ01362,09-06-2024,null,Excellent workmanship.,pending,NO
427,CUS003250,PROJ02868,10-06-2024,5,Excellent workmanship.,Published,YES
428,CUS004743,PROJ00977,04-01-2024,3,Good value.,Pending,YES
429,CUS004975,PROJ01930,30-07-2024,5,Good value.,Pending,YES
430,CUS000699,PROJ01753,06-27-2024,5,Loved the final outcome.,Pending,Maybe
431,CUS003284,PROJ01462,03-31-2024,3,Professional team.,Pending,Yes
432,CUS002127,PROJ01624,25-07-2025,5,Excellent workmanship.,pending,No
433,CUS001634,PROJ03179,07-06-2025,2,Professional team.,Published,YES
434,CUS000746,PROJ00605,25-04-2024,4,Good value.,published,YES
435,CUS001785,PROJ01535,17-11-2025,null,Professional team.,PUBLISHED,YES
436,CUS004215,PROJ04487,21-03-2025,4,Excellent workmanship.,Published,Yes
437,CUS003657,PROJ00660,04-07-2025,4,Good value.,pending,Yes
438,CUS000877,PROJ04416,13-03-2024,5,Could improve communication.,PUBLISHED,NO
439,CUS001622,PROJ04119,07-22-2024,3,Loved the final outcome.,Published,No
440,CUS001188,PROJ01209,21-08-2024,4,Loved the final outcome.,Pending,YES
441,CUS001669,PROJ04862,16-03-2024,4,Good value.,published,YES
442,CUS002711,PROJ00395,16-09-2025,3,Loved the final outcome.,Pending,YES
443,CUS004207,PROJ02209,09-10-2025,2,Professional team.,published,Yes
444,CUS002734,PROJ03695,05-08-2025,4,Good value.,Pending,NO
445,CUS000124,PROJ01274,24-06-2024,3,Could improve communication.,published,Maybe
446,CUS003818,PROJ00896,06-23-2024,2,Excellent workmanship.,Pending,Maybe
447,CUS003134,PROJ01451,15-05-2025,4,Professional team.,Published,NO
448,CUS003482,PROJ02823,09-09-2024,5,Loved the final outcome.,pending,YES
449,CUS003074,PROJ00102,10-08-2025,5,Excellent workmanship.,Pending,Maybe
450,CUS003375,PROJ01880,04-02-2024,4,null,Published,NO
451,CUS002684,PROJ04125,22-05-2025,1,null,Pending,YES
452,CUS004665,PROJ03357,15-05-2024,5,Excellent workmanship.,Pending,No
453,CUS000562,PROJ01552,06-14-2024,5,null,pending,Yes
454,CUS001578,PROJ04957,10-04-2025,4,Loved the final outcome.,PUBLISHED,NO
455,CUS004499,PROJ03078,10-10-2025,3,Good value.,PUBLISHED,Maybe
456,CUS000118,PROJ04205,03-02-2024,3,null,pending,Maybe
457,CUS002229,PROJ02277,12-08-2025,2,Could improve communication.,PUBLISHED,Yes
458,CUS002847,PROJ00219,06-11-2025,5,Excellent workmanship.,Pending,No
459,CUS004892,PROJ04810,04-21-2025,null,Professional team.,published,Maybe
460,CUS003790,PROJ04983,03-09-2024,2,Loved the final outcome.,PUBLISHED,YES
461,CUS001806,PROJ03770,06-07-2025,5,null,published,YES
462,CUS001536,PROJ00403,24-11-2024,5,null,Pending,No
463,CUS002545,PROJ03382,25-02-2024,4,Good value.,pending,Maybe
464,CUS002411,PROJ02661,05-05-2024,5,Professional team.,Pending,Maybe
465,CUS000731,PROJ04863,01-11-2025,5,Loved the final outcome.,Pending,Yes
466,CUS003188,PROJ01621,23-03-2024,3,Excellent workmanship.,Published,YES
467,CUS004385,PROJ00046,09-10-2024,4,Loved the final outcome.,published,Maybe
468,CUS004520,PROJ03343,04-10-2025,5,Loved the final outcome.,Pending,No
469,CUS001884,PROJ02408,06-03-2025,3,Professional team.,published,Yes
470,CUS001451,PROJ01440,23-01-2024,5,null,PUBLISHED,NO
471,CUS003595,PROJ03706,15-08-2025,3,Good value.,pending,Maybe
472,CUS001484,PROJ00889,15-07-2025,5,Loved the final outcome.,PUBLISHED,YES
473,CUS004166,PROJ04082,23-09-2024,3,Excellent workmanship.,published,No
474,CUS001035,PROJ00784,18-10-2024,5,Loved the final outcome.,pending,No
475,CUS003414,PROJ03670,05-07-2024,2,Loved the final outcome.,published,Yes
476,CUS002663,PROJ03319,12-02-2024,4,Professional team.,PUBLISHED,YES
477,CUS001775,PROJ04302,07-29-2024,3,Professional team.,published,No
478,CUS000596,PROJ04450,04-04-2025,5,Professional team.,Published,Yes
479,CUS000387,PROJ03626,18-02-2025,4,Professional team.,published,Yes
480,CUS003898,PROJ03266,07-13-2025,3,Good value.,PUBLISHED,Maybe
481,CUS003826,PROJ02970,13-11-2025,4,Professional team.,Published,NO
482,CUS003639,PROJ00980,11-02-2024,3,Professional team.,Published,NO
483,CUS000657,PROJ02279,24-09-2025,3,Professional team.,Published,Maybe
484,CUS001152,PROJ01906,18-10-2025,2,Professional team.,published,Yes
485,CUS002093,PROJ04292,03-26-2024,2,Could improve communication.,Pending,YES
486,CUS000682,PROJ00577,17-05-2025,5,Excellent workmanship.,PUBLISHED,NO
487,CUS004667,PROJ03344,05-31-2024,3,Good value.,PUBLISHED,Yes
488,CUS002773,PROJ02874,18-10-2024,4,Could improve communication.,Published,YES
489,CUS000921,PROJ00876,03-30-2025,4,Professional team.,published,NO
490,CUS002845,PROJ02425,28-02-2025,5,Excellent workmanship.,published,YES
491,CUS002848,PROJ02530,06-11-2024,5,Professional team.,Published,Maybe
492,CUS004858,PROJ02571,19-01-2025,null,null,PUBLISHED,NO
493,CUS004492,PROJ01495,06-28-2024,5,Loved the final outcome.,published,YES
494,CUS001583,PROJ03027,25-01-2025,1,Professional team.,pending,No
495,CUS003474,PROJ02614,05-20-2025,2,Excellent workmanship.,Published,YES
496,CUS001559,PROJ04132,25-09-2024,4,Excellent workmanship.,PUBLISHED,NO
497,CUS003281,PROJ03262,02-07-2024,2,Excellent workmanship.,Published,No
498,CUS001308,PROJ03451,19-05-2025,3,Could improve communication.,Pending,Maybe
499,CUS000018,PROJ04123,22-03-2025,4,null,Published,No
500,CUS003974,PROJ02188,06-08-2025,3,Loved the final outcome.,pending,Yes
